id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description
jp-jma-warning-050000	https://www.jma.go.jp/bosai/warning/data/warning/050000.json	json:areaTypes	2	JMA Warnings and Advisories — Akita Prefecture	気象庁 警報・注意報 秋田県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,050000	900	Live warning/advisory state for every municipality in Akita Prefecture (JMA office 050000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-060000	https://www.jma.go.jp/bosai/warning/data/warning/060000.json	json:areaTypes	2	JMA Warnings and Advisories — Yamagata Prefecture	気象庁 警報・注意報 山形県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,060000	900	Live warning/advisory state for every municipality in Yamagata Prefecture (JMA office 060000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-070000	https://www.jma.go.jp/bosai/warning/data/warning/070000.json	json:areaTypes	2	JMA Warnings and Advisories — Fukushima Prefecture	気象庁 警報・注意報 福島県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,070000	900	Live warning/advisory state for every municipality in Fukushima Prefecture (JMA office 070000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-080000	https://www.jma.go.jp/bosai/warning/data/warning/080000.json	json:areaTypes	2	JMA Warnings and Advisories — Ibaraki Prefecture	気象庁 警報・注意報 茨城県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,080000	900	Live warning/advisory state for every municipality in Ibaraki Prefecture (JMA office 080000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-090000	https://www.jma.go.jp/bosai/warning/data/warning/090000.json	json:areaTypes	2	JMA Warnings and Advisories — Tochigi Prefecture	気象庁 警報・注意報 栃木県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,090000	900	Live warning/advisory state for every municipality in Tochigi Prefecture (JMA office 090000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-100000	https://www.jma.go.jp/bosai/warning/data/warning/100000.json	json:areaTypes	2	JMA Warnings and Advisories — Gunma Prefecture	気象庁 警報・注意報 群馬県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,100000	900	Live warning/advisory state for every municipality in Gunma Prefecture (JMA office 100000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-110000	https://www.jma.go.jp/bosai/warning/data/warning/110000.json	json:areaTypes	2	JMA Warnings and Advisories — Saitama Prefecture	気象庁 警報・注意報 埼玉県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,110000	900	Live warning/advisory state for every municipality in Saitama Prefecture (JMA office 110000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-120000	https://www.jma.go.jp/bosai/warning/data/warning/120000.json	json:areaTypes	2	JMA Warnings and Advisories — Chiba Prefecture	気象庁 警報・注意報 千葉県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,120000	900	Live warning/advisory state for every municipality in Chiba Prefecture (JMA office 120000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-130000	https://www.jma.go.jp/bosai/warning/data/warning/130000.json	json:areaTypes	2	JMA Warnings and Advisories — Tokyo Metropolis	気象庁 警報・注意報 東京都	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,130000	900	Live warning/advisory state for every municipality in Tokyo Metropolis (JMA office 130000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-140000	https://www.jma.go.jp/bosai/warning/data/warning/140000.json	json:areaTypes	2	JMA Warnings and Advisories — Kanagawa Prefecture	気象庁 警報・注意報 神奈川県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,140000	900	Live warning/advisory state for every municipality in Kanagawa Prefecture (JMA office 140000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-150000	https://www.jma.go.jp/bosai/warning/data/warning/150000.json	json:areaTypes	2	JMA Warnings and Advisories — Niigata Prefecture	気象庁 警報・注意報 新潟県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,150000	900	Live warning/advisory state for every municipality in Niigata Prefecture (JMA office 150000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-160000	https://www.jma.go.jp/bosai/warning/data/warning/160000.json	json:areaTypes	2	JMA Warnings and Advisories — Toyama Prefecture	気象庁 警報・注意報 富山県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,160000	900	Live warning/advisory state for every municipality in Toyama Prefecture (JMA office 160000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-170000	https://www.jma.go.jp/bosai/warning/data/warning/170000.json	json:areaTypes	2	JMA Warnings and Advisories — Ishikawa Prefecture	気象庁 警報・注意報 石川県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,170000	900	Live warning/advisory state for every municipality in Ishikawa Prefecture (JMA office 170000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-180000	https://www.jma.go.jp/bosai/warning/data/warning/180000.json	json:areaTypes	2	JMA Warnings and Advisories — Fukui Prefecture	気象庁 警報・注意報 福井県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,180000	900	Live warning/advisory state for every municipality in Fukui Prefecture (JMA office 180000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-190000	https://www.jma.go.jp/bosai/warning/data/warning/190000.json	json:areaTypes	2	JMA Warnings and Advisories — Yamanashi Prefecture	気象庁 警報・注意報 山梨県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,190000	900	Live warning/advisory state for every municipality in Yamanashi Prefecture (JMA office 190000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-200000	https://www.jma.go.jp/bosai/warning/data/warning/200000.json	json:areaTypes	2	JMA Warnings and Advisories — Nagano Prefecture	気象庁 警報・注意報 長野県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,200000	900	Live warning/advisory state for every municipality in Nagano Prefecture (JMA office 200000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-210000	https://www.jma.go.jp/bosai/warning/data/warning/210000.json	json:areaTypes	2	JMA Warnings and Advisories — Gifu Prefecture	気象庁 警報・注意報 岐阜県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,210000	900	Live warning/advisory state for every municipality in Gifu Prefecture (JMA office 210000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-220000	https://www.jma.go.jp/bosai/warning/data/warning/220000.json	json:areaTypes	2	JMA Warnings and Advisories — Shizuoka Prefecture	気象庁 警報・注意報 静岡県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,220000	900	Live warning/advisory state for every municipality in Shizuoka Prefecture (JMA office 220000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-230000	https://www.jma.go.jp/bosai/warning/data/warning/230000.json	json:areaTypes	2	JMA Warnings and Advisories — Aichi Prefecture	気象庁 警報・注意報 愛知県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,230000	900	Live warning/advisory state for every municipality in Aichi Prefecture (JMA office 230000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-240000	https://www.jma.go.jp/bosai/warning/data/warning/240000.json	json:areaTypes	2	JMA Warnings and Advisories — Mie Prefecture	気象庁 警報・注意報 三重県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,240000	900	Live warning/advisory state for every municipality in Mie Prefecture (JMA office 240000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-250000	https://www.jma.go.jp/bosai/warning/data/warning/250000.json	json:areaTypes	2	JMA Warnings and Advisories — Shiga Prefecture	気象庁 警報・注意報 滋賀県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,250000	900	Live warning/advisory state for every municipality in Shiga Prefecture (JMA office 250000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-260000	https://www.jma.go.jp/bosai/warning/data/warning/260000.json	json:areaTypes	2	JMA Warnings and Advisories — Kyoto Prefecture	気象庁 警報・注意報 京都府	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,260000	900	Live warning/advisory state for every municipality in Kyoto Prefecture (JMA office 260000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-270000	https://www.jma.go.jp/bosai/warning/data/warning/270000.json	json:areaTypes	2	JMA Warnings and Advisories — Osaka Prefecture	気象庁 警報・注意報 大阪府	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,270000	900	Live warning/advisory state for every municipality in Osaka Prefecture (JMA office 270000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-280000	https://www.jma.go.jp/bosai/warning/data/warning/280000.json	json:areaTypes	2	JMA Warnings and Advisories — Hyogo Prefecture	気象庁 警報・注意報 兵庫県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,280000	900	Live warning/advisory state for every municipality in Hyogo Prefecture (JMA office 280000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-290000	https://www.jma.go.jp/bosai/warning/data/warning/290000.json	json:areaTypes	2	JMA Warnings and Advisories — Nara Prefecture	気象庁 警報・注意報 奈良県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,290000	900	Live warning/advisory state for every municipality in Nara Prefecture (JMA office 290000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-300000	https://www.jma.go.jp/bosai/warning/data/warning/300000.json	json:areaTypes	2	JMA Warnings and Advisories — Wakayama Prefecture	気象庁 警報・注意報 和歌山県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,300000	900	Live warning/advisory state for every municipality in Wakayama Prefecture (JMA office 300000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-310000	https://www.jma.go.jp/bosai/warning/data/warning/310000.json	json:areaTypes	2	JMA Warnings and Advisories — Tottori Prefecture	気象庁 警報・注意報 鳥取県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,310000	900	Live warning/advisory state for every municipality in Tottori Prefecture (JMA office 310000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-320000	https://www.jma.go.jp/bosai/warning/data/warning/320000.json	json:areaTypes	2	JMA Warnings and Advisories — Shimane Prefecture	気象庁 警報・注意報 島根県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,320000	900	Live warning/advisory state for every municipality in Shimane Prefecture (JMA office 320000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-330000	https://www.jma.go.jp/bosai/warning/data/warning/330000.json	json:areaTypes	2	JMA Warnings and Advisories — Okayama Prefecture	気象庁 警報・注意報 岡山県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,330000	900	Live warning/advisory state for every municipality in Okayama Prefecture (JMA office 330000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-340000	https://www.jma.go.jp/bosai/warning/data/warning/340000.json	json:areaTypes	2	JMA Warnings and Advisories — Hiroshima Prefecture	気象庁 警報・注意報 広島県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,340000	900	Live warning/advisory state for every municipality in Hiroshima Prefecture (JMA office 340000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-350000	https://www.jma.go.jp/bosai/warning/data/warning/350000.json	json:areaTypes	2	JMA Warnings and Advisories — Yamaguchi Prefecture	気象庁 警報・注意報 山口県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,350000	900	Live warning/advisory state for every municipality in Yamaguchi Prefecture (JMA office 350000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-360000	https://www.jma.go.jp/bosai/warning/data/warning/360000.json	json:areaTypes	2	JMA Warnings and Advisories — Tokushima Prefecture	気象庁 警報・注意報 徳島県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,360000	900	Live warning/advisory state for every municipality in Tokushima Prefecture (JMA office 360000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-370000	https://www.jma.go.jp/bosai/warning/data/warning/370000.json	json:areaTypes	2	JMA Warnings and Advisories — Kagawa Prefecture	気象庁 警報・注意報 香川県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,370000	900	Live warning/advisory state for every municipality in Kagawa Prefecture (JMA office 370000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-380000	https://www.jma.go.jp/bosai/warning/data/warning/380000.json	json:areaTypes	2	JMA Warnings and Advisories — Ehime Prefecture	気象庁 警報・注意報 愛媛県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,380000	900	Live warning/advisory state for every municipality in Ehime Prefecture (JMA office 380000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-390000	https://www.jma.go.jp/bosai/warning/data/warning/390000.json	json:areaTypes	2	JMA Warnings and Advisories — Kochi Prefecture	気象庁 警報・注意報 高知県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,390000	900	Live warning/advisory state for every municipality in Kochi Prefecture (JMA office 390000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-400000	https://www.jma.go.jp/bosai/warning/data/warning/400000.json	json:areaTypes	2	JMA Warnings and Advisories — Fukuoka Prefecture	気象庁 警報・注意報 福岡県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,400000	900	Live warning/advisory state for every municipality in Fukuoka Prefecture (JMA office 400000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-410000	https://www.jma.go.jp/bosai/warning/data/warning/410000.json	json:areaTypes	2	JMA Warnings and Advisories — Saga Prefecture	気象庁 警報・注意報 佐賀県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,410000	900	Live warning/advisory state for every municipality in Saga Prefecture (JMA office 410000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-420000	https://www.jma.go.jp/bosai/warning/data/warning/420000.json	json:areaTypes	2	JMA Warnings and Advisories — Nagasaki Prefecture	気象庁 警報・注意報 長崎県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,420000	900	Live warning/advisory state for every municipality in Nagasaki Prefecture (JMA office 420000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-430000	https://www.jma.go.jp/bosai/warning/data/warning/430000.json	json:areaTypes	2	JMA Warnings and Advisories — Kumamoto Prefecture	気象庁 警報・注意報 熊本県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,430000	900	Live warning/advisory state for every municipality in Kumamoto Prefecture (JMA office 430000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-440000	https://www.jma.go.jp/bosai/warning/data/warning/440000.json	json:areaTypes	2	JMA Warnings and Advisories — Oita Prefecture	気象庁 警報・注意報 大分県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,440000	900	Live warning/advisory state for every municipality in Oita Prefecture (JMA office 440000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-450000	https://www.jma.go.jp/bosai/warning/data/warning/450000.json	json:areaTypes	2	JMA Warnings and Advisories — Miyazaki Prefecture	気象庁 警報・注意報 宮崎県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,450000	900	Live warning/advisory state for every municipality in Miyazaki Prefecture (JMA office 450000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-460100	https://www.jma.go.jp/bosai/warning/data/warning/460100.json	json:areaTypes	2	JMA Warnings and Advisories — Kagoshima Prefecture	気象庁 警報・注意報 鹿児島県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,460100	900	Live warning/advisory state for every municipality in Kagoshima Prefecture (JMA office 460100): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-471000	https://www.jma.go.jp/bosai/warning/data/warning/471000.json	json:areaTypes	2	JMA Warnings and Advisories — Okinawa Main Island	気象庁 警報・注意報 沖縄本島地方	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,471000	900	Live warning/advisory state for every municipality in Okinawa Main Island (JMA office 471000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-472000	https://www.jma.go.jp/bosai/warning/data/warning/472000.json	json:areaTypes	2	JMA Warnings and Advisories — Daito Islands, Okinawa	気象庁 警報・注意報 大東島地方	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,472000	900	Live warning/advisory state for every municipality in Daito Islands, Okinawa (JMA office 472000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-473000	https://www.jma.go.jp/bosai/warning/data/warning/473000.json	json:areaTypes	2	JMA Warnings and Advisories — Miyakojima, Okinawa	気象庁 警報・注意報 宮古島地方	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,473000	900	Live warning/advisory state for every municipality in Miyakojima, Okinawa (JMA office 473000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-jma-warning-474000	https://www.jma.go.jp/bosai/warning/data/warning/474000.json	json:areaTypes	2	JMA Warnings and Advisories — Yaeyama, Okinawa	気象庁 警報・注意報 八重山地方	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,474000	900	Live warning/advisory state for every municipality in Yaeyama, Okinawa (JMA office 474000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.
jp-ckan-tokyo-organization-list	https://catalog.data.metro.tokyo.lg.jp/api/3/action/organization_list?all_fields=true&limit=1000	json:result	25	Tokyo Metropolitan Government Open Data — Publisher Registry	東京都オープンデータカタログ 提供組織一覧	jp_prefectural	opendata	ja	japan,opendata,ckan,registry,tokyo	86400	Every publishing organisation in the portal with title, description and dataset count. Source: Tokyo Metropolitan Government Open Data.
jp-ckan-tokyo-group-list	https://catalog.data.metro.tokyo.lg.jp/api/3/action/group_list?all_fields=true	json:result	16	Tokyo Metropolitan Government Open Data — Group Registry	東京都オープンデータカタログ グループ一覧	jp_prefectural	opendata	ja	japan,opendata,ckan,registry,tokyo	86400	Every thematic group defined in the portal, with dataset counts. Source: Tokyo Metropolitan Government Open Data.
jp-ckan-tokyo-tag-list	https://catalog.data.metro.tokyo.lg.jp/api/3/action/tag_list?all_fields=false	json:result	7	Tokyo Metropolitan Government Open Data — Tag Vocabulary	東京都オープンデータカタログ タグ語彙	jp_prefectural	opendata	ja	japan,opendata,ckan,registry,tokyo	86400	The portal's full free-tag vocabulary — a cheap map of what the publisher covers. Source: Tokyo Metropolitan Government Open Data.
jp-ckan-tokyo-license-list	https://catalog.data.metro.tokyo.lg.jp/api/3/action/license_list	json:result	20	Tokyo Metropolitan Government Open Data — Licence Registry	東京都オープンデータカタログ ライセンス一覧	jp_prefectural	opendata	ja	japan,opendata,ckan,registry,tokyo	86400	Licences in use across the portal's datasets. Source: Tokyo Metropolitan Government Open Data.
jp-ckan-tokyo-q-bousai	https://catalog.data.metro.tokyo.lg.jp/api/3/action/package_search?rows=100&q=防災	json:result.results	100	Tokyo Metropolitan Government Open Data — Disaster Preparedness Datasets	東京都オープンデータカタログ 防災データセット	jp_prefectural	disaster	ja	japan,opendata,ckan,bousai,tokyo	86400	Every dataset in Tokyo Metropolitan Government Open Data matching '防災' (disaster preparedness), with publisher, licence, resources and update time as held in the catalogue.
jp-ckan-tokyo-q-jinko	https://catalog.data.metro.tokyo.lg.jp/api/3/action/package_search?rows=100&q=人口	json:result.results	100	Tokyo Metropolitan Government Open Data — Population Datasets	東京都オープンデータカタログ 人口データセット	jp_prefectural	statistics	ja	japan,opendata,ckan,jinko,tokyo	86400	Every dataset in Tokyo Metropolitan Government Open Data matching '人口' (population), with publisher, licence, resources and update time as held in the catalogue.
jp-ckan-tokyo-q-koutsuu	https://catalog.data.metro.tokyo.lg.jp/api/3/action/package_search?rows=100&q=交通	json:result.results	100	Tokyo Metropolitan Government Open Data — Transport Datasets	東京都オープンデータカタログ 交通データセット	jp_prefectural	transport	ja	japan,opendata,ckan,koutsuu,tokyo	86400	Every dataset in Tokyo Metropolitan Government Open Data matching '交通' (transport), with publisher, licence, resources and update time as held in the catalogue.
jp-ckan-tokyo-q-iryou	https://catalog.data.metro.tokyo.lg.jp/api/3/action/package_search?rows=100&q=医療	json:result.results	100	Tokyo Metropolitan Government Open Data — Healthcare Datasets	東京都オープンデータカタログ 医療データセット	jp_prefectural	health	ja	japan,opendata,ckan,iryou,tokyo	86400	Every dataset in Tokyo Metropolitan Government Open Data matching '医療' (healthcare), with publisher, licence, resources and update time as held in the catalogue.
jp-ckan-tokyo-q-kyouiku	https://catalog.data.metro.tokyo.lg.jp/api/3/action/package_search?rows=100&q=教育	json:result.results	100	Tokyo Metropolitan Government Open Data — Education Datasets	東京都オープンデータカタログ 教育データセット	jp_prefectural	education	ja	japan,opendata,ckan,kyouiku,tokyo	86400	Every dataset in Tokyo Metropolitan Government Open Data matching '教育' (education), with publisher, licence, resources and update time as held in the catalogue.
jp-ckan-tokyo-q-gakkou	https://catalog.data.metro.tokyo.lg.jp/api/3/action/package_search?rows=100&q=学校	json:result.results	100	Tokyo Metropolitan Government Open Data — Schools Datasets	東京都オープンデータカタログ 学校データセット	jp_prefectural	education	ja	japan,opendata,ckan,gakkou,tokyo	86400	Every dataset in Tokyo Metropolitan Government Open Data matching '学校' (schools), with publisher, licence, resources and update time as held in the catalogue.
jp-ckan-tokyo-q-shisetsu	https://catalog.data.metro.tokyo.lg.jp/api/3/action/package_search?rows=100&q=施設	json:result.results	100	Tokyo Metropolitan Government Open Data — Public Facilities Datasets	東京都オープンデータカタログ 施設データセット	jp_prefectural	infrastructure	ja	japan,opendata,ckan,shisetsu,tokyo	86400	Every dataset in Tokyo Metropolitan Government Open Data matching '施設' (public facilities), with publisher, licence, resources and update time as held in the catalogue.
jp-ckan-tokyo-q-kankou	https://catalog.data.metro.tokyo.lg.jp/api/3/action/package_search?rows=100&q=観光	json:result.results	100	Tokyo Metropolitan Government Open Data — Tourism Datasets	東京都オープンデータカタログ 観光データセット	jp_prefectural	tourism	ja	japan,opendata,ckan,kankou,tokyo	86400	Every dataset in Tokyo Metropolitan Government Open Data matching '観光' (tourism), with publisher, licence, resources and update time as held in the catalogue.
jp-ckan-tokyo-q-kankyou	https://catalog.data.metro.tokyo.lg.jp/api/3/action/package_search?rows=100&q=環境	json:result.results	100	Tokyo Metropolitan Government Open Data — Environment Datasets	東京都オープンデータカタログ 環境データセット	jp_prefectural	environment	ja	japan,opendata,ckan,kankyou,tokyo	86400	Every dataset in Tokyo Metropolitan Government Open Data matching '環境' (environment), with publisher, licence, resources and update time as held in the catalogue.
