id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description	verified	verified_note
us-sec-dera-financial-statement-datasets	https://www.sec.gov/files/dera/data/financial-statement-data-sets/2025q1.zip	csv	1	SEC DERA Financial Statement Data Sets		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Quarterly ZIP containing sub.txt (one row per submission: adsh, cik, name, SIC, EIN, former name, business/mail address, countryba, fye, form, period, filed, accepted, prevrpt, detail, instance), num.txt (every numeric XBRL fact), pre.txt (statement presentation) and tag.txt. Confirmed by range request - first bytes are the PK zip header with sub.txt as first member. Bulk fundamentals for all filers, no per-company requests.	no	pending-independent-probe
us-sec-admin-proceedings-rss	https://www.sec.gov/enforcement-litigation/administrative-proceedings/rss	rss	25	SEC administrative proceedings RSS		us_legal	legal	en	us,legal,batch16,high-penetrancy	43200	Named respondents in SEC administrative proceedings - title is the respondent(s) (firm and individuals together, e.g. 'GlennCap LLC and Jonathan Vincent Glenn'), dc:creator is the release number (34-106135, 33-11433), link is the order PDF, pubDate the issue date. Enforcement layer against registrants and their principals.	no	pending-independent-probe
us-sec-litigation-releases-rss	https://www.sec.gov/enforcement-litigation/litigation-releases/rss	rss	25	SEC litigation releases RSS		us_legal	legal	en	us,legal,batch16,high-penetrancy	43200	SEC civil actions filed in federal court: title lists all defendants by name, dc:creator is the LR-nnnnn release number, link is the release page describing the charges, relief sought and case caption. Pairs with the administrative-proceedings feed to cover both SEC enforcement tracks.	no	pending-independent-probe
us-fdic-institutions	https://api.fdic.gov/banks/institutions?filters=STNAME:%22California%22&fields=NAME,CITY,STNAME,CERT,ACTIVE,ASSET&limit=3&format=json	json:data	3	FDIC BankFind institutions		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy,detail-hop	86400	Every FDIC-insured institution, searchable by any field via filters=FIELD:value. Full record (~200 fields) includes CERT, NAME, ADDRESS, CITY, STALP, ZIP, ACTIVE, ASSET, DEP, NETINC, ROAQ, ESTYMD, INSDATE, ENDEFYMD, CHARTER, CHRTAGNT (OCC/FDIC/state), REGAGNT, FDICSUPV, OCCDIST, FED, NAMEHCR + RSSDHCR (the bank holding company and its RSSD id), WEBADDR, OFFICES, OFFFOR, SPECGRP, CB/MUTUAL flags, CFPB supervision dates. total=1,286 for California, 4,250 active institutions nationwide.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.	no	pending-independent-probe
us-fdic-financials	https://api.fdic.gov/banks/financials?filters=CERT:3511&fields=CERT,REPDTE,ASSET,DEP,NETINC&limit=3&format=json	json:data	3	FDIC quarterly call-report financials		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Detail hop off a CERT: the institution's entire quarterly call-report history (169 quarters back to 1984 for Wells Fargo CERT 3511). Row id is {CERT}_{REPDTE}; hundreds of selectable fields - ASSET, DEP, DEPDOM, NETINC, LNLSNET, LNATRES, EQ, ROA, ROE, NIM, NPTLA, EINTEXP, NUMEMP. Turns one bank into a 40-year financial time series.	no	pending-independent-probe
us-fdic-locations	https://api.fdic.gov/banks/locations?filters=CERT:3511&limit=3&format=json	json:data	3	FDIC branch locations		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Detail hop off a CERT: every branch office of the institution - UNINUM, FI_UNINUM, OFFNAME, ADDRESS, CITY, COUNTY, STCNTY FIPS, ZIP, LATITUDE/LONGITUDE, ACQDATE, ESTYMD, SERVTYPE + SERVTYPE_DESC (full service brick and mortar, drive-through, mobile), CBSA/CSA/metro-division codes, MDI_STATUS (minority depository institution), BKCLASS. 4,185 branches for CERT 3511.	no	pending-independent-probe
us-fdic-history	https://api.fdic.gov/banks/history?filters=CERT:3511&limit=3&format=json	json:data	3	FDIC structure-change history		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Detail hop off a CERT: the M&A and structure-change ledger - TRANSNUM, CHANGECODE + REPORT_TYPE, EFFYEAR/ACQYEAR, INSTNAME and the predecessor FRM_* block (FRM_INSAGENT1, FRM_REGAGENT, FRM_CLCODE, FRM_OFF_PCITY/PADDR), plus explicit flags: FAILED_RTC_FLAG, ASSISTED_PAYOUT_FLAG, CLASS_CHANGE_FLAG, RELOCATE_FLAG, CHARTER_OTS_TO_COM_FLAG, UNASSIST_OTHER_TO_COM_FLAG. 14,082 events for CERT 3511 - the full acquisition tree of a megabank.	no	pending-independent-probe
us-fdic-failures	https://api.fdic.gov/banks/failures?limit=3&format=json	json:data	3	FDIC bank failures and assistance transactions		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy,detail-hop	86400	All 4,115 US bank failures back to 1934: NAME, CITY, CITYST, PSTALP, CERT, FAILDATE, FAILYR, RESDATE, RESTYPE + RESTYPE1 (PO payout, PA purchase and assumption, PI insured deposit transfer), CHCLASS, QBFASSET and QBFDEP (assets/deposits at failure), COST to the insurance fund, FUND, SAVR, and the acquirer - BIDNAME, BIDCITY, BIDSTATE. Names who took over each failed bank.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.	no	pending-independent-probe
us-fdic-sod	https://api.fdic.gov/banks/sod?filters=CERT:3511&limit=3&format=json	json:data	3	FDIC Summary of Deposits (branch-level deposits)		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Detail hop off a CERT: annual deposits held at each individual branch - YEAR, UNINUMBR, BRSERTYP, ADDRESS, CITY2BR, ZIPBR, STNUMBR/CNTYNUMB FIPS, SIMS_LATITUDE/LONGITUDE, DEPSUMBR (branch deposits) vs DEPSUM/DEPDOM (institution total), ESCROW, plus holding-company linkage NAMEHCR/RSSDHCR/HCTMULT and CHRTAGNT/CHRTAGNN. 120,249 branch-years for CERT 3511 - lets you track a bank's physical footprint and deposit concentration year by year.	no	pending-independent-probe
us-fdic-demographics	https://api.fdic.gov/banks/demographics?limit=2&format=json	json:data	2	FDIC institution demographics time series		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy,detail-hop	86400	1,665,311 CERT-by-quarter demographic rows: CERT, REPDTE, CLCODE, OFFTOT/OFFDMULT/OFFSTATE/OFFOTH/OFFNDOM/OFFUSOA/OFFSOD office counts, BRANCH flag, CNTYNUM, CNTRYALP, CBSANAME, METRO/MICRO flags, FDICTERR, RISKTERR, FDICAREA, FLDOFDCA (FDIC field office), MNRTYCDE, OAKAR, SIMS_LAT/LONG. Row id {CERT}_{REPDTE}.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.	no	pending-independent-probe
us-fdic-summary	https://api.fdic.gov/banks/summary?filters=STNAME:%22Ohio%22&limit=3&format=json	json:data	3	FDIC aggregate industry summary		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Pre-aggregated banking-industry totals by state and year back to 1934 (134 year-rows for Ohio): BANKS count, plus ~300 aggregated call-report line items - ASSET, DEP, NETINC, LNLSNET, LNRESRE, LNAUTO, EQ, INTBAST, NUMEMP, NEW/REL_CO/PAID_OFF entity-flow counters and TOT_FDIC/TOT_OTS charter mix. Baseline for detecting an outlier institution against its state cohort.	no	pending-independent-probe
us-finra-brokercheck-individual-search	https://api.brokercheck.finra.org/search/individual?query=smith&hl=true&nrows=3&start=0&r=25&wt=json	json:hits.hits	3	FINRA BrokerCheck individual search		us_legal	legal	en	us,legal,batch16,high-penetrancy,detail-hop	43200	Name search over 10,640 registered brokers/advisers per common surname. Each hit: ind_source_id (the CRD number), ind_firstname/middlename/lastname, ind_other_names (aliases), ind_bc_scope and ind_ia_scope (Active/InActive/Expanded/NotInScope), ind_bc_disclosure_fl and ind_ia_disclosure_fl (Y = has customer complaints, regulatory actions, criminal or financial disclosures), ind_industry_days, ind_current_employments. The CRD number is the key into the detail record.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.	no	pending-independent-probe
us-finra-brokercheck-individual-detail	https://api.brokercheck.finra.org/search/individual/810315?hl=true&wt=json&query=810315	json:hits.hits[0]._source.content	1	FINRA BrokerCheck individual full record		us_legal	legal	en	us,legal,batch16,high-penetrancy,detail-hop	43200	The deep hop. _source.content is a JSON string containing basicInformation (individualId, full name, otherNames, bcScope, iaScope, daysInIndustry), currentEmployments and currentIAEmployments, and previousEmployments - every firm the person ever worked at with firmId, firmName, bdSECNumber, city/state/country and exact registrationBeginDate / registrationEndDate. Also carries examinations, stateExamCategory, registeredStates and the disclosure records (customer disputes, regulatory actions, terminations, bankruptcies, judgments). Firm-hopping career history for anyone selling securities in the US.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.	no	pending-independent-probe
us-finra-brokercheck-firm-detail	https://api.brokercheck.finra.org/search/firm/7691?hl=true&wt=json&query=7691	json:hits.hits[0]._source.content	1	FINRA BrokerCheck firm full record		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Detail hop off a firmId/CRD: basicInformation with firmName, iaFirmName, otherNames/DBAs, bcScope + iaScope, finraRegistered, districtName, firmType (Corporation/LLC/Partnership), formedState and formedDate, firmSize, firmStatus + firmStatusDate, regulator (SEC or state), finraLastApprovalDate, fiscalMonthEndCode, iaSECNumber / bdSECNumber. Also carries branch counts, disclosure counts and the firm's registered states.	no	pending-independent-probe
us-sec-iapd-firm-search	https://api.adviserinfo.sec.gov/search/firm?query=blackrock&hl=true&nrows=3&wt=json	json:hits.hits	3	SEC IAPD investment-adviser firm search		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy,detail-hop	86400	Adviser-side twin of BrokerCheck. Hits give firm_source_id (CRD), firm_name, firm_other_names, firm_ia_sec_number and firm_ia_full_sec_number (the 801-nnnnn / 802-nnnnn registration), firm_ia_scope, firm_ia_disclosure_fl (Y = disciplinary history), firm_branches_count and firm_ia_address_details as an embedded JSON office address including foreign offices. 21 hits for 'blackrock'.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.	no	pending-independent-probe
us-sec-iapd-firm-detail	https://api.adviserinfo.sec.gov/search/firm/162379?hl=true&wt=json&query=162379	json:hits.hits[0]._source.iacontent	1	SEC IAPD investment-adviser firm full record		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Detail hop: _source.iacontent is a JSON string with basicInformation (firmId, firmName, otherNames, iaScope, isIAFirm, legacyReportStatus, advFilingDate - the date of the latest Form ADV, hasPdf flag pointing at the full ADV brochure), plus office addresses, AUM/employee brackets and disclosure records. advFilingDate + hasPdf is the hop into the actual Form ADV Part 1/2 PDF at reports.adviserinfo.sec.gov.	no	pending-independent-probe
us-sec-iapd-individual-search	https://api.adviserinfo.sec.gov/search/individual?query=smith&hl=true&nrows=3&wt=json	json:hits.hits	3	SEC IAPD investment-adviser representative search		us_legal	legal	en	us,legal,batch16,high-penetrancy,detail-hop	43200	Adviser-representative name index (10,640 hits for 'smith'): ind_source_id (CRD), first/middle/last name, ind_other_names, ind_bc_scope and ind_ia_scope, ind_ia_disclosure_fl, ind_approved_finra_registration_count, ind_employments_count. Same CRD space as BrokerCheck so a person found here resolves in both systems.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.	no	pending-independent-probe
us-sec-iapd-individual-detail	https://api.adviserinfo.sec.gov/search/individual/810315?hl=true&wt=json&query=810315	json:hits.hits[0]._source.iacontent	1	SEC IAPD adviser-representative full record		us_legal	legal	en	us,legal,batch16,high-penetrancy	43200	Detail hop: iacontent JSON string with basicInformation (individualId, names, otherNames, bcScope, iaScope), currentEmployments, currentIAEmployments, previousEmployments and previousIAEmployments (firmId, firmName, SEC number, city/state, registration begin/end dates), examinations and disclosures. The investment-adviser-side career and discipline record for a named person.	no	pending-independent-probe
us-finra-otc-weekly-summary	https://api.finra.org/data/group/otcMarket/name/weeklySummary?limit=3	csv	3	FINRA OTC Transparency weekly ATS/OTC volume		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy,detail-hop	86400	Keyless FINRA data API (no OAuth needed for the otcMarket group). CSV columns: issueSymbolIdentifier, issueName, firmCRDNumber, MPID, marketParticipantName, tierIdentifier + tierDescription, summaryStartDate, totalWeeklyTradeCount, totalWeeklyShareQuantity, totalNotionalSum, productTypeCode, summaryTypeCode, weekStartDate, lastUpdateDate. Ties a named dark pool / ATS (MPID + CRD) to per-symbol weekly volume - which venue traded which stock and how much.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.	no	pending-independent-probe
us-finra-otc-monthly-summary	https://api.finra.org/data/group/otcMarket/name/monthlySummary?limit=3	csv	3	FINRA OTC Transparency monthly ATS/OTC volume		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Monthly aggregation of the same venue-by-symbol series: issueSymbolIdentifier, issueName, firmCRDNumber, marketParticipantName, tierIdentifier, summaryStartDate, totalMonthlyTradeCount, totalMonthlyShareQuantity, productTypeCode, summaryTypeCode, monthStartDate, lastUpdateDate.	no	pending-independent-probe
us-finra-otc-blocks-summary	https://api.finra.org/data/group/otcMarket/name/blocksSummary?limit=3	csv	3	FINRA ATS block-trade summary		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Per-ATS block-trading profile: MPID, marketParticipantName, summaryStartDate, totalTradeCount, totalShareQuantity, averageTradeSize, averageTradeSizeRank, ATSTradeRank, ATSShareRank, ATSTradePercent, ATSSharePercent, ATSBlockCount, ATSBlockQuantity. Ranks named dark pools against each other on block activity.	no	pending-independent-probe
us-finra-regsho-daily	https://api.finra.org/data/group/otcMarket/name/regShoDaily?limit=3	csv	3	FINRA Reg SHO daily short-sale volume		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Daily short-sale volume by security and reporting facility: tradeReportDate, securitiesInformationProcessorSymbolIdentifier, shortParQuantity, shortExemptParQuantity, totalParQuantity, marketCode, reportingFacilityCode (NQTRF, NCTRF, ORF). Per-symbol daily short-selling pressure.	no	pending-independent-probe
us-finra-consolidated-short-interest	https://api.finra.org/data/group/otcMarket/name/consolidatedShortInterest?limit=3	csv	3	FINRA consolidated short interest		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Bi-monthly settlement-date short interest per security: accountingYearMonthNumber, symbolCode, issueName, issuerServicesGroupExchangeCode, marketClassCode, currentShortPositionQuantity, previousShortPositionQuantity, stockSplitFlag, averageDailyVolumeQuantity, daysToCoverQuantity. The official short-interest series behind a listed company.	no	pending-independent-probe
us-finra-threshold-list	https://api.finra.org/data/group/otcMarket/name/thresholdList?limit=3	csv	3	FINRA Reg SHO threshold securities list		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Securities with persistent failures-to-deliver: tradeDate, issueSymbolIdentifier, issueName, marketClassCode, thresholdListFlag, marketCategoryDescription, regShoThresholdFlag, rule4320Flag. Flags the OTC and listed names under settlement stress.	no	pending-independent-probe
us-finra-otc-download-details	https://api.finra.org/data/group/otcMarket/name/weeklyDownloadDetails?limit=3	csv	3	FINRA OTC transparency publication calendar		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Publication manifest for the weekly OTC/ATS files: lastUpdateDate, tierIdentifier, summaryTypeCode (ATS_W_FIRM, ATS_W_SMBL), weekStartDate. Tells a collector exactly which weeks/tiers are available so it can enumerate the whole series instead of guessing dates.	no	pending-independent-probe
us-usaspending-award-detail	https://api.usaspending.gov/api/v2/awards/CONT_AWD_N0001919C0001_9700_-NONE-_-NONE-/	json:*	1	USAspending award detail		us_procurement	procurement	en	us,procurement,batch16,high-penetrancy,detail-hop	21600	The core detail hop: generated_unique_award_id -> full award. id, piid, category, type + type_description, description, total_obligation, base_exercised_options, base_and_all_options, subaward_count, total_subaward_amount, date_signed, period_of_performance, account_outlays/obligations_by_defc, parent_award, and latest_transaction_contract_data with solicitation_identifier, solicitation_procedures, number_of_offers_received, extent_competed, type_of_set_aside, naics + product_or_service_code, plus recipient (name, UEI, DUNS, parent UEI, address, business categories), awarding and funding agency/sub-agency/office, and place of performance.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.	no	pending-independent-probe
us-usaspending-subawards	https://api.usaspending.gov/api/v2/subawards/	json:results	5	USAspending subawards of a prime award		us_procurement	procurement	en	us,procurement,batch16,high-penetrancy	21600	POST {"award_id":"CONT_AWD_72027821C00002_7200_-NONE-_-NONE-","limit":5,"page":1}. Returns the second tier of money: id, subaward_number, description, action_date, amount, recipient_name for each subcontractor/subgrantee under the prime. Verified against an award with 75 subawards (an award with none returns 200 and an empty results array, which is the honest answer, not a failure).	no	pending-independent-probe
us-usaspending-subaward-count	https://api.usaspending.gov/api/v2/awards/count/subaward/CONT_AWD_72027821C00002_7200_-NONE-_-NONE-/	json:subawards	1	USAspending subaward count probe		us_procurement	procurement	en	us,procurement,batch16,high-penetrancy,detail-hop	21600	Cheap {"subawards": n} probe telling you whether an award has a subaward tier worth fetching (returned 75 for the FMI/USAID contract, 0 for the Navy ALE-70 contract). Lets a collector skip empty second hops instead of spending a request per award.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.	no	pending-independent-probe
