# Batch 28 — jpcourt: Japan court/legal-proceedings/disciplinary sources
# Generated from docs/review-sources-batch25.jpcourt.txt via live WebFetch inspection (see docs/rejected-sources-batch28.jpcourt.tsv for drops)
# Columns: id|mode|want|category|record_type|tags|portal|name|name_ja|url|probe|description|opts

JO28_LRC_KANAGAWA|html|any|legal-record|labor-order-case|japan,labor,laborrelations,unfairlabor,kanagawa|https://www.pref.kanagawa.jp|Kanagawa Labor Relations Commission Orders|神奈川県労働委員会 命令の状況|https://www.pref.kanagawa.jp/docs/an8/roui/meirei/index.html|https://www.pref.kanagawa.jp/docs/an8/roui/meirei/index.html|Observed live: a real repeating list of case entries under /docs/an8/roui/meirei/r8/ and /r7/, e.g. r7fu9.html "神労委令和7年（不）第9号事件（令和8年7月22日交付）【全部救済】", spanning fiscal years 令和5-8 with outcome tags.|href_must=/docs/an8/roui/meirei/;base=https://www.pref.kanagawa.jp;interval=2592000;pagination_ok=single page lists all fiscal-year entries to date\, no pagination
JO28_LRC_HYOGO|html|any|legal-record|labor-order-case|japan,labor,laborrelations,unfairlabor,hyogo|https://web.pref.hyogo.lg.jp|Hyogo Labor Relations Commission Order Collection|兵庫県労働委員会命令集|https://web.pref.hyogo.lg.jp/ri02/lr01_000000042.html|https://web.pref.hyogo.lg.jp/ri02/lr01_000000042.html|Observed live: fiscal-year tables of cases each with a real anchor to a per-case summary page (e.g. /ri02/r5-5gaiyou.html, /ri02/r3-2giayou.html), labelled "命令の概要", alongside filing/conclusion dates and grounds in the table row.|href_must=ayou.html;base=https://web.pref.hyogo.lg.jp;interval=2592000;pagination_ok=single page lists all fiscal-year tables to date\, no pagination
JO28_LRC_SAITAMA|html|any|legal-record|labor-order-case|japan,labor,laborrelations,unfairlabor,saitama|https://www.pref.saitama.lg.jp|Saitama Labor Relations Commission Orders|埼玉県労働委員会 命令・決定概要|https://www.pref.saitama.lg.jp/e2001/roui-gaiyou/meirei-top.html|https://www.pref.saitama.lg.jp/e2001/roui-gaiyou/meirei-top.html|Observed live: a real repeating list of case-numbered order entries, each a direct anchor (e.g. /e2001/roui-gaiyou/meirei6-1.html "令和6年（不）第1号不当労働行為救済申立事件の棄却命令について"), spanning 令和元年 through 令和6年.|href_must=/e2001/roui-gaiyou/meirei;base=https://www.pref.saitama.lg.jp;interval=2592000;pagination_ok=single page lists all case entries to date\, no pagination
JO28_LRC_HOKKAIDO|html|any|legal-record|labor-order-case|japan,labor,laborrelations,unfairlabor,hokkaido|https://www.pref.hokkaido.lg.jp|Hokkaido Labor Relations Commission Orders|北海道労働委員会 最近の命令|https://www.pref.hokkaido.lg.jp/rd/sms/contents/sinsa/meirei.html|https://www.pref.hokkaido.lg.jp/rd/sms/contents/sinsa/meirei.html|Observed live: named cases (e.g. ネムロニュース事件, 令和4年道委不第3号事件) each with real summary and full-text PDF anchors under /fs/ CDN paths, dated through 2026年6月.|href_must=/fs/;base=https://www.pref.hokkaido.lg.jp;interval=2592000;pagination_ok=single page lists all named cases to date\, no pagination
JO28_LRC_KYOTO_INDEX|html|any|legal-record|labor-order-year-index|japan,labor,laborrelations,unfairlabor,kyoto|https://www.pref.kyoto.jp|Kyoto Labor Relations Commission Past Orders Year Index|京都府労働委員会 過去の命令|https://www.pref.kyoto.jp/kyoroi/kakonomeirei.html|https://www.pref.kyoto.jp/kyoroi/kakonomeirei.html|Observed live: a repeating list of yearly order-page links (e.g. /kyoroi/r08hassyutumeirei.html "令和8年の発出命令", r07hassyutumeirei.html, r06hassyutumeirei.html); each destination page in turn lists individual case orders for that year. Index grows by one new year link annually.|href_must=hassyutumeirei.html;base=https://www.pref.kyoto.jp;interval=2592000;pagination_ok=one new year link added per year\, no page parameter
JO28_ADR_FINMAC|html|any|dispute-resolution|adr-case-yearly-archive-index|japan,adr,finance,securities,finmac|https://www.finmac.or.jp|FINMAC Dispute Resolution Case Examples Year Index|FINMAC 紛争解決手続事例（四半期）|https://www.finmac.or.jp/tokei-siryo/index_03/|https://www.finmac.or.jp/tokei-siryo/index_03/|Observed live: a repeating list of fiscal-year archive links (e.g. /tokei-siryo/index_03_2025, index_03_2024, back to index_03_h21 for 2009), plus a direct current-quarter PDF (assen2026_04_06hp.pdf, "2026年4月～6月：2026年8月7日発表分"). Grows by one new year link annually.|href_must=/tokei-siryo/index_03_;base=https://www.finmac.or.jp;interval=7776000;pagination_ok=one new fiscal-year archive link added per year\, no page parameter
JO28_ADR_JSAA|html|any|dispute-resolution|sports-arbitration-case|japan,adr,sports,arbitration,jsaa|https://www.jsaa.jp|Japan Sports Arbitration Agency Award Collection|日本スポーツ仲裁機構 仲裁判断集|https://www.jsaa.jp/award/index.html|https://www.jsaa.jp/award/index.html|Observed live: a real chronological list of arbitration cases (2003-2026), each a direct anchor to its own decision page, e.g. AP-2024-005.html (table tennis) and DP-2024-001.html (doping), with case-number identifiers and linked decision/outline PDFs.|href_must=-20;base=https://www.jsaa.jp/award/;interval=2592000;pagination_ok=single chronological page lists all cases to date\, no pagination
JO28_ADR_MOJ_CATEGORY|html|any|dispute-resolution|adr-category-provider-index|japan,adr,moj,certified-adr|https://www.adr.go.jp|MOJ-run Certified ADR Category Index|かいけつサポート ADR分野別事業者一覧|https://www.adr.go.jp/jirei/|https://www.adr.go.jp/jirei/|Observed live: this page is a real repeating list of dispute-category links (divorce, labor, security-deposit, land, financial, neighborhood), each an anchor to that category's certified-provider list, e.g. /jigyousha-list-divorce/. It is a category/provider map rather than individual case-example records — no search form or per-case content was found on this page itself.|href_must=/jigyousha-list-;base=https://www.adr.go.jp;interval=2592000;pagination_ok=fixed small category list\, no pagination
JO28_ADR_AUTOPL|html|any|dispute-resolution|adr-consumer-case|japan,adr,automotive,productliability|https://www.adr.or.jp|Automotive Product Liability Consultation Center Case Examples|自動車製造物責任相談センター サポート事例|https://www.adr.or.jp/about/support/|https://www.adr.or.jp/about/support/|Observed live: a real repeating list of 9 consumer case examples, each a direct anchor to its own page (./case01.html through case09.html), with anchor text describing the specific complaint (e.g. engine stall, brake failure, warranty dispute).|href_must=case0;base=https://www.adr.or.jp/about/support/;interval=2592000;pagination_ok=single page lists all published case examples\, no pagination
JO28_CAA_SOUDAN_TOPICS|html|any|dispute-resolution|consumer-consultation-topic|japan,consumeraffairs,ncac,kokusen|https://www.kokusen.go.jp|NCAC Consultation Topic Case Summaries|国民生活センター 各種相談の傾向と対策|https://www.kokusen.go.jp/soudan_topics/index.html|https://www.kokusen.go.jp/soudan_topics/index.html|Observed live: multiple repeating lists of dated consultation-topic case summaries grouped by theme, each a direct anchor to a detail page, e.g. /soudan_topics/data/game.html ("ネット賃貸ゲーム"), /soudan_topics/data/deaikei.html ("出会い系サイトトラブル"), /soudan_topics/data/chintai.html, each carrying a relevance-period date stamp.|href_must=/soudan_topics/data/;base=https://www.kokusen.go.jp;interval=2592000;pagination_ok=single page lists all current topic summaries\, no pagination
JO28_CAA_KIKEN|html|any|dispute-resolution|consumer-hazard-report|japan,consumeraffairs,ncac,safenet,hazard|https://www.kokusen.go.jp|NCAC Product Hazard Report Database (SafeNet)|セーフネット 危険情報|https://www.kokusen.go.jp/kiken/index.html|https://www.kokusen.go.jp/kiken/index.html|Observed live: a real numbered, dated archive of hazard-incident report PDFs (No.392 dated 2026年7月, No.391 dated 2026年5月, No.390 dated 2026年3月, down through No.331+), each a direct anchor under /kiken/pdf/, appearing roughly bimonthly.|href_must=/kiken/pdf/;base=https://www.kokusen.go.jp;interval=2592000;pagination_ok=single page lists the full numbered archive\, no pagination
JO28_CAA_RECALL|html|any|dispute-resolution|product-recall-notice|japan,consumeraffairs,caa,recall|https://www.recall.caa.go.jp|Consumer Affairs Agency Recall Information Site|消費者庁リコール情報サイト|https://www.recall.caa.go.jp/|https://www.recall.caa.go.jp/|Observed live: a real structured list of product recall/free-repair notices, each a direct anchor to /result/detail.php?rcl=<id>&screenkbn=06 with the manufacturer and product named in the link text (e.g. EcoFlow Technology Japan portable power station, Anker Japan lithium battery charger), updated continuously.|href_must=/result/detail.php;base=https://www.recall.caa.go.jp;interval=86400;pagination_ok=front page surfaces the current recall list\, no page parameter needed for this row
JO28_BAR_TOKYO_INDEX|html|any|disciplinary|bar-statement-year-index|japan,bar,attorney,disciplinary,tokyo|https://www.toben.or.jp|Tokyo Bar Statement/Notice Year Index|東京弁護士会 会長声明・公表一覧|https://www.toben.or.jp/message/seimei/|https://www.toben.or.jp/message/seimei/|Observed live: a repeating list of fiscal-year archive links (e.g. /message/seimei/2026/, /2025/, /2024/, back to 1997) each in turn confirmed to hold both president statements and individual disciplinary-proceeding notices (e.g. post-795.html "懲戒の手続に付された事案の事前公表について"). Given single notice URLs go stale (post-NNN pages are not enumerable), this durable index — which grows one new year link annually — is the row.|href_must=/message/seimei/20;base=https://www.toben.or.jp;interval=31536000;pagination_ok=one new fiscal-year link added per year\, no page parameter
JO28_BAR_ICHIBEN|html|any|disciplinary|bar-announcement|japan,bar,attorney,disciplinary,tokyo,ichiben|https://www.ichiben.or.jp|Dai-Ichi Tokyo Bar Announcements List|当会からのお知らせ一覧|https://www.ichiben.or.jp/news/|https://www.ichiben.or.jp/news/|Observed live: a real repeating list of dated announcements (no pagination, newest at top), each a direct anchor under /news/oshirase/news/, including confirmed disciplinary notices such as "当会会員に対する懲戒処分について（2026年3月5日）" mixed with routine notices (schedule changes, consultation-line closures).|href_must=/news/oshirase/news/;base=https://www.ichiben.or.jp;interval=86400;header1=User-Agent: Mozilla/5.0 (Windows NT 10.0\; Win64\; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36;pagination_ok=newest notices surface on page one\, no page parameter for the first page
JO28_BAR_CHIBA|html|any|disciplinary|bar-announcement|japan,bar,attorney,disciplinary,chiba|https://www.chiba-ben.or.jp|Chiba Bar Announcements List|千葉県弁護士会 お知らせ一覧|https://www.chiba-ben.or.jp/news/|https://www.chiba-ben.or.jp/news/|Observed live: a real repeating list of dated announcements under /news/<year>/<id>.html, e.g. /news/2026/000924.html "当会会員に対する懲戒処分について", with numbered pagination (index_2.html, index_3.html...). Year-generic href_must keeps this working across future years.|href_must=/news/20;base=https://www.chiba-ben.or.jp;interval=86400;pagination_ok=newest notices surface on page one\, deeper numbered pages are historical backlog not required for a daily refresh
JO28_BAR_SENDAI|html|any|disciplinary|bar-announcement|japan,bar,attorney,disciplinary,sendai|https://senben.org|Sendai Bar Announcements|仙台弁護士会 新着情報|https://senben.org/|https://senben.org/|Observed live: the homepage itself is a real repeating list of dated posts, each a direct anchor to /archives/<id>, including a confirmed disciplinary-action publication ("懲戒処分を行いましたので...第５９条に基づき公表します" at /archives/12234) alongside routine bar-association announcements.|href_must=/archives/;base=https://senben.org;interval=86400;pagination_ok=newest posts surface on the homepage\, no page parameter for the first page
JO28_BAR_FUKUOKA|html|any|disciplinary|bar-announcement|japan,bar,attorney,disciplinary,fukuoka|https://www.fben.jp|Fukuoka Bar Announcements List|福岡県弁護士会からのお知らせ|https://www.fben.jp/whatsnew/|https://www.fben.jp/whatsnew/|Observed live: a real repeating list of dated announcements under /whatsnew/<year>/<month>/<id>/, 253 pages deep, confirmed to include disciplinary-proceeding notices (e.g. /whatsnew/2026/01/1591/ "懲戒の手続に付したことの公表について") alongside routine consultation-line notices.|href_must=/whatsnew/20;base=https://www.fben.jp;interval=86400;pagination_ok=newest notices surface on page one\, deeper numbered pages are historical backlog not required for a daily refresh
JO28_BAR_HIROSHIMA|html|any|disciplinary|bar-announcement|japan,bar,attorney,disciplinary,hiroshima|https://www.hiroben.or.jp|Hiroshima Bar Announcements List|広島弁護士会 お知らせ一覧|https://www.hiroben.or.jp/news/|https://www.hiroben.or.jp/news/|Observed live: a real repeating list of dated announcements across category-prefixed permalinks (/event_post/<id>/, /iken_post/<id>/, and others), confirmed to include the client-relief/former-attorney notice family (e.g. hiroben.or.jp/4186/) alongside president statements and event notices.|href_must=_post/;base=https://www.hiroben.or.jp;interval=86400;header1=User-Agent: Mozilla/5.0 (Windows NT 10.0\; Win64\; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36;pagination_ok=newest notices surface on page one\, no page parameter for the first page
JO28_BAR_KAGOSHIMA|html|any|disciplinary|bar-announcement|japan,bar,attorney,disciplinary,kagoshima|https://www.kben.jp|Kagoshima Bar Announcements List|鹿児島県弁護士会 お知らせ一覧|https://www.kben.jp/category/news/|https://www.kben.jp/category/news/|Observed live: a real repeating list of dated bare-numeric-permalink announcements (e.g. kben.jp/4515/, kben.jp/4498/), 9 pages deep, confirmed to include disciplinary-comment notices (e.g. kben.jp/1309/ "懲戒処分についての鹿児島県弁護士会コメント").|href_must=kben.jp/4;base=https://www.kben.jp;interval=86400;pagination_ok=newest notices surface on page one\, but numeric permalink IDs are currently in the 4000s and this filter will need widening once IDs roll past 4999
JO28_BAR_OKAYAMA|html|any|disciplinary|bar-announcement|japan,bar,attorney,disciplinary,okayama|https://www.okaben.or.jp|Okayama Bar Announcements List|岡山弁護士会 意見表明・お知らせ一覧|https://www.okaben.or.jp/category/news/|https://www.okaben.or.jp/category/news/|Observed live: a real repeating list of dated announcements under /news/<id>/, 261 pages deep, confirmed to include disciplinary notices (e.g. /news/275/ "会員の懲戒処分の公表") alongside statements and closure notices.|href_must=/news/;base=https://www.okaben.or.jp;interval=86400;pagination_ok=newest notices surface on page one\, deeper numbered pages are historical backlog not required for a daily refresh
JO28_BAR_KAGAWA|html|any|disciplinary|bar-announcement|japan,bar,attorney,disciplinary,kagawa|https://kaben.jp|Kagawa Bar Announcements List|香川県弁護士会 新着情報一覧|https://kaben.jp/archives/category/news-list|https://kaben.jp/archives/category/news-list|Observed live: a real repeating list of dated posts under /archives/<id>, paginated, confirmed to include disciplinary-proceeding notices (e.g. /archives/2196 "懲戒手続に付されたことについての公表") alongside president statements.|href_must=/archives/2;base=https://kaben.jp;interval=86400;pagination_ok=newest notices surface on page one\, but numeric IDs are currently in the 2000s and this filter will need widening once IDs roll past 2999
JO28_BAR_WATCH|html|any|disciplinary|disciplinary-action-tracker-post|japan,bar,attorney,disciplinary,gazette,watchdog|https://jlfmt.com|Attorney Self-Governance Watch Blog|弁護士自治を考える会 懲戒処分公表|https://jlfmt.com/category/released-disciplinary-action/|https://jlfmt.com/category/released-disciplinary-action/|Observed live: this category archive is a real, actively-updated repeating list of individually-sourced attorney disciplinary sanctions transcribed from the official gazette, e.g. "【弁護士懲戒処分情報】8月24日付官報通算85件目中野秀俊弁護士（東京）" at /2026/08/24/82417/, spanning 87 paginated archive pages back to 2007, each entry naming the attorney, prefecture, gazette date and running case count.|href_must=jlfmt.com/20;base=https://jlfmt.com;interval=86400;pagination_ok=newest posts surface on page one\, 87 pages of historical backlog are not required for a daily refresh
JO28_PROF_NTA_CHOKAI|html|any|disciplinary|tax-accountant-disciplinary-action|japan,taxaccountant,zeirishi,disciplinary,nta|https://www.nta.go.jp|NTA Tax Accountant Disciplinary Actions|税理士等に対する懲戒処分等|https://www.nta.go.jp/taxes/zeirishi/chokai/chokai.htm|https://www.nta.go.jp/taxes/zeirishi/chokai/chokai.htm|Observed live: chronological sections "税理士の懲戒処分" and "税理士の職権停止処分" listing named entries each with a real "詳細" anchor, some to PDFs (/chokai/shobun/pdf/*.pdf) and some to further .htm detail pages under the same directory.|href_must=/chokai/shobun/;base=https://www.nta.go.jp;interval=2592000;pagination_ok=single page lists current disciplinary actions chronologically\, no pagination
JO28_PROF_NTA_GAZETTE|html|any|gazette|tax-accountant-gazette-notice|japan,taxaccountant,zeirishi,disciplinary,gazette,nta|https://www.nta.go.jp|NTA Tax Accountant Disciplinary Gazette Notices|税理士・税理士法人に対する懲戒処分等の官報掲載情報|https://www.nta.go.jp/taxes/zeirishi/chokai/shobun/list.htm|https://www.nta.go.jp/taxes/zeirishi/chokai/shobun/list.htm|Observed live: a repeating list of official-gazette publication notices, each a direct PDF anchor under /chokai/shobun/pdf/, with link text stating the rule cited and the publication date of the underlying gazette notice.|href_must=/chokai/shobun/;base=https://www.nta.go.jp;interval=2592000;pagination_ok=single page lists gazette-publication notices chronologically\, no pagination
JO28_PROF_SHIHOSHOSHI|html|any|disciplinary|judicial-scrivener-disciplinary-case|japan,judicialscrivener,shihoshoshi,disciplinary|https://www.shiho-shoshi.or.jp|Japan Federation of Judicial Scriveners Disciplinary Case List|司法書士 綱紀事案公表一覧|https://www.shiho-shoshi.or.jp/association/release/dis_list/|https://www.shiho-shoshi.or.jp/association/release/dis_list/|Observed live: a real chronological list (2022-2026) of disciplinary cases, each a direct anchor to a dated/numbered detail page (e.g. /association/release/dis_list/20260610/ labelled "法務大臣（東京）"), naming the certifying jurisdiction and date.|href_must=/dis_list/;base=https://www.shiho-shoshi.or.jp;interval=2592000;pagination_ok=single page lists disciplinary cases chronologically\, no pagination observed
JO28_PROF_GYOSEI|html|any|disciplinary|administrative-scrivener-disciplinary-case|japan,administrativescrivener,gyoseishoshi,disciplinary|https://www.gyosei.or.jp|Japan Federation of Administrative Scriveners Disciplinary Disclosure|行政書士 綱紀事案の公表|https://www.gyosei.or.jp/about/disclosure/discipline|https://www.gyosei.or.jp/about/disclosure/discipline|Observed live: two real repeating lists (governor-imposed and unit-president-imposed cases), each entry a direct PDF anchor under /system/files/ labelled with the disposition date and prefectural association (e.g. "令和8年8月10日　大阪会").|href_must=/system/files/;base=https://www.gyosei.or.jp;interval=2592000;pagination_ok=single page lists both disciplinary categories chronologically\, no pagination observed
JO28_PROF_JPAA_ART542|html|any|disciplinary|patent-attorney-disciplinary-action|japan,patentattorney,benrishi,disciplinary,jpaa|https://www.jpaa.or.jp|Japan Patent Attorneys Association Disciplinary Disclosure (Article 54-2)|弁理士会 会員の処分に係る公表（会則第54条の2）|https://www.jpaa.or.jp/about-us/maintainquality/dispositionunderarticle54-2/|https://www.jpaa.or.jp/about-us/maintainquality/dispositionunderarticle54-2/|Observed live: a real HTML table (registration number, name, enforcement date, sanction type) with a "詳細" anchor per row to a dated PDF under /cms/wp-content/uploads/, e.g. syobun_20260115_7916.pdf.|href_must=syobun_;base=https://www.jpaa.or.jp;interval=2592000;pagination_ok=single table lists current dispositions\, no pagination observed
JO28_PROF_JPAA_ART49|html|any|disciplinary|patent-attorney-disciplinary-action|japan,patentattorney,benrishi,disciplinary,jpaa|https://www.jpaa.or.jp|JPAA Patent Attorney Disciplinary Actions (Statutory, Article 49)|会員の処分に係る公表（会則第49条に基づく処分）|https://www.jpaa.or.jp/about-us/maintainquality/dispositionunderarticle49/|https://www.jpaa.or.jp/about-us/maintainquality/dispositionunderarticle49/|Observed live: a distinct real HTML table of statutory dispositions (registration number, name, disposition type e.g. 権利停止2年), each row's "詳細" anchor to its own dated PDF under /cms/wp-content/uploads/ (e.g. syobun_20260130_21647.pdf) — a separate register from the bylaw-based Article 54-2 list above.|href_must=syobun_;base=https://www.jpaa.or.jp;interval=2592000;pagination_ok=single table lists current statutory dispositions\, no pagination observed
JO28_PROF_CPAAOB_KANKOKU|html|any|disciplinary|cpa-audit-firm-recommendation|japan,cpa,auditfirm,disciplinary,fsa,cpaaob|https://www.fsa.go.jp|CPAAOB Recommendations Against CPAs/Audit Firms|検査結果に基づく勧告について|https://www.fsa.go.jp/cpaaob/shinsakensa/kankoku/index.html|https://www.fsa.go.jp/cpaaob/shinsakensa/kankoku/index.html|Observed live: a real repeating list of named-firm/named-CPA recommendation entries, each a direct PDF anchor under /cpaaob/sonota/houdou/kankoku/, e.g. yamabuki.pdf "監査法人やまぶきに対する検査結果に基づく勧告について（令和８年７月３日）".|href_must=/kankoku/;base=https://www.fsa.go.jp;interval=2592000;pagination_ok=single page lists recommendations chronologically\, no pagination observed
JO28_PROF_CPAAOB_KOUHYOU|html|any|disciplinary|cpa-inspection-report|japan,cpa,auditfirm,disciplinary,fsa,cpaaob|https://www.fsa.go.jp|CPAAOB Quality Review Inspection Results|検査結果等の取りまとめ|https://www.fsa.go.jp/cpaaob/shinsakensa/kouhyou/index.html|https://www.fsa.go.jp/cpaaob/shinsakensa/kouhyou/index.html|Observed live: a real repeating list of dated inspection-result and monitoring-report entries, each a direct anchor (e.g. /cpaaob/shinsakensa/kouhyou/20260630/20260630.html "検査結果等の第三者への開示についての改正について（令和８年6月30日）").|href_must=/kouhyou/;base=https://www.fsa.go.jp;interval=2592000;pagination_ok=single page lists inspection reports chronologically\, no pagination observed
