id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description	verified	verified_note
jp-jma-overview-week-040000	https://www.jma.go.jp/bosai/forecast/data/overview_week/040000.json	json-object		JMA Weekly Outlook Narrative — Miyagi Prefecture	気象庁 週間天気概況 宮城県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,040000	10800	Weekly forecast narrative issued by the JMA office for Miyagi Prefecture (040000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-050000	https://www.jma.go.jp/bosai/warning/data/warning/050000.json	json-object		JMA Warnings and Advisories — Akita Prefecture	気象庁 警報・注意報 秋田県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,050000	900	Live warning/advisory state for every municipality in Akita Prefecture (JMA office 050000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-050000	https://www.jma.go.jp/bosai/forecast/data/overview_week/050000.json	json-object		JMA Weekly Outlook Narrative — Akita Prefecture	気象庁 週間天気概況 秋田県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,050000	10800	Weekly forecast narrative issued by the JMA office for Akita Prefecture (050000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-060000	https://www.jma.go.jp/bosai/warning/data/warning/060000.json	json-object		JMA Warnings and Advisories — Yamagata Prefecture	気象庁 警報・注意報 山形県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,060000	900	Live warning/advisory state for every municipality in Yamagata Prefecture (JMA office 060000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-060000	https://www.jma.go.jp/bosai/forecast/data/overview_week/060000.json	json-object		JMA Weekly Outlook Narrative — Yamagata Prefecture	気象庁 週間天気概況 山形県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,060000	10800	Weekly forecast narrative issued by the JMA office for Yamagata Prefecture (060000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-070000	https://www.jma.go.jp/bosai/warning/data/warning/070000.json	json-object		JMA Warnings and Advisories — Fukushima Prefecture	気象庁 警報・注意報 福島県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,070000	900	Live warning/advisory state for every municipality in Fukushima Prefecture (JMA office 070000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-070000	https://www.jma.go.jp/bosai/forecast/data/overview_week/070000.json	json-object		JMA Weekly Outlook Narrative — Fukushima Prefecture	気象庁 週間天気概況 福島県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,070000	10800	Weekly forecast narrative issued by the JMA office for Fukushima Prefecture (070000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-080000	https://www.jma.go.jp/bosai/warning/data/warning/080000.json	json-object		JMA Warnings and Advisories — Ibaraki Prefecture	気象庁 警報・注意報 茨城県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,080000	900	Live warning/advisory state for every municipality in Ibaraki Prefecture (JMA office 080000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-080000	https://www.jma.go.jp/bosai/forecast/data/overview_week/080000.json	json-object		JMA Weekly Outlook Narrative — Ibaraki Prefecture	気象庁 週間天気概況 茨城県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,080000	10800	Weekly forecast narrative issued by the JMA office for Ibaraki Prefecture (080000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-090000	https://www.jma.go.jp/bosai/warning/data/warning/090000.json	json-object		JMA Warnings and Advisories — Tochigi Prefecture	気象庁 警報・注意報 栃木県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,090000	900	Live warning/advisory state for every municipality in Tochigi Prefecture (JMA office 090000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-090000	https://www.jma.go.jp/bosai/forecast/data/overview_week/090000.json	json-object		JMA Weekly Outlook Narrative — Tochigi Prefecture	気象庁 週間天気概況 栃木県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,090000	10800	Weekly forecast narrative issued by the JMA office for Tochigi Prefecture (090000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-100000	https://www.jma.go.jp/bosai/warning/data/warning/100000.json	json-object		JMA Warnings and Advisories — Gunma Prefecture	気象庁 警報・注意報 群馬県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,100000	900	Live warning/advisory state for every municipality in Gunma Prefecture (JMA office 100000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-100000	https://www.jma.go.jp/bosai/forecast/data/overview_week/100000.json	json-object		JMA Weekly Outlook Narrative — Gunma Prefecture	気象庁 週間天気概況 群馬県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,100000	10800	Weekly forecast narrative issued by the JMA office for Gunma Prefecture (100000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-110000	https://www.jma.go.jp/bosai/warning/data/warning/110000.json	json-object		JMA Warnings and Advisories — Saitama Prefecture	気象庁 警報・注意報 埼玉県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,110000	900	Live warning/advisory state for every municipality in Saitama Prefecture (JMA office 110000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-110000	https://www.jma.go.jp/bosai/forecast/data/overview_week/110000.json	json-object		JMA Weekly Outlook Narrative — Saitama Prefecture	気象庁 週間天気概況 埼玉県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,110000	10800	Weekly forecast narrative issued by the JMA office for Saitama Prefecture (110000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-120000	https://www.jma.go.jp/bosai/warning/data/warning/120000.json	json-object		JMA Warnings and Advisories — Chiba Prefecture	気象庁 警報・注意報 千葉県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,120000	900	Live warning/advisory state for every municipality in Chiba Prefecture (JMA office 120000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-120000	https://www.jma.go.jp/bosai/forecast/data/overview_week/120000.json	json-object		JMA Weekly Outlook Narrative — Chiba Prefecture	気象庁 週間天気概況 千葉県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,120000	10800	Weekly forecast narrative issued by the JMA office for Chiba Prefecture (120000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-130000	https://www.jma.go.jp/bosai/warning/data/warning/130000.json	json-object		JMA Warnings and Advisories — Tokyo Metropolis	気象庁 警報・注意報 東京都	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,130000	900	Live warning/advisory state for every municipality in Tokyo Metropolis (JMA office 130000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-130000	https://www.jma.go.jp/bosai/forecast/data/overview_week/130000.json	json-object		JMA Weekly Outlook Narrative — Tokyo Metropolis	気象庁 週間天気概況 東京都	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,130000	10800	Weekly forecast narrative issued by the JMA office for Tokyo Metropolis (130000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-140000	https://www.jma.go.jp/bosai/warning/data/warning/140000.json	json-object		JMA Warnings and Advisories — Kanagawa Prefecture	気象庁 警報・注意報 神奈川県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,140000	900	Live warning/advisory state for every municipality in Kanagawa Prefecture (JMA office 140000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-140000	https://www.jma.go.jp/bosai/forecast/data/overview_week/140000.json	json-object		JMA Weekly Outlook Narrative — Kanagawa Prefecture	気象庁 週間天気概況 神奈川県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,140000	10800	Weekly forecast narrative issued by the JMA office for Kanagawa Prefecture (140000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-150000	https://www.jma.go.jp/bosai/warning/data/warning/150000.json	json-object		JMA Warnings and Advisories — Niigata Prefecture	気象庁 警報・注意報 新潟県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,150000	900	Live warning/advisory state for every municipality in Niigata Prefecture (JMA office 150000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-150000	https://www.jma.go.jp/bosai/forecast/data/overview_week/150000.json	json-object		JMA Weekly Outlook Narrative — Niigata Prefecture	気象庁 週間天気概況 新潟県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,150000	10800	Weekly forecast narrative issued by the JMA office for Niigata Prefecture (150000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-160000	https://www.jma.go.jp/bosai/warning/data/warning/160000.json	json-object		JMA Warnings and Advisories — Toyama Prefecture	気象庁 警報・注意報 富山県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,160000	900	Live warning/advisory state for every municipality in Toyama Prefecture (JMA office 160000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-160000	https://www.jma.go.jp/bosai/forecast/data/overview_week/160000.json	json-object		JMA Weekly Outlook Narrative — Toyama Prefecture	気象庁 週間天気概況 富山県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,160000	10800	Weekly forecast narrative issued by the JMA office for Toyama Prefecture (160000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-170000	https://www.jma.go.jp/bosai/warning/data/warning/170000.json	json-object		JMA Warnings and Advisories — Ishikawa Prefecture	気象庁 警報・注意報 石川県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,170000	900	Live warning/advisory state for every municipality in Ishikawa Prefecture (JMA office 170000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-170000	https://www.jma.go.jp/bosai/forecast/data/overview_week/170000.json	json-object		JMA Weekly Outlook Narrative — Ishikawa Prefecture	気象庁 週間天気概況 石川県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,170000	10800	Weekly forecast narrative issued by the JMA office for Ishikawa Prefecture (170000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-180000	https://www.jma.go.jp/bosai/warning/data/warning/180000.json	json-object		JMA Warnings and Advisories — Fukui Prefecture	気象庁 警報・注意報 福井県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,180000	900	Live warning/advisory state for every municipality in Fukui Prefecture (JMA office 180000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-180000	https://www.jma.go.jp/bosai/forecast/data/overview_week/180000.json	json-object		JMA Weekly Outlook Narrative — Fukui Prefecture	気象庁 週間天気概況 福井県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,180000	10800	Weekly forecast narrative issued by the JMA office for Fukui Prefecture (180000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-190000	https://www.jma.go.jp/bosai/warning/data/warning/190000.json	json-object		JMA Warnings and Advisories — Yamanashi Prefecture	気象庁 警報・注意報 山梨県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,190000	900	Live warning/advisory state for every municipality in Yamanashi Prefecture (JMA office 190000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-190000	https://www.jma.go.jp/bosai/forecast/data/overview_week/190000.json	json-object		JMA Weekly Outlook Narrative — Yamanashi Prefecture	気象庁 週間天気概況 山梨県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,190000	10800	Weekly forecast narrative issued by the JMA office for Yamanashi Prefecture (190000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-200000	https://www.jma.go.jp/bosai/warning/data/warning/200000.json	json-object		JMA Warnings and Advisories — Nagano Prefecture	気象庁 警報・注意報 長野県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,200000	900	Live warning/advisory state for every municipality in Nagano Prefecture (JMA office 200000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-200000	https://www.jma.go.jp/bosai/forecast/data/overview_week/200000.json	json-object		JMA Weekly Outlook Narrative — Nagano Prefecture	気象庁 週間天気概況 長野県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,200000	10800	Weekly forecast narrative issued by the JMA office for Nagano Prefecture (200000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-210000	https://www.jma.go.jp/bosai/warning/data/warning/210000.json	json-object		JMA Warnings and Advisories — Gifu Prefecture	気象庁 警報・注意報 岐阜県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,210000	900	Live warning/advisory state for every municipality in Gifu Prefecture (JMA office 210000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-210000	https://www.jma.go.jp/bosai/forecast/data/overview_week/210000.json	json-object		JMA Weekly Outlook Narrative — Gifu Prefecture	気象庁 週間天気概況 岐阜県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,210000	10800	Weekly forecast narrative issued by the JMA office for Gifu Prefecture (210000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-220000	https://www.jma.go.jp/bosai/warning/data/warning/220000.json	json-object		JMA Warnings and Advisories — Shizuoka Prefecture	気象庁 警報・注意報 静岡県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,220000	900	Live warning/advisory state for every municipality in Shizuoka Prefecture (JMA office 220000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-220000	https://www.jma.go.jp/bosai/forecast/data/overview_week/220000.json	json-object		JMA Weekly Outlook Narrative — Shizuoka Prefecture	気象庁 週間天気概況 静岡県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,220000	10800	Weekly forecast narrative issued by the JMA office for Shizuoka Prefecture (220000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-230000	https://www.jma.go.jp/bosai/warning/data/warning/230000.json	json-object		JMA Warnings and Advisories — Aichi Prefecture	気象庁 警報・注意報 愛知県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,230000	900	Live warning/advisory state for every municipality in Aichi Prefecture (JMA office 230000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-230000	https://www.jma.go.jp/bosai/forecast/data/overview_week/230000.json	json-object		JMA Weekly Outlook Narrative — Aichi Prefecture	気象庁 週間天気概況 愛知県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,230000	10800	Weekly forecast narrative issued by the JMA office for Aichi Prefecture (230000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-240000	https://www.jma.go.jp/bosai/warning/data/warning/240000.json	json-object		JMA Warnings and Advisories — Mie Prefecture	気象庁 警報・注意報 三重県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,240000	900	Live warning/advisory state for every municipality in Mie Prefecture (JMA office 240000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-240000	https://www.jma.go.jp/bosai/forecast/data/overview_week/240000.json	json-object		JMA Weekly Outlook Narrative — Mie Prefecture	気象庁 週間天気概況 三重県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,240000	10800	Weekly forecast narrative issued by the JMA office for Mie Prefecture (240000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-250000	https://www.jma.go.jp/bosai/warning/data/warning/250000.json	json-object		JMA Warnings and Advisories — Shiga Prefecture	気象庁 警報・注意報 滋賀県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,250000	900	Live warning/advisory state for every municipality in Shiga Prefecture (JMA office 250000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-250000	https://www.jma.go.jp/bosai/forecast/data/overview_week/250000.json	json-object		JMA Weekly Outlook Narrative — Shiga Prefecture	気象庁 週間天気概況 滋賀県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,250000	10800	Weekly forecast narrative issued by the JMA office for Shiga Prefecture (250000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-260000	https://www.jma.go.jp/bosai/warning/data/warning/260000.json	json-object		JMA Warnings and Advisories — Kyoto Prefecture	気象庁 警報・注意報 京都府	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,260000	900	Live warning/advisory state for every municipality in Kyoto Prefecture (JMA office 260000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-260000	https://www.jma.go.jp/bosai/forecast/data/overview_week/260000.json	json-object		JMA Weekly Outlook Narrative — Kyoto Prefecture	気象庁 週間天気概況 京都府	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,260000	10800	Weekly forecast narrative issued by the JMA office for Kyoto Prefecture (260000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-270000	https://www.jma.go.jp/bosai/warning/data/warning/270000.json	json-object		JMA Warnings and Advisories — Osaka Prefecture	気象庁 警報・注意報 大阪府	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,270000	900	Live warning/advisory state for every municipality in Osaka Prefecture (JMA office 270000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
jp-jma-overview-week-270000	https://www.jma.go.jp/bosai/forecast/data/overview_week/270000.json	json-object		JMA Weekly Outlook Narrative — Osaka Prefecture	気象庁 週間天気概況 大阪府	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,270000	10800	Weekly forecast narrative issued by the JMA office for Osaka Prefecture (270000): headline text, publishing office and report timestamp.	no	egress-blocked-at-authoring
jp-jma-warning-280000	https://www.jma.go.jp/bosai/warning/data/warning/280000.json	json-object		JMA Warnings and Advisories — Hyogo Prefecture	気象庁 警報・注意報 兵庫県	jp_prefectural	disaster	ja	japan,prefecture,jma,warning,disaster,280000	900	Live warning/advisory state for every municipality in Hyogo Prefecture (JMA office 280000): warning codes, issue times and the per-area breakdown as published by the Japan Meteorological Agency.	no	egress-blocked-at-authoring
