id	list_url	detail_url	detail_key
us-fpds-atom-vendor	https://www.fpds.gov/ezsearch/FEEDS/ATOM?FEEDNAME=PUBLIC&templateName=1.5.3&q=VENDOR_FULL_NAME%3A%22LOCKHEED+MARTIN+CORPORATION%22&rss=1	https://www.fpds.gov/ezsearch/FEEDS/ATOM?FEEDNAME=PUBLIC&templateName=1.5.3&q=PIID%3A%22{v}%22	PIID
us-fec-candidates	https://api.open.fec.gov/v1/candidates/?api_key=DEMO_KEY&per_page=3	https://api.open.fec.gov/v1/candidate/{v}/totals/?api_key=DEMO_KEY	candidate_id
us-fec-candidate-committees	https://api.open.fec.gov/v1/candidate/P80001571/committees/?api_key=DEMO_KEY&per_page=3	https://api.open.fec.gov/v1/committee/{v}/?api_key=DEMO_KEY	committee_id
us-fec-committee-detail	https://api.open.fec.gov/v1/committee/C00401224/?api_key=DEMO_KEY	https://api.open.fec.gov/v1/committee/{v}/history/?api_key=DEMO_KEY	committee_id
us-fec-schedule-a	https://api.open.fec.gov/v1/schedules/schedule_a/?api_key=DEMO_KEY&committee_id=C00401224&two_year_transaction_period=2024&per_page=3&sort=-contribution_receipt_date	https://api.open.fec.gov/v1/committee/{v}/?api_key=DEMO_KEY	committee_id
us-fec-schedule-e	https://api.open.fec.gov/v1/schedules/schedule_e/?api_key=DEMO_KEY&per_page=3&cycle=2024	https://api.open.fec.gov/v1/committee/{v}/?api_key=DEMO_KEY	committee_id
us-fec-names-candidates	https://api.open.fec.gov/v1/names/candidates/?api_key=DEMO_KEY&q=trump	https://api.open.fec.gov/v1/candidate/{v}/committees/?api_key=DEMO_KEY	id
us-epa-echo-facility-search	https://echodata.epa.gov/echo/echo_rest_services.get_facilities?output=JSON&p_fn=exxon&responseset=5	https://echodata.epa.gov/echo/echo_rest_services.get_qid?output=JSON&qid={v}&pageno=1&responseset=100	QueryID
us-epa-echo-facility-info-map	https://echodata.epa.gov/echo/echo_rest_services.get_facility_info?output=JSON&p_fn=exxon&responseset=5&p_st=RI	https://echodata.epa.gov/echo/echo_rest_services.get_qid?output=JSON&qid={v}&pageno=1&responseset=100	QueryID
us-epa-echo-qid-facility-rows	https://echodata.epa.gov/echo/echo_rest_services.get_qid?output=JSON&qid=230&pageno=1&responseset=3	https://echodata.epa.gov/echo/dfr_rest_services.get_dfr?output=JSON&p_id={v}	RegistryID
us-epa-echo-air-facilities	https://echodata.epa.gov/echo/air_rest_services.get_facilities?output=JSON&p_fn=exxon&responseset=5	https://echodata.epa.gov/echo/air_rest_services.get_qid?output=JSON&qid={v}&pageno=1&responseset=100	QueryID
us-epa-echo-cwa-facilities	https://echodata.epa.gov/echo/cwa_rest_services.get_facilities?output=JSON&p_fn=exxon&responseset=5	https://echodata.epa.gov/echo/cwa_rest_services.get_qid?output=JSON&qid={v}&pageno=1&responseset=100	QueryID
us-epa-echo-rcra-facilities	https://echodata.epa.gov/echo/rcra_rest_services.get_facilities?output=JSON&p_fn=exxon&responseset=5	https://echodata.epa.gov/echo/rcra_rest_services.get_qid?output=JSON&qid={v}&pageno=1&responseset=100	QueryID
us-epa-echo-sdwa-systems	https://echodata.epa.gov/echo/sdw_rest_services.get_systems?output=JSON&p_st=RI&responseset=5	https://echodata.epa.gov/echo/sdw_rest_services.get_qid?output=JSON&qid={v}&pageno=1&responseset=100	QueryID
us-epa-echo-enforcement-cases	https://echodata.epa.gov/echo/case_rest_services.get_cases?output=JSON&p_law=EPCRA	https://echodata.epa.gov/echo/case_rest_services.get_qid?output=JSON&qid={v}&pageno=1&responseset=100	QueryID
us-epa-envirofacts-tri-facility	https://data.epa.gov/efservice/tri_facility/state_abbr/TX/rows/0:2/JSON	https://data.epa.gov/efservice/tri_facility/tri_facility_id/{v}/tri_reporting_form/rows/0:100/JSON	tri_facility_id
us-sdwis-water-system	https://data.epa.gov/efservice/water_system/state_code/RI/rows/0:1/JSON	https://data.epa.gov/efservice/violation/pwsid/{v}/rows/0:1000/JSON	pwsid
us-sdwis-violation	https://data.epa.gov/efservice/violation/pwsid/010106001/rows/0:2/JSON	https://data.epa.gov/efservice/enforcement_action/pwsid/{v}/rows/0:1000/JSON	pwsid
us-epa-envirofacts-pcs-permit-facility	https://data.epa.gov/efservice/pcs_permit_facility/rows/0:0/JSON	https://data.epa.gov/efservice/pcs_inspection/npdes/{v}/rows/0:1000/JSON	npdes
us-epa-envirofacts-pcs-inspection	https://data.epa.gov/efservice/pcs_inspection/npdes/AK0000272/rows/0:3/JSON	https://data.epa.gov/efservice/pcs_enfor_action/npdes/{v}/rows/0:1000/JSON	npdes
us-epa-envirofacts-br-reporting	https://data.epa.gov/efservice/br_reporting/rows/0:0/JSON	https://data.epa.gov/efservice/br_gm_waste_code/handler_id/{v}/rows/0:1000/JSON	handler_id
us-nhtsa-complaint-makes	https://api.nhtsa.gov/products/vehicle/makes?issueType=c&modelYear=2024	https://api.nhtsa.gov/products/vehicle/models?modelYear=2024&make={v}&issueType=c	make
us-nhtsa-complaint-models	https://api.nhtsa.gov/products/vehicle/models?modelYear=2024&make=honda&issueType=c	https://api.nhtsa.gov/complaints/complaintsByVehicle?make=honda&model={v}&modelYear=2024	model
us-nhtsa-safetyratings-model	https://api.nhtsa.gov/SafetyRatings/modelyear/2020/make/honda/model/accord	https://api.nhtsa.gov/SafetyRatings/VehicleId/{v}	VehicleId
us-nhtsa-vpic-manufacturers	https://vpic.nhtsa.dot.gov/api/vehicles/GetAllManufacturers?format=json&page=1	https://vpic.nhtsa.dot.gov/api/vehicles/GetManufacturerDetails/{v}?format=json	Mfr_Name
us-cpsc-recall-by-product-name	https://www.saferproducts.gov/RestWebServices/Recall?format=json&ProductName=helmet	https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallID={v}	RecallID
us-cpsc-recall-by-date-range	https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallDateStart=2026-01-01&RecallDateEnd=2026-06-30	https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallID={v}	RecallID
us-osha-establishment-search	https://www.osha.gov/ords/imis/establishment.search?establishment=walmart&State=all&officetype=all&Office=all&sitezip=&p_case=all&p_violations_exist=all&startmonth=01&startday=01&startyear=2020&endmonth=12&endday=31&endyear=2026	https://www.osha.gov/ords/imis/establishment.inspection_detail?id={v}	activity_nr
us-cms-nursing-home-health-deficiencies	https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0?limit=2	https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0?limit=500&conditions[0][property]=cms_certification_number_ccn&conditions[0][value]={v}&conditions[0][operator]==	cms_certification_number_ccn
us-cms-nursing-home-penalties	https://data.cms.gov/provider-data/api/1/datastore/query/g6vv-u9sr/0?limit=2	https://data.cms.gov/provider-data/api/1/datastore/query/g6vv-u9sr/0?limit=500&conditions[0][property]=cms_certification_number_ccn&conditions[0][value]={v}&conditions[0][operator]==	cms_certification_number_ccn
us-cms-nursing-home-ownership	https://data.cms.gov/provider-data/api/1/datastore/query/y2hd-n93e/0?limit=2	https://data.cms.gov/provider-data/api/1/datastore/query/y2hd-n93e/0?limit=500&conditions[0][property]=cms_certification_number_ccn&conditions[0][value]={v}&conditions[0][operator]==	cms_certification_number_ccn
us-cms-provider-data-catalog	https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items?show-reference-ids=false	https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items/{v}?show-reference-ids=false	identifier
us-cms-data-catalog	https://data.cms.gov/data.json	https://data.cms.gov/data-api/v1/dataset/{v}/data?size=100	accessURL
us-cms-provider-enrollment	https://data.cms.gov/data-api/v1/dataset/2457ea29-fc82-48b0-86ec-3b0755de7515/data?size=2	https://data.cms.gov/data-api/v1/dataset/2457ea29-fc82-48b0-86ec-3b0755de7515/data?size=100&filter[NPI]={v}	NPI
us-cms-hospital-enrollments	https://data.cms.gov/data-api/v1/dataset/f6f6505c-e8b0-4d57-b258-e2b94133aaf2/data?size=2	https://data.cms.gov/data-api/v1/dataset/f6f6505c-e8b0-4d57-b258-e2b94133aaf2/data?size=100&filter[CCN]={v}	CCN
us-cms-open-payments-catalog	https://openpaymentsdata.cms.gov/api/1/metastore/schemas/dataset/items?show-reference-ids=false	https://openpaymentsdata.cms.gov/api/1/datastore/query/{v}?limit=100	distribution.identifier
us-cms-open-payments-general-2025	https://openpaymentsdata.cms.gov/api/1/datastore/query/a25e7a31-503f-5a02-b0fc-b8c52275d1d8?limit=1	https://openpaymentsdata.cms.gov/api/1/datastore/query/a25e7a31-503f-5a02-b0fc-b8c52275d1d8?limit=500&conditions[0][property]=covered_recipient_npi&conditions[0][value]={v}&conditions[0][operator]==	covered_recipient_npi
us-cms-open-payments-recipient-profile	https://openpaymentsdata.cms.gov/api/1/datastore/query/004e1f11-aa67-5b16-943d-1fe1044b3512?limit=1	https://openpaymentsdata.cms.gov/api/1/datastore/query/004e1f11-aa67-5b16-943d-1fe1044b3512?limit=100&conditions[0][property]=covered_recipient_npi&conditions[0][value]={v}&conditions[0][operator]==	covered_recipient_npi
us-fmcsa-carrier-census	https://data.transportation.gov/resource/az4n-8mr2.json?$limit=2	https://data.transportation.gov/resource/az4n-8mr2.json?$limit=50&dot_number={v}	dot_number
us-fmcsa-crash-file	https://data.transportation.gov/resource/aayw-vxb3.json?$limit=2	https://data.transportation.gov/resource/aayw-vxb3.json?$limit=500&dot_number={v}	dot_number
us-fmcsa-vehicle-inspection-file	https://data.transportation.gov/resource/fx4q-ay7w.json?$limit=2	https://data.transportation.gov/resource/fx4q-ay7w.json?$limit=500&dot_number={v}	dot_number
us-courtlistener-search-recap-dockets	https://www.courtlistener.com/api/rest/v4/search/?q=Google&type=r	https://www.courtlistener.com/api/rest/v4/people/{v}/	assigned_to_id
us-courtlistener-search-people	https://www.courtlistener.com/api/rest/v4/search/?q=Roberts&type=p	https://www.courtlistener.com/api/rest/v4/people/{v}/	id
us-courtlistener-people-list	https://www.courtlistener.com/api/rest/v4/people/?page_size=2	https://www.courtlistener.com/api/rest/v4/people/{v}/	id
us-courtlistener-financial-disclosures	https://www.courtlistener.com/api/rest/v4/financial-disclosures/?person=1213	https://www.courtlistener.com/api/rest/v4/investments/?financial_disclosure={v}	id
us-courtlistener-people-by-lastname	https://www.courtlistener.com/api/rest/v4/people/?name_last=Sotomayor	https://www.courtlistener.com/api/rest/v4/positions/?person={v}	id
us-scotus-docket-json	https://www.supremecourt.gov/rss/cases/JSON/24-1234.json	https://www.supremecourt.gov/rss/cases/JSON/{v}.json	RelatedCaseNumber
us-scotus-slip-opinions-rss	https://www.supremecourt.gov/rss/slipopinion.xml	https://www.supremecourt.gov/rss/cases/JSON/{v}.json	
us-oyez-cases-by-term	https://api.oyez.org/cases?filter=term:2022&labels=true&per_page=3	https://api.oyez.org/cases/2022/{v}	docket_number
us-oyez-case-detail	https://api.oyez.org/cases/2022/20-1199	https://api.oyez.org/case_decision/case_decision/{v}	ID
us-oyez-case-advocate	https://api.oyez.org/case_advocate/case_advocate/23302	https://api.oyez.org/people/{v}	identifier
us-oyez-natural-court	https://api.oyez.org/courts/roberts13	https://api.oyez.org/people/{v}	identifier
us-oyez-advocates	https://api.oyez.org/advocates?per_page=3	https://api.oyez.org/people/{v}	identifier
us-ustaxcourt-case-detail	https://public-api.dawson.ustaxcourt.gov/public-api/cases/12345-20	https://public-api.dawson.ustaxcourt.gov/public-api/12345-20/{v}/public-document-download-url	docketEntryId
us-ustaxcourt-order-search	https://public-api.dawson.ustaxcourt.gov/public-api/order-search?dateRange=allDates&keyword=summary	https://public-api.dawson.ustaxcourt.gov/public-api/cases/{v}	docketNumber
us-cap-reporter-volumes	https://static.case.law/a2d/VolumesMetadata.json	https://static.case.law/a2d/{v}/CasesMetadata.json	volume_number
us-cap-volume-cases	https://static.case.law/a2d/100/CasesMetadata.json	https://static.case.law/a2d/100/cases/{v}.json	file_name
us-govtrack-vote-voter	https://www.govtrack.us/api/v2/vote_voter?vote=1&limit=2	https://www.govtrack.us/api/v2/person/{v}	person.id
us-govtrack-committee-member	https://www.govtrack.us/api/v2/committee_member?limit=2	https://www.govtrack.us/api/v2/person/{v}	person.id
us-congress-api-bill-detail	https://api.congress.gov/v3/bill/117/hr/3076?api_key=DEMO_KEY&format=json	https://api.congress.gov/v3/bill/117/hr/3076/{v}?api_key=DEMO_KEY&format=json	
us-congress-api-bill-cosponsors	https://api.congress.gov/v3/bill/117/hr/3076/cosponsors?api_key=DEMO_KEY&format=json&limit=3	https://api.congress.gov/v3/member/{v}?api_key=DEMO_KEY&format=json	bioguideId
us-congress-api-member-detail	https://api.congress.gov/v3/member/L000174?api_key=DEMO_KEY&format=json	https://api.congress.gov/v3/member/{v}/sponsored-legislation?api_key=DEMO_KEY&format=json	bioguideId
us-govinfo-collections	https://api.govinfo.gov/collections?api_key=DEMO_KEY	https://api.govinfo.gov/collections/{v}/2026-08-01T00:00:00Z?offset=0&pageSize=5&api_key=DEMO_KEY	collectionCode
us-govinfo-collection-billstatus	https://api.govinfo.gov/collections/BILLSTATUS/2026-08-01T00:00:00Z?offset=0&pageSize=5&api_key=DEMO_KEY	https://api.govinfo.gov/packages/{v}/summary?api_key=DEMO_KEY	packageId
us-govinfo-published-range	https://api.govinfo.gov/published/2026-08-01/2026-08-05?offset=0&pageSize=5&collection=FR&api_key=DEMO_KEY	https://api.govinfo.gov/packages/{v}/summary?api_key=DEMO_KEY	packageId
us-govinfo-package-granules	https://api.govinfo.gov/packages/CREC-2024-01-08/granules?offset=0&pageSize=5&api_key=DEMO_KEY	https://api.govinfo.gov/packages/CREC-2024-01-08/granules/{v}/summary?api_key=DEMO_KEY	granuleId
us-ecfr-titles	https://www.ecfr.gov/api/versioner/v1/titles.json	https://www.ecfr.gov/api/versioner/v1/structure/2026-01-01/title-{v}.json	number
us-ecfr-search	https://www.ecfr.gov/api/search/v1/results?query=asbestos&per_page=5	https://www.ecfr.gov/api/versioner/v1/ancestry/2026-01-01/title-{v}.json	hierarchy.title
us-federalregister-agencies-list	https://www.federalregister.gov/api/v1/agencies.json	https://www.federalregister.gov/api/v1/agencies/{v}.json	id
us-federalregister-by-docket	https://www.federalregister.gov/api/v1/documents.json?conditions%5Btype%5D%5B%5D=PRORULE&conditions%5Bdocket_id%5D=FAA-2022-0674&per_page=5	https://www.federalregister.gov/api/v1/documents/{v}.json	document_number
us-federalregister-by-cfr	https://www.federalregister.gov/api/v1/documents.json?conditions%5Bcfr%5D%5Btitle%5D=40&conditions%5Bcfr%5D%5Bpart%5D=63&per_page=5	https://www.federalregister.gov/api/v1/documents/{v}.json	document_number
us-federalregister-executive-orders	https://www.federalregister.gov/api/v1/documents.json?conditions%5Bpresidential_document_type%5D%5B%5D=executive_order&per_page=5&order=newest	https://www.federalregister.gov/api/v1/documents/{v}.json	document_number
us-federalregister-public-inspection-by-date	https://www.federalregister.gov/api/v1/public-inspection-documents.json?conditions%5Bavailable_on%5D=2026-08-14	https://www.federalregister.gov/api/v1/public-inspection-documents/{v}.json	document_number
us-regulationsgov-documents	https://api.regulations.gov/v4/documents?api_key=DEMO_KEY&page%5Bsize%5D=5	https://api.regulations.gov/v4/documents/{v}?api_key=DEMO_KEY	id
us-regulationsgov-dockets	https://api.regulations.gov/v4/dockets?api_key=DEMO_KEY&page%5Bsize%5D=5	https://api.regulations.gov/v4/dockets/{v}?api_key=DEMO_KEY	id
us-regulationsgov-documents-by-docket	https://api.regulations.gov/v4/documents?filter%5BdocketId%5D=FAA-2022-0674&api_key=DEMO_KEY&page%5Bsize%5D=5	https://api.regulations.gov/v4/comments?filter%5BcommentOnId%5D={v}&api_key=DEMO_KEY	objectId
us-regulationsgov-comments	https://api.regulations.gov/v4/comments?api_key=DEMO_KEY&page%5Bsize%5D=5	https://api.regulations.gov/v4/comments/{v}?api_key=DEMO_KEY&include=attachments	id
us-congress-legislators-current	https://unitedstates.github.io/congress-legislators/legislators-current.json	https://api.congress.gov/v3/member/{v}?api_key=DEMO_KEY&format=json	id.bioguide
us-legistar-seattle-matters	https://webapi.legistar.com/v1/seattle/matters?$top=2&$orderby=MatterLastModifiedUtc%20desc	https://webapi.legistar.com/v1/seattle/matters/{v}	MatterId
us-legistar-seattle-events	https://webapi.legistar.com/v1/seattle/events?$top=1	https://webapi.legistar.com/v1/seattle/events/{v}/eventitems	EventId
us-legistar-seattle-eventitems	https://webapi.legistar.com/v1/seattle/events/1326/eventitems	https://webapi.legistar.com/v1/seattle/matters/{v}	EventItemMatterId
no-brreg-regnskapsregisteret	https://data.brreg.no/regnskapsregisteret/regnskap/923609016	https://data.brreg.no/regnskapsregisteret/regnskap/{v}	organisasjonsnummer
no-brreg-oppdateringer-enheter	https://data.brreg.no/enhetsregisteret/api/oppdateringer/enheter?dato=2026-08-01T00:00:00.000Z&size=20	https://data.brreg.no/enhetsregisteret/api/enheter/{v}	organisasjonsnummer
no-brreg-underenhet-detail	https://data.brreg.no/enhetsregisteret/api/underenheter/973861883	https://data.brreg.no/enhetsregisteret/api/underenheter/{v}	organisasjonsnummer
no-brreg-kunngjoringer	https://w2.brreg.no/kunngjoring/kombisok.jsp?datoFra=01.08.2026&datoTil=16.08.2026&id_niva1=51&id_niva2=54	https://data.brreg.no/enhetsregisteret/api/enheter/{v}	organisasjonsnummer
cz-ares-res-detail	https://ares.gov.cz/ekonomicke-subjekty-v-be/rest/ekonomicke-subjekty-res/45274649	https://ares.gov.cz/ekonomicke-subjekty-v-be/rest/ekonomicke-subjekty-res/{v}	ico
cz-ares-rzp-detail	https://ares.gov.cz/ekonomicke-subjekty-v-be/rest/ekonomicke-subjekty-rzp/45274649	https://ares.gov.cz/ekonomicke-subjekty-v-be/rest/ekonomicke-subjekty-rzp/{v}	ico
sk-rpo-search	https://api.statistics.sk/rpo/v1/search?fullName=Slovensk&limit=5	https://api.statistics.sk/rpo/v1/entity/{v}	id
sk-rpo-entity-detail	https://api.statistics.sk/rpo/v1/entity/193085	https://api.statistics.sk/rpo/v1/entity/{v}	id
sk-rpo-by-ico	https://api.statistics.sk/rpo/v1/search?identifier=35697270	https://api.statistics.sk/rpo/v1/entity/{v}	id
sk-registeruz-uctovne-jednotky	https://www.registeruz.sk/cruz-public/api/uctovne-jednotky?ico=35697270&zmenene-od=2000-01-01&max-zaznamov=10	https://www.registeruz.sk/cruz-public/api/uctovna-jednotka?id={v}	id
sk-registeruz-uctovna-jednotka	https://www.registeruz.sk/cruz-public/api/uctovna-jednotka?id=661956	https://www.registeruz.sk/cruz-public/api/uctovna-zavierka?id={v}	idUctovnychZavierok
sk-registeruz-uctovne-zavierky	https://www.registeruz.sk/cruz-public/api/uctovne-zavierky?zmenene-od=2026-08-01&max-zaznamov=10	https://www.registeruz.sk/cruz-public/api/uctovna-zavierka?id={v}	id
sk-registeruz-uctovna-zavierka	https://www.registeruz.sk/cruz-public/api/uctovna-zavierka?id=5266772	https://www.registeruz.sk/cruz-public/api/uctovny-vykaz?id={v}	idUctovnychVykazov
sk-registeruz-vyrocne-spravy	https://www.registeruz.sk/cruz-public/api/vyrocne-spravy?zmenene-od=2026-08-01&max-zaznamov=10	https://www.registeruz.sk/cruz-public/api/vyrocna-sprava?id={v}	id
pl-mf-whitelist-nip	https://wl-api.mf.gov.pl/api/search/nip/5260250995?date=2026-08-14	https://api-krs.ms.gov.pl/api/krs/OdpisPelny/{v}?rejestr=P&format=json	krs
pl-mf-whitelist-regon	https://wl-api.mf.gov.pl/api/search/regon/012100784?date=2026-08-14	https://api-krs.ms.gov.pl/api/krs/OdpisPelny/{v}?rejestr=P&format=json	krs
pl-mf-whitelist-bank-account	https://wl-api.mf.gov.pl/api/search/bank-account/17103015080000000503131100?date=2026-08-14	https://wl-api.mf.gov.pl/api/search/nip/{v}?date=2026-08-14	nip
pl-mf-whitelist-nips-batch	https://wl-api.mf.gov.pl/api/search/nips/5260250995,5250008198?date=2026-08-14	https://wl-api.mf.gov.pl/api/search/nip/{v}?date=2026-08-14	identifier
pl-krs-odpis-pelny-p	https://api-krs.ms.gov.pl/api/krs/OdpisPelny/0000010681?rejestr=P&format=json	https://api-krs.ms.gov.pl/api/krs/OdpisPelny/{v}?rejestr=P&format=json	numerKRS
pl-krs-odpis-pelny-s	https://api-krs.ms.gov.pl/api/krs/OdpisPelny/0000034605?rejestr=S&format=json	https://api-krs.ms.gov.pl/api/krs/OdpisPelny/{v}?rejestr=S&format=json	numerKRS
es-boe-sumario-json	https://www.boe.es/datosabiertos/api/boe/sumario/20260814	https://www.boe.es/diario_boe/xml.php?id={v}	identificador
es-boe-documento-xml	https://www.boe.es/diario_boe/xml.php?id=BOE-A-2026-17724	https://www.boe.es/diario_boe/xml.php?id={v}	identificador
es-borme-sumario-json	https://www.boe.es/datosabiertos/api/borme/sumario/20260814	https://www.boe.es/diario_borme/xml.php?id={v}	identificador
es-borme-documento-xml	https://www.boe.es/diario_borme/xml.php?id=BORME-A-2026-156-28	https://www.boe.es/diario_borme/xml.php?id={v}	identificador
