id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description	_verdict	_note
jp-jma-overview-week-310000	https://www.jma.go.jp/bosai/forecast/data/overview_week/310000.json	json-object		JMA Weekly Outlook Narrative — Tottori Prefecture	気象庁 週間天気概況 鳥取県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,310000	10800	Weekly forecast narrative issued by the JMA office for Tottori Prefecture (310000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-320000	https://www.jma.go.jp/bosai/forecast/data/overview_week/320000.json	json-object		JMA Weekly Outlook Narrative — Shimane Prefecture	気象庁 週間天気概況 島根県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,320000	10800	Weekly forecast narrative issued by the JMA office for Shimane Prefecture (320000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-330000	https://www.jma.go.jp/bosai/forecast/data/overview_week/330000.json	json-object		JMA Weekly Outlook Narrative — Okayama Prefecture	気象庁 週間天気概況 岡山県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,330000	10800	Weekly forecast narrative issued by the JMA office for Okayama Prefecture (330000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-340000	https://www.jma.go.jp/bosai/forecast/data/overview_week/340000.json	json-object		JMA Weekly Outlook Narrative — Hiroshima Prefecture	気象庁 週間天気概況 広島県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,340000	10800	Weekly forecast narrative issued by the JMA office for Hiroshima Prefecture (340000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-350000	https://www.jma.go.jp/bosai/forecast/data/overview_week/350000.json	json-object		JMA Weekly Outlook Narrative — Yamaguchi Prefecture	気象庁 週間天気概況 山口県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,350000	10800	Weekly forecast narrative issued by the JMA office for Yamaguchi Prefecture (350000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-360000	https://www.jma.go.jp/bosai/forecast/data/overview_week/360000.json	json-object		JMA Weekly Outlook Narrative — Tokushima Prefecture	気象庁 週間天気概況 徳島県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,360000	10800	Weekly forecast narrative issued by the JMA office for Tokushima Prefecture (360000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-370000	https://www.jma.go.jp/bosai/forecast/data/overview_week/370000.json	json-object		JMA Weekly Outlook Narrative — Kagawa Prefecture	気象庁 週間天気概況 香川県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,370000	10800	Weekly forecast narrative issued by the JMA office for Kagawa Prefecture (370000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-380000	https://www.jma.go.jp/bosai/forecast/data/overview_week/380000.json	json-object		JMA Weekly Outlook Narrative — Ehime Prefecture	気象庁 週間天気概況 愛媛県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,380000	10800	Weekly forecast narrative issued by the JMA office for Ehime Prefecture (380000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-390000	https://www.jma.go.jp/bosai/forecast/data/overview_week/390000.json	json-object		JMA Weekly Outlook Narrative — Kochi Prefecture	気象庁 週間天気概況 高知県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,390000	10800	Weekly forecast narrative issued by the JMA office for Kochi Prefecture (390000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-400000	https://www.jma.go.jp/bosai/forecast/data/overview_week/400000.json	json-object		JMA Weekly Outlook Narrative — Fukuoka Prefecture	気象庁 週間天気概況 福岡県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,400000	10800	Weekly forecast narrative issued by the JMA office for Fukuoka Prefecture (400000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-410000	https://www.jma.go.jp/bosai/forecast/data/overview_week/410000.json	json-object		JMA Weekly Outlook Narrative — Saga Prefecture	気象庁 週間天気概況 佐賀県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,410000	10800	Weekly forecast narrative issued by the JMA office for Saga Prefecture (410000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-420000	https://www.jma.go.jp/bosai/forecast/data/overview_week/420000.json	json-object		JMA Weekly Outlook Narrative — Nagasaki Prefecture	気象庁 週間天気概況 長崎県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,420000	10800	Weekly forecast narrative issued by the JMA office for Nagasaki Prefecture (420000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-430000	https://www.jma.go.jp/bosai/forecast/data/overview_week/430000.json	json-object		JMA Weekly Outlook Narrative — Kumamoto Prefecture	気象庁 週間天気概況 熊本県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,430000	10800	Weekly forecast narrative issued by the JMA office for Kumamoto Prefecture (430000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-440000	https://www.jma.go.jp/bosai/forecast/data/overview_week/440000.json	json-object		JMA Weekly Outlook Narrative — Oita Prefecture	気象庁 週間天気概況 大分県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,440000	10800	Weekly forecast narrative issued by the JMA office for Oita Prefecture (440000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-450000	https://www.jma.go.jp/bosai/forecast/data/overview_week/450000.json	json-object		JMA Weekly Outlook Narrative — Miyazaki Prefecture	気象庁 週間天気概況 宮崎県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,450000	10800	Weekly forecast narrative issued by the JMA office for Miyazaki Prefecture (450000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-460100	https://www.jma.go.jp/bosai/forecast/data/overview_week/460100.json	json-object		JMA Weekly Outlook Narrative — Kagoshima Prefecture	気象庁 週間天気概況 鹿児島県	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,460100	10800	Weekly forecast narrative issued by the JMA office for Kagoshima Prefecture (460100): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-471000	https://www.jma.go.jp/bosai/forecast/data/overview_week/471000.json	json-object		JMA Weekly Outlook Narrative — Okinawa Main Island	気象庁 週間天気概況 沖縄本島地方	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,471000	10800	Weekly forecast narrative issued by the JMA office for Okinawa Main Island (471000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-472000	https://www.jma.go.jp/bosai/forecast/data/overview_week/472000.json	json-object		JMA Weekly Outlook Narrative — Daito Islands, Okinawa	気象庁 週間天気概況 大東島地方	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,472000	10800	Weekly forecast narrative issued by the JMA office for Daito Islands, Okinawa (472000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-473000	https://www.jma.go.jp/bosai/forecast/data/overview_week/473000.json	json-object		JMA Weekly Outlook Narrative — Miyakojima, Okinawa	気象庁 週間天気概況 宮古島地方	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,473000	10800	Weekly forecast narrative issued by the JMA office for Miyakojima, Okinawa (473000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-jma-overview-week-474000	https://www.jma.go.jp/bosai/forecast/data/overview_week/474000.json	json-object		JMA Weekly Outlook Narrative — Yaeyama, Okinawa	気象庁 週間天気概況 八重山地方	jp_prefectural	weather	ja	japan,prefecture,jma,forecast,weekly,474000	10800	Weekly forecast narrative issued by the JMA office for Yaeyama, Okinawa (474000): headline text, publishing office and report timestamp.	HTTP_ERR	Not Found
jp-ckan-tokyo-recent-changes	https://catalog.data.metro.tokyo.lg.jp/api/3/action/recently_changed_packages_activity_list?limit=100	json:result		Tokyo Metropolitan Government Open Data — Recent Dataset Activity	東京都オープンデータカタログ 最近の更新	jp_prefectural	opendata	ja	japan,opendata,ckan,registry,tokyo	86400	The most recent create/update activity across the whole catalogue — a change feed for the portal. Source: Tokyo Metropolitan Government Open Data.	HTTP_ERR	BAD REQUEST
jp-ckan-yokohama-q-nyuusatsu	https://data.city.yokohama.lg.jp/api/3/action/package_search?rows=100&q=入札	json:result.results		City of Yokohama Open Data — Procurement And Tenders Datasets	横浜市オープンデータ 入札データセット	jp_prefectural	procurement	ja	japan,opendata,ckan,nyuusatsu,yokohama	86400	Every dataset in City of Yokohama Open Data matching '入札' (procurement and tenders), with publisher, licence, resources and update time as held in the catalogue.	EMPTY_RESULTSET	{"help": "https://data.city.yokohama.lg.jp/api/3/action/help_show?name=package_search", "success": t
jp-ckan-yokohama-q-kouzui	https://data.city.yokohama.lg.jp/api/3/action/package_search?rows=100&q=洪水	json:result.results		City of Yokohama Open Data — Flooding Datasets	横浜市オープンデータ 洪水データセット	jp_prefectural	disaster	ja	japan,opendata,ckan,kouzui,yokohama	86400	Every dataset in City of Yokohama Open Data matching '洪水' (flooding), with publisher, licence, resources and update time as held in the catalogue.	EMPTY_RESULTSET	{"help": "https://data.city.yokohama.lg.jp/api/3/action/help_show?name=package_search", "success": t
jp-ckan-yokohama-q-denryoku	https://data.city.yokohama.lg.jp/api/3/action/package_search?rows=100&q=電力	json:result.results		City of Yokohama Open Data — Electricity Datasets	横浜市オープンデータ 電力データセット	jp_prefectural	energy	ja	japan,opendata,ckan,denryoku,yokohama	86400	Every dataset in City of Yokohama Open Data matching '電力' (electricity), with publisher, licence, resources and update time as held in the catalogue.	EMPTY_RESULTSET	{"help": "https://data.city.yokohama.lg.jp/api/3/action/help_show?name=package_search", "success": t
jp-ckan-yokohama-q-kuukou	https://data.city.yokohama.lg.jp/api/3/action/package_search?rows=100&q=空港	json:result.results		City of Yokohama Open Data — Airports Datasets	横浜市オープンデータ 空港データセット	jp_prefectural	aviation	ja	japan,opendata,ckan,kuukou,yokohama	86400	Every dataset in City of Yokohama Open Data matching '空港' (airports), with publisher, licence, resources and update time as held in the catalogue.	EMPTY_RESULTSET	{"help": "https://data.city.yokohama.lg.jp/api/3/action/help_show?name=package_search", "success": t
jp-ckan-geospatial-recent-changes	https://www.geospatial.jp/ckan/api/3/action/recently_changed_packages_activity_list?limit=100	json:result		G-Spatial Information Center (Japan) — Recent Dataset Activity	G空間情報センター 最近の更新	jp_prefectural	opendata	ja	japan,opendata,ckan,registry,geospatial	86400	The most recent create/update activity across the whole catalogue — a change feed for the portal. Source: G-Spatial Information Center (Japan).	TOO_BIG	over 8MB
jp-ckan-geospatial-q-bousai	https://www.geospatial.jp/ckan/api/3/action/package_search?rows=100&q=防災	json:result.results		G-Spatial Information Center (Japan) — Disaster Preparedness Datasets	G空間情報センター 防災データセット	jp_prefectural	disaster	ja	japan,opendata,ckan,bousai,geospatial	86400	Every dataset in G-Spatial Information Center (Japan) matching '防災' (disaster preparedness), with publisher, licence, resources and update time as held in the catalogue.	TOO_BIG	over 8MB
jp-ckan-geospatial-q-zaisei	https://www.geospatial.jp/ckan/api/3/action/package_search?rows=100&q=財政	json:result.results		G-Spatial Information Center (Japan) — Public Finance Datasets	G空間情報センター 財政データセット	jp_prefectural	economy	ja	japan,opendata,ckan,zaisei,geospatial	86400	Every dataset in G-Spatial Information Center (Japan) matching '財政' (public finance), with publisher, licence, resources and update time as held in the catalogue.	EMPTY_RESULTSET	{"help": "https://www.geospatial.jp/ckan/api/3/action/help_show?name=package_search", "success": tru
jp-ckan-geospatial-q-nyuusatsu	https://www.geospatial.jp/ckan/api/3/action/package_search?rows=100&q=入札	json:result.results		G-Spatial Information Center (Japan) — Procurement And Tenders Datasets	G空間情報センター 入札データセット	jp_prefectural	procurement	ja	japan,opendata,ckan,nyuusatsu,geospatial	86400	Every dataset in G-Spatial Information Center (Japan) matching '入札' (procurement and tenders), with publisher, licence, resources and update time as held in the catalogue.	EMPTY_RESULTSET	{"help": "https://www.geospatial.jp/ckan/api/3/action/help_show?name=package_search", "success": tru
jp-ckan-geospatial-q-chiiki	https://www.geospatial.jp/ckan/api/3/action/package_search?rows=100&q=地域	json:result.results		G-Spatial Information Center (Japan) — Regional Planning Datasets	G空間情報センター 地域データセット	jp_prefectural	government	ja	japan,opendata,ckan,chiiki,geospatial	86400	Every dataset in G-Spatial Information Center (Japan) matching '地域' (regional planning), with publisher, licence, resources and update time as held in the catalogue.	TOO_BIG	over 8MB
jp-ckan-geospatial-q-jishin	https://www.geospatial.jp/ckan/api/3/action/package_search?rows=100&q=地震	json:result.results		G-Spatial Information Center (Japan) — Earthquakes Datasets	G空間情報センター 地震データセット	jp_prefectural	disaster	ja	japan,opendata,ckan,jishin,geospatial	86400	Every dataset in G-Spatial Information Center (Japan) matching '地震' (earthquakes), with publisher, licence, resources and update time as held in the catalogue.	TOO_BIG	over 8MB
jp-ckan-geospatial-q-tsunami	https://www.geospatial.jp/ckan/api/3/action/package_search?rows=100&q=津波	json:result.results		G-Spatial Information Center (Japan) — Tsunami Datasets	G空間情報センター 津波データセット	jp_prefectural	disaster	ja	japan,opendata,ckan,tsunami,geospatial	86400	Every dataset in G-Spatial Information Center (Japan) matching '津波' (tsunami), with publisher, licence, resources and update time as held in the catalogue.	TOO_BIG	over 8MB
