# Batch 28 candidate sources — jppolice: Japan police / public-safety sources
# Derived from docs/review-sources-batch25.jppolice.txt, WebFetch-verified per row.
# Columns: id|mode|want|category|record_type|tags|portal|name|name_ja|url|probe|description|opts
JO28_FDMA_FIRE_STATS_PRESSRELEASE_ARCHIVE|html|any|police|fire-stat-release|japan,fire,fdma,statistics|https://www.fdma.go.jp/pressrelease/statistics/|Fire and Disaster Management Agency — Fire Statistics Press Release Archive|消防統計（火災統計）報道発表|https://www.fdma.go.jp/pressrelease/statistics/|https://www.fdma.go.jp/pressrelease/statistics/|FDMA's chronological archive of periodic fire-statistics press releases (fire counts, deaths, building-vs-wildland breakdowns), ~20 releases back to 2016. Fetched live: "令和７年（１月～12月）における火災の状況（概数）について（令和８年５月28日）" and a companion release linking to a real hash-named PDF (items/cfff9e3173795eb802e15902ab9b9a348f3259ad.pdf), confirming genuine per-release files rather than a template path.|interval=2592000;href_must=/pressrelease/statistics/items/;base=https://www.fdma.go.jp
JO28_YAMAGATA_MISSING_PERSONS_APPEAL|html|any|police|missing-persons-notice|japan,police,missing-persons,yamagata|https://www.pref.yamagata.jp/800066/kensei/police/yukue-fumei.html|Yamagata Prefectural Police — Missing Persons Public Appeal|行方不明者公開手配|https://www.pref.yamagata.jp/800066/kensei/police/yukue-fumei.html|https://www.pref.yamagata.jp/800066/kensei/police/yukue-fumei.html|Yamagata's dedicated missing-persons appeal list, distinct from the prefecture's wanted-suspect page. Fetched live: real per-case PDF entries such as "平成27年5月20日公開" → /documents/18688/yamagata25-88.pdf (case: 砂田つね, 山形警察署) and /documents/18688/obanazawa22-13.pdf (case: 髙岩信一, 尾花沢警察署), each carrying a thumbnail, case name and originating station.|interval=604800;href_must=/documents/18688/;base=https://www.pref.yamagata.jp
JO28_FUKUSHIMA_CASE_INFO_APPEAL|html|any|police|case-tip-appeal|japan,police,case-appeal,fukushima|https://www.police.pref.fukushima.jp/10.jyouhou/-keiji/-jiken/index.html|Fukushima Prefectural Police — Case/Incident Tip Appeals|事件情報|https://www.police.pref.fukushima.jp/10.jyouhou/-keiji/-jiken/index.html|https://www.police.pref.fukushima.jp/10.jyouhou/-keiji/-jiken/index.html|Fukushima's chronological list of open-case tip solicitations, including NPA-priority wanted-suspect cases. Fetched live: real per-case pages under a common path, e.g. johofiles/miharu01.html (dated 03/07, Miharu Police) and johofiles/s_souma01.html (dated 06/02, Soma Police), each with a contact address (joho@police.pref.fukushima.jp).|interval=604800;href_must=johofiles/;base=https://www.police.pref.fukushima.jp
JO28_FUKUSHIMA_CRIME_OPENDATA|csv|any|police|crime-incident|japan,police,crime,opendata,fukushima|https://www.police.pref.fukushima.jp/seianki/homepage/top_page/R04custom.crime_open_data.html|Fukushima Prefectural Police — 2024 Bag-Snatching Crime Open Data|福島県警察 犯罪発生情報オープンデータ（ひったくり, 令和6年）|https://www.police.pref.fukushima.jp/seianki/homepage/top_page/fukushima_2024hittakuri.csv|https://www.police.pref.fukushima.jp/seianki/homepage/top_page/fukushima_2024hittakuri.csv|Fukushima Police's 2024 bag-snatching file, one of ~49 CSV links spanning 7 categories x 2018-2024 on the source page. Fetched live and directly verified: comma-delimited, clean UTF-8 (no mojibake), 14-field header (罪名,手口,管轄警察署（発生地）,...,現金被害の有無). Example row confirmed: offence "窃盗", MO "ひったくり", station "相馬", date "20241212".|interval=604800;csv_delim=comma;title_keys=町丁目（発生地）,市区町村（発生地）;date_keys=発生年月日（始期）;pagination_ok=one complete annual CSV file per category, no paging
JO28_TOCHIGI_WANTED_POSTER_GALLERY|html|any|police|wanted-notice|japan,police,wanted,tochigi|https://www.pref.tochigi.lg.jp/keisatu/n18/poster.html|Tochigi Prefectural Police — Wanted Poster Gallery|刑事部ポスターギャラリー|https://www.pref.tochigi.lg.jp/keisatu/n18/poster.html|https://www.pref.tochigi.lg.jp/keisatu/n18/poster.html|Tochigi's official wanted-suspect poster gallery maintained by the Criminal Affairs Division. Fetched live: real per-case PDF posters such as "芳賀郡市貝町地内殺人事件" → /keisatu/n18/documents/h8_motegi.pdf and "上三川町地内強盗殺人事件" → /keisatu/n18/documents/20260529.pdf, a small set (~5 observed) grouped by division, new posters added as active cases arise.|interval=604800;href_must=/keisatu/n18/documents/;base=https://www.pref.tochigi.lg.jp
JO28_NIIGATA_CRIME_OPENDATA|csv|any|police|crime-incident|japan,police,crime,opendata,niigata|https://www.pref.niigata.lg.jp/site/kenkei/anzen-ansin-open-open.html|Niigata Prefectural Police — 2024 Car Break-In Crime Open Data|新潟県警察 安全安心オープンデータ（車上ねらい, 令和6年）|https://www.pref.niigata.lg.jp/uploaded/attachment/455863.csv|https://www.pref.niigata.lg.jp/uploaded/attachment/455863.csv|Niigata Police's 2024 car-break-in file, one of 7 crime categories x years 2018-2025 catalogued on the source page. Fetched live and directly verified: comma-delimited, clean UTF-8 (no mojibake), the standard 14-field national schema. Example row confirmed: offence "窃盗", MO "車上ねらい", station "新潟中央", municipality "新潟市中央区", date "20240613".|interval=604800;csv_delim=comma;title_keys=町丁目（発生地）,市区町村（発生地）;date_keys=発生年月日（始期）;pagination_ok=one complete annual CSV file per category, no paging
JO28_NAGANO_WANTED_CASES|html|any|police|wanted-case-notice|japan,police,wanted,nagano|https://www.pref.nagano.lg.jp/police/sousa/hansou/tehai.html|Nagano Prefectural Police — Wanted Case Cooperation Appeals|指名手配犯人の検挙にご協力を|https://www.pref.nagano.lg.jp/police/sousa/hansou/tehai.html|https://www.pref.nagano.lg.jp/police/sousa/hansou/tehai.html|Nagano's list of individual wanted-case appeal pages, linking to NPA-designated priority suspects. Fetched live: real per-case pages following a tehai-NNNNNN.html pattern, e.g. tehai-071109.html ("長野市権堂町の居酒屋で発生した殺人事件...") and tehai-021104.html; the filter excludes two unrelated poster PDFs and one external NPA link also present on the page.|interval=604800;href_must=tehai-;base=https://www.pref.nagano.lg.jp
JO28_NAGANO_CRIME_OPENDATA|csv|any|police|crime-incident|japan,police,crime,opendata,nagano|https://www.pref.nagano.lg.jp/police/toukei/hanzai/opendata.html|Nagano Prefectural Police — 2024 Vehicle Theft Crime Open Data|長野県警察 犯罪発生情報オープンデータ（自動車盗, 令和6年）|https://www.pref.nagano.lg.jp/police/toukei/hanzai/documents/nagano_2024zidousyatou.csv|https://www.pref.nagano.lg.jp/police/toukei/hanzai/documents/nagano_2024zidousyatou.csv|Nagano Police's 2024 vehicle-theft file, one of CSVs spanning 2018-2025 covering bicycle theft, vehicle theft and shoplifting, released under open commercial/non-commercial reuse terms. Fetched live and directly verified: comma-delimited, clean UTF-8, the standard 14-field national schema. Example row confirmed: offence "窃盗", MO "自動車盗", station "長野中央", date "20241125".|interval=604800;csv_delim=comma;title_keys=町丁目（発生地）,市区町村（発生地）;date_keys=発生年月日（始期）;pagination_ok=one complete annual CSV file per category, no paging
JO28_GIFU_CRIME_OPENDATA_CKAN|json|any|police|crime-incident|japan,police,crime,opendata,gifu,ckan|https://gifu-opendata.pref.gifu.lg.jp/dataset/c18879-007|Gifu Prefectural Police — Crime Open Data Catalogue (CKAN)|岐阜県 犯罪発生情報オープンデータ|https://gifu-opendata.pref.gifu.lg.jp/api/3/action/package_show?id=c18879-007|https://gifu-opendata.pref.gifu.lg.jp/api/3/action/package_show?id=c18879-007|Gifu's CKAN open-data package for 2024 crime-occurrence data: 7 CSV resources (one per crime category) plus 1 PDF notes file, confirmed via the standard CKAN package_show JSON envelope (result.resources array with name/format/url/id per entry). One resource (gifu_2024buhinnerai.csv, parts theft) was fetched directly and confirmed clean UTF-8 in the standard 14-field national schema, e.g. offence "窃盗", MO "部品ねらい", municipality "岐阜市", date "20241126".|interval=604800;array_path=result.resources;title_keys=name;id_keys=id,url;link_keys=url
JO28_MIE_CRIME_OPENDATA_CATALOG|html|any|police|crime-data-file|japan,police,crime,opendata,mie|http://www.police.pref.mie.jp/safety_info/op_data_index.html|Mie Prefectural Police — Crime Open Data File Catalogue (FY2025)|三重県警察 オープンデータ一覧（令和7年）|https://www.police.pref.mie.jp/safety_info/op_data_R07.html|https://www.police.pref.mie.jp/safety_info/op_data_R07.html|The FY2025 open-data catalogue page (reached one hop from the index) lists 7 direct crime-category CSV downloads plus one PDF notes file. Fetched live: real hrefs including op_data/mie_2025hittakuri.csv (anchor "ひったくり") and 6 sibling categories; the top-level index.html itself only links these yearly sub-pages (R07 back to H30), so this row targets the actual file-listing page.|interval=604800;href_must=.csv;base=http://www.police.pref.mie.jp/safety_info/
JO28_SHIGA_CRIME_OPENDATA_CATALOG|html|any|police|crime-data-file|japan,police,crime,opendata,shiga|https://www.pref.shiga.lg.jp/police/seikatu/seikatu/anmachi/306453.html|Shiga Prefectural Police — Crime Open Data File Catalogue|滋賀県警察 オープンデータ|https://www.pref.shiga.lg.jp/police/seikatu/seikatu/anmachi/306453.html|https://www.pref.shiga.lg.jp/police/seikatu/seikatu/anmachi/306453.html|Shiga's crime open-data page, directly listing ~49 CSV downloads across 7 crime categories (bag-snatching, car break-in, parts theft, vending-machine theft, vehicle theft, motorcycle theft, bicycle theft) spanning Heisei 30 through Reiwa 7. Fetched live: real hrefs /file/attachment/5626038.csv (anchor "ひったくり") and /file/attachment/5626040.csv (anchor "車上ねらい"), file sizes 316B-186KB; two accompanying PDF notes excluded via the href filter.|interval=604800;href_must=/file/attachment/;base=https://www.pref.shiga.lg.jp
JO28_KYOTO_WANTED_CASES|html|any|police|wanted-case-notice|japan,police,wanted,kyoto|https://www.pref.kyoto.jp/fukei/site/sousa/keiki/index.html|Kyoto Prefectural Police — Wanted-Suspect Case Listing|指名手配被疑者の検挙にご協力を|https://www.pref.kyoto.jp/fukei/site/sousa/keiki/index.html|https://www.pref.kyoto.jp/fukei/site/sousa/keiki/index.html|Kyoto's case-listing page linking to individual unsolved-case sub-pages. Fetched live: real anchors /fukei/site/sousa/fukutiyama/index.html (text "福知山殺人容疑事件") and /fukei/site/sousa/higasiyama/index.html (text "東山区宮川町・お好み焼屋「よしや」女性殺人事件"); large wanted-suspect JPG images and one external NPA link also present are excluded by the path-scoped href filter.|interval=604800;href_must=/fukei/site/sousa/;base=https://www.pref.kyoto.jp
JO28_HYOGO_WANTED_CASES|html|any|police|wanted-case-notice|japan,police,wanted,hyogo|https://www.police.pref.hyogo.lg.jp/teikyo/sosa/index.htm|Hyogo Prefectural Police — Public Investigation & Wanted Case List|公開捜査・指名手配事件一覧|https://www.police.pref.hyogo.lg.jp/teikyo/sosa/index.htm|https://www.police.pref.hyogo.lg.jp/teikyo/sosa/index.htm|Hyogo's unsolved-case list nested by category (murder, body disposal, robbery), each entry linking to a per-case subfolder. Fetched live: real anchors jiken716-19970515/index.htm and jiken1/index.htm; the page also embeds a grid of 10 nationally wanted suspects linking OUT to other prefectures' domains (Gunma, Iwate, Tokyo), scoped out by the "jiken" href filter, which targets only Hyogo's own case pages.|interval=604800;href_must=jiken;base=https://www.police.pref.hyogo.lg.jp/teikyo/sosa/
JO28_NARA_CRIME_OPENDATA_CATALOG|html|any|police|crime-data-file|japan,police,crime,opendata,nara|https://www.police.pref.nara.jp/0000003672.html|Nara Prefectural Police — Crime Open Data File Catalogue (2025)|奈良県警察 オープンデータ（令和7年）|https://www.police.pref.nara.jp/0000008053.html|https://www.police.pref.nara.jp/0000008053.html|The 2025 open-data sub-page (reached one hop from the year-index page) directly lists 7 crime-category CSV downloads. Fetched live: real hrefs under /cmsfiles/contents/0000008/8053/, e.g. nara_2025hittakuri.csv (810B) through nara_2025zitensyatou.csv (104.70KB) — the same 7-category set seen across sibling prefectures.|interval=604800;href_must=/cmsfiles/contents/;base=https://www.police.pref.nara.jp
JO28_TOTTORI_CRIME_OPENDATA_CATALOG|html|any|police|crime-data-file|japan,police,crime,opendata,tottori|https://www.pref.tottori.lg.jp/286309.htm|Tottori Prefectural Police — Crime Open Data File Catalogue|鳥取県警察 オープンデータ|https://www.pref.tottori.lg.jp/286309.htm|https://www.pref.tottori.lg.jp/286309.htm|Tottori's year-grouped crime open-data page (Reiwa 7 down to Heisei 30), ~7 CSV links per year under /secure/1180850/. Fetched live: real hrefs /secure/1180850/tottori_2025hittakuri.csv (anchor "ひったくり(csv:1KB)") and /secure/1180850/tottori_2025zitensyatou.csv (anchor "自転車盗(csv:73KB)"); accompanying .docx terms files are excluded by the .csv filter.|interval=604800;href_must=.csv;base=https://www.pref.tottori.lg.jp
JO28_OKAYAMA_CRIME_OPENDATA_CATALOG|html|any|police|crime-data-file|japan,police,crime,opendata,okayama|https://www.okayama-opendata.jp/datasets?tag=%E9%98%B2%E7%8A%AF|Okayama Prefectural Police — Crime-Prevention-Tagged Open Dataset Catalogue|岡山県 防犯タグのデータセット一覧|https://www.okayama-opendata.jp/datasets?tag=%E9%98%B2%E7%8A%AF|https://www.okayama-opendata.jp/datasets?tag=%E9%98%B2%E7%8A%AF|Okayama's CKAN-like open-data portal filtered to crime-prevention (bōhan) tagged datasets, the entry point to the prefecture's police-sourced open data. Fetched live: 10 real dataset links observed, e.g. /datasets/7010 (anchor "犯罪発生状況（令和７年）") and /datasets/241 (anchor "津山市_刑法犯発生・検挙件数"); each dataset page in turn lists further CSV resources (confirmed one hop deeper on /datasets/7010, 8 resources), not extracted at this level.|interval=604800;href_must=/datasets/;base=https://www.okayama-opendata.jp
JO28_HIROSHIMA_MISSING_UNSOLVED_APPEALS|html|any|police|case-appeal|japan,police,missing-persons,unsolved,hiroshima|https://www.pref.hiroshima.lg.jp/site/police12/index-2.html|Hiroshima Prefectural Police — Missing/Unidentified-Body Case Appeals|求む！情報|https://www.pref.hiroshima.lg.jp/site/police12/index-2.html|https://www.pref.hiroshima.lg.jp/site/police12/index-2.html|Hiroshima's rolling public-appeal page for missing-persons and unidentified-body cases, ~27 numbered "公表番号" entries observed. Fetched live: real per-case pages such as /site/police12/yukue-67.html (anchor "公表番号６７庄原警察署　６０代男性") and /site/police12/yukue-11.html, numbered 11 through 67; naming is not fully uniform (two outlier filenames observed) so a handful of cases may be missed by the "yukue" filter.|interval=604800;href_must=yukue;base=https://www.pref.hiroshima.lg.jp/site/police12/
JO28_EHIME_CASE_APPEALS|html|any|police|case-appeal|japan,police,case-appeal,ehime|https://www.police.pref.ehime.jp/jouhouteikyou.html|Ehime Prefectural Police — Case Tip Appeals|情報提供のお願い|https://www.police.pref.ehime.jp/jouhouteikyou.html|https://www.police.pref.ehime.jp/jouhouteikyou.html|Ehime's general tip/case-information intake page, carrying a set of dated per-case PDF appeals. Fetched live: real hrefs souiti/160413ozu.pdf, souiti/240522saijo.pdf and souiti/250606imabari.pdf (106-193KB each); the "souiti/" filter isolates these case files from the large amount of site-wide navigation (mobile site, SNS icons, sitemap) also present on the page.|interval=604800;href_must=souiti/;base=https://www.police.pref.ehime.jp
JO28_FUKUOKA_WANTED_CASES|html|any|police|wanted-case-notice|japan,police,wanted,fukuoka|https://www.police.pref.fukuoka.jp/jiken-jiko/01.html|Fukuoka Prefectural Police — Wanted Cases|指名手配関係|https://www.police.pref.fukuoka.jp/jiken-jiko/01.html|https://www.police.pref.fukuoka.jp/jiken-jiko/01.html|Fukuoka's small but genuine uniform per-suspect wanted-case list. Fetched live: 3 real active cases each on their own page, e.g. /keiji/keiso/tehai_cho.html (anchor "検挙にご協力を！（趙立興）"), /keiji/keiso/tehai_li.html and /keiji/keiso/tehai_fujita.html, all under a consistent naming convention.|interval=604800;href_must=/keiji/keiso/tehai_;base=https://www.police.pref.fukuoka.jp
JO28_SAGA_WANTED_APPEALS|html|any|police|case-appeal|japan,police,wanted,case-appeal,saga|https://www.police.pref.saga.jp/shimeitehai_teikyo.html|Saga Prefectural Police — Wanted Suspects & Case Tip Appeals|指名手配・情報提供|https://www.police.pref.saga.jp/shimeitehai_teikyo.html|https://www.police.pref.saga.jp/shimeitehai_teikyo.html|Saga's combined wanted-suspect and case tip-appeal page, a uniform numeric-id pattern across ~8 distinct cases (murder, robbery, stowaway, abduction, cybercrime). Fetched live: real hrefs /johoteikyo/_3720.html (anchor "飯田町殺人事件捜査に御協力を！"), /johoteikyo/_4872.html (anchor "強盗事件（平成29年1月4日）防犯カメラ画像の公開"), plus /johoteikyo/_9457.html and /johoteikyo/_10765.html.|interval=604800;href_must=/johoteikyo/_;base=https://www.police.pref.saga.jp
JO28_KAGOSHIMA_CRIME_OPENDATA_CKAN|json|any|police|crime-incident|japan,police,crime,opendata,kagoshima,ckan,bodik|https://data.bodik.jp/dataset/460001_hanzaihassei_2024|Kagoshima Prefectural Police — 2024 Crime Occurrence Dataset (BODIK CKAN)|鹿児島県警察 犯罪発生データセット（令和6年, BODIKオープンデータ）|https://data.bodik.jp/api/3/action/package_show?id=460001_hanzaihassei_2024|https://data.bodik.jp/api/3/action/package_show?id=460001_hanzaihassei_2024|Kagoshima Police's 2024 crime-occurrence dataset via the BODIK CKAN catalogue: 9 resources (7 CSV theft-category files + 2 PDF notes), confirmed via the standard CKAN JSON envelope. A resource CSV was fetched directly and confirmed clean UTF-8, the standard 15-field national schema. Example row: offence "窃盗", MO "自動車盗", station "鹿児島中央", date "20240802".|interval=604800;array_path=result.resources;title_keys=name;id_keys=id,url;link_keys=url
JO28_KAGOSHIMA_MISSING_PERSONS|html|any|police|missing-persons-notice|japan,police,missing-persons,kagoshima|https://www.pref.kagoshima.jp/ja11/yukuehumei.html|Kagoshima Prefectural Police — Missing Persons Notices|行方不明者手配|https://www.pref.kagoshima.jp/ja11/yukuehumei.html|https://www.pref.kagoshima.jp/ja11/yukuehumei.html|Kagoshima's dedicated missing-persons public-appeal list, a repeating chronological set of ~14 PDF entries, one per case/station. Fetched live: real hrefs /ja11/documents/56379_20161227145532-1.pdf (anchor "行方不明者手配（鹿屋署26年8号）（PDF：1,926KB）") and /ja11/documents/56379_20260825101724-1.pdf (anchor "行方不明手配（曽於署R8年13号）（PDF：71KB）").|interval=604800;href_must=/ja11/documents/;base=https://www.pref.kagoshima.jp
JO28_OKINAWA_STATS_INDEX|html|any|police|stat-release|japan,police,statistics,okinawa|https://www.police.pref.okinawa.jp/category/bunya/tokei|Okinawa Prefectural Police — Statistics Release Index|統計|https://www.police.pref.okinawa.jp/category/bunya/tokei|https://www.police.pref.okinawa.jp/category/bunya/tokei|Okinawa's dated, repeating index of statistics releases (crime stats, traffic accidents, lost-and-found). Fetched live: "2026.08.17犯罪統計資料（令和８年７月末：暫定値)" → /docs/2026081000027/, "2026.08.18令和８年　交通事故情報" → /docs/2026021900042/, and "犯罪統計資料　令和７年（確定値）" → /docs/2026041000050/ — a real chronological release list, updated at least monthly.|interval=86400;href_must=/docs/;base=https://www.police.pref.okinawa.jp
JO28_OSAKA_WANTED_PORTAL|html|any|police|wanted-case-notice|japan,police,wanted,osaka|http://www.police.pref.osaka.lg.jp/jiken/wanted/index.html|Osaka Prefectural Police — Wanted Suspects Portal|指名手配|https://www.police.pref.osaka.lg.jp/jiken/wanted/index.html|https://www.police.pref.osaka.lg.jp/jiken/wanted/index.html|Osaka's general wanted-suspects listing portal, a grid of named suspect entries each linking to its own numeric detail page. Fetched live: real anchors "越智 清" → .../jiken/wanted/3622.html, "李 宗輝" → .../3621.html and "池宮 悠仁" → .../19018.html — anchor text is the suspect's own name, unlike the NPA-priority station-level page which presents suspects as a static table with no per-record links.|interval=604800;href_must=https://www.police.pref.osaka.lg.jp/jiken/wanted/;base=https://www.police.pref.osaka.lg.jp
