id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description
lat-bcb-ptax	https://olinda.bcb.gov.br/olinda/servico/PTAX/versao/v1/odata/Moedas?%24format=json	json:value	10	Banco Central do Brasil - PTAX currency register	ブラジル：経済 - Banco Central do Brasil - PTAX currency register	latam_data	economy	pt	bra,economy,data	21600	Currencies quoted in the BCB PTAX exchange-rate service with symbol, name and type.
lat-belize-breaking	https://www.breakingbelizenews.com/feed/	rss	10	Breaking Belize News - news	ベリーズ：ニュース - Breaking Belize News - news	latam_news	news	en	blz,news,news	3600	Publisher-own news feed from Breaking Belize News; article headlines, timestamps, links and summaries.
lat-bo-eldeber2	https://eldeber.com.bo/rss/portada.xml	rss	25	El Deber - Bolivian news	ボリビア：ニュース - El Deber - Bolivian news	latam_news	news	es	bol,news,news	3600	Publisher-own news feed from El Deber; article headlines, timestamps, links and summaries.
lat-bo-eldiario	https://www.eldiario.net/portal/feed/	rss	10	El Diario - Bolivian news	ボリビア：ニュース - El Diario - Bolivian news	latam_news	news	es	bol,news,news	3600	Publisher-own news feed from El Diario; article headlines, timestamps, links and summaries.
lat-bo-lostiempos3	https://www.lostiempos.com/rss/portada	rss	10	Los Tiempos - Bolivian news	ボリビア：ニュース - Los Tiempos - Bolivian news	latam_news	news	es	bol,news,news	3600	Publisher-own news feed from Los Tiempos; article headlines, timestamps, links and summaries.
lat-bo-oxigeno	https://oxigeno.bo/rss.xml	rss	50	Oxigeno - Bolivian political news	ボリビア：ニュース - Oxigeno - Bolivian political news	latam_news	news	es	bol,news,news	3600	Publisher-own news feed from Oxigeno; article headlines, timestamps, links and summaries.
lat-br-camara-grupos	https://dadosabertos.camara.leg.br/api/v2/grupos?itens=100&formato=json	json:dados	100	Camara dos Deputados - inter-parliamentary groups	ブラジル：司法 - Camara dos Deputados - inter-parliamentary groups	latam_gov	legal	pt	bra,legal,gov	86400	Bilateral inter-parliamentary friendship groups and their counterpart countries.
lat-br-camara-legislaturas	https://dadosabertos.camara.leg.br/api/v2/legislaturas?itens=100&formato=json	json:dados	57	Camara dos Deputados - legislatures	ブラジル：司法 - Camara dos Deputados - legislatures	latam_gov	legal	pt	bra,legal,gov	86400	Every legislature of the Brazilian Chamber with start and end dates.
lat-br-camara-referencias	https://dadosabertos.camara.leg.br/api/v2/referencias/proposicoes/siglaTipo?formato=json	json:dados	544	Camara dos Deputados - proposition type reference	ブラジル：基礎データ - Camara dos Deputados - proposition type reference	latam_gov	reference	pt	bra,reference,gov	86400	Controlled vocabulary of proposition types used by the Chamber API, needed to decode bill records.
lat-br-cnnbrasil	https://www.cnnbrasil.com.br/feed/	rss	60	CNN Brasil - news	ブラジル：ニュース - CNN Brasil - news	latam_news	news	pt	bra,news,news	3600	Publisher-own news feed from CNN Brasil; article headlines, timestamps, links and summaries.
lat-br-congresso-focus	https://www.congressoemfoco.com.br/feed/	rss	20	Congresso em Foco - Brazilian legislature coverage	ブラジル：ニュース - Congresso em Foco - Brazilian legislature coverage	latam_news	news	pt	bra,news,news	3600	Publisher-own news feed from Congresso em Foco; article headlines, timestamps, links and summaries.
lat-br-cvm-rss	https://www.gov.br/cvm/pt-br/assuntos/noticias/RSS	rss	15	CVM - securities regulator announcements	ブラジル：経済 - CVM - securities regulator announcements	latam_gov	economy	pt	bra,economy,gov	3600	Brazilian securities commission notices: sanctions, rule changes and market warnings.
lat-br-dados-es	https://dados.es.gov.br/api/3/action/package_search?rows=100	json:result.results	100	Espirito Santo Dados Abertos - dataset catalogue	ブラジル：オープンデータ - Espirito Santo Dados Abertos - dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-br-dados-go	https://dadosabertos.go.gov.br/api/3/action/package_search?rows=100	json:result.results	100	Goias Dados Abertos - dataset catalogue	ブラジル：オープンデータ - Goias Dados Abertos - dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-br-dados-pbh	https://ckan.pbh.gov.br/api/3/action/package_search?rows=100	json:result.results	100	Belo Horizonte Dados Abertos - dataset catalogue	ブラジル：オープンデータ - Belo Horizonte Dados Abertos - dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-br-dados-poa	https://dadosabertos.poa.br/api/3/action/package_search?rows=100	json:result.results	55	Porto Alegre Dados Abertos - dataset catalogue	ブラジル：オープンデータ - Porto Alegre Dados Abertos - dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-br-dados-sc	https://dados.sc.gov.br/api/3/action/package_search?rows=100	json:result.results	100	Santa Catarina Dados Abertos - dataset catalogue	ブラジル：オープンデータ - Santa Catarina Dados Abertos - dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-br-data-rio	https://www.data.rio/api/feed/dcat-us/1.1.json	json:dataset	2020	Prefeitura do Rio de Janeiro - open data catalogue (DCAT)	ブラジル：オープンデータ - Prefeitura do Rio de Janeiro - open data catalogue (DCAT)	latam_data	opendata	pt	bra,opendata,data	43200	DCAT-US feed of the Rio de Janeiro ArcGIS Hub: dataset titles, publishers, themes and distribution URLs.
lat-br-intercept	https://www.intercept.com.br/feed/	rss	40	The Intercept Brasil - investigations	ブラジル：ニュース - The Intercept Brasil - investigations	latam_news	news	pt	bra,news,news	3600	Publisher-own news feed from The Intercept Brasil; article headlines, timestamps, links and summaries.
lat-br-metropoles	https://www.metropoles.com/feed	rss	20	Metropoles - Brasilia and national news	ブラジル：ニュース - Metropoles - Brasilia and national news	latam_news	news	pt	bra,news,news	3600	Publisher-own news feed from Metropoles; article headlines, timestamps, links and summaries.
lat-br-tse-ckan	https://dadosabertos.tse.jus.br/api/3/action/package_search?rows=100	json:result.results	100	Tribunal Superior Eleitoral Dados Abertos - electoral dataset catalogue	ブラジル：オープンデータ - Tribunal Superior Eleitoral Dados Abertos - electoral dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-br-uol	https://rss.uol.com.br/feed/noticias.xml	rss	15	UOL - breaking news	ブラジル：ニュース - UOL - breaking news	latam_news	news	pt	bra,news,news	3600	Publisher-own news feed from UOL; article headlines, timestamps, links and summaries.
lat-brasilapi-banks	https://brasilapi.com.br/api/banks/v1	json-array	481	BrasilAPI - Brazilian bank register	ブラジル：経済 - BrasilAPI - Brazilian bank register	latam_data	economy	pt	bra,economy,data	86400	Every bank and payment institution with COMPE code, ISPB, full name and short name.
lat-brasilapi-cambio	https://brasilapi.com.br/api/cambio/v1/moedas	json-array	10	BrasilAPI - quoted currencies	ブラジル：経済 - BrasilAPI - quoted currencies	latam_data	economy	pt	bra,economy,data	21600	Currency list available from the Brazilian central bank exchange-rate service.
lat-brasilapi-corretoras	https://brasilapi.com.br/api/cvm/corretoras/v1	json-array	375	BrasilAPI - CVM registered brokerages	ブラジル：経済 - BrasilAPI - CVM registered brokerages	latam_data	economy	pt	bra,economy,data	86400	CVM-registered securities brokerages with CNPJ, trade name, address and registration status.
lat-brasilapi-ddd	https://brasilapi.com.br/api/ddd/v1/11	json:cities	64	BrasilAPI - DDD 11 city coverage	ブラジル：基礎データ - BrasilAPI - DDD 11 city coverage	latam_data	reference	pt	bra,reference,data	86400	Cities covered by Brazilian area code 11, used to geolocate phone numbers.
lat-brasilapi-ncm	https://brasilapi.com.br/api/ncm/v1	json-array	15042	BrasilAPI - NCM customs tariff codes	ブラジル：基礎データ - BrasilAPI - NCM customs tariff codes	latam_data	reference	pt	bra,reference,data	86400	Full Mercosur NCM tariff nomenclature with code, description and validity dates.
lat-brasilapi-pix	https://brasilapi.com.br/api/pix/v1/participants	json-array	895	BrasilAPI - Pix participant directory	ブラジル：経済 - BrasilAPI - Pix participant directory	latam_data	economy	pt	bra,economy,data	86400	Institutions participating in Brazil's Pix instant-payment scheme with ISPB, name and start date.
lat-brasilapi-taxas	https://brasilapi.com.br/api/taxas/v1	json-array	3	BrasilAPI - Brazilian reference rates	ブラジル：経済 - BrasilAPI - Brazilian reference rates	latam_data	economy	pt	bra,economy,data	21600	Current SELIC, CDI and IPCA reference rates as published by BCB and IBGE.
lat-bz-reporter	https://www.reporter.bz/feed/	rss	10	The Reporter Belize - news	ベリーズ：ニュース - The Reporter Belize - news	latam_news	news	en	blz,news,news	3600	Publisher-own news feed from The Reporter Belize; article headlines, timestamps, links and summaries.
lat-camara-blocos-json	https://dadosabertos.camara.leg.br/api/v2/blocos?itens=100&formato=json	json:dados	4	Camara dos Deputados - parliamentary blocs	ブラジル：司法 - Camara dos Deputados - parliamentary blocs	latam_gov	legal	pt	bra,legal,gov	86400	Formal party blocs in the current legislature and their member parties.
lat-camara-eventos-json	https://dadosabertos.camara.leg.br/api/v2/eventos?itens=100&formato=json	json:dados	50	Camara dos Deputados - scheduled events	ブラジル：司法 - Camara dos Deputados - scheduled events	latam_gov	legal	pt	bra,legal,gov	3600	Committee sittings, hearings and plenary events with date, body and agenda link.
lat-camara-frentes-json	https://dadosabertos.camara.leg.br/api/v2/frentes?itens=100&formato=json	json:dados	100	Camara dos Deputados - parliamentary fronts	ブラジル：司法 - Camara dos Deputados - parliamentary fronts	latam_gov	legal	pt	bra,legal,gov	86400	Cross-party parliamentary fronts (lobby caucuses) with title and coordinator.
lat-camara-orgaos-json	https://dadosabertos.camara.leg.br/api/v2/orgaos?itens=100&formato=json	json:dados	100	Camara dos Deputados - bodies and committees	ブラジル：司法 - Camara dos Deputados - bodies and committees	latam_gov	legal	pt	bra,legal,gov	86400	Committees, commissions and other Chamber bodies with type, name and activity dates.
lat-camara-partidos-json	https://dadosabertos.camara.leg.br/api/v2/partidos?itens=100&formato=json	json:dados	22	Camara dos Deputados - parties	ブラジル：司法 - Camara dos Deputados - parties	latam_gov	legal	pt	bra,legal,gov	86400	Parties with representation in the Chamber, with acronym, name and leadership links.
lat-camara-props-json	https://dadosabertos.camara.leg.br/api/v2/proposicoes?itens=100&ordem=DESC&ordenarPor=id&formato=json	json:dados	100	Camara dos Deputados - bills and motions	ブラジル：司法 - Camara dos Deputados - bills and motions	latam_gov	legal	pt	bra,legal,gov	3600	Newest legislative propositions in Brazil's lower house with type, number, year, author link and subject.
lat-camara-votacoes-json	https://dadosabertos.camara.leg.br/api/v2/votacoes?itens=100&ordem=DESC&ordenarPor=dataHoraRegistro&formato=json	json:dados	100	Camara dos Deputados - recorded votes	ブラジル：司法 - Camara dos Deputados - recorded votes	latam_gov	legal	pt	bra,legal,gov	3600	Most recent recorded votes with body, date, subject and approval outcome.
lat-cemaden-rss	http://www2.cemaden.gov.br/feed/	rss	10	CEMADEN - natural disaster monitoring bulletin	ブラジル：防災 - CEMADEN - natural disaster monitoring bulletin	latam_hazard	hazard	pt	bra,hazard,hazard	1800	Brazil's national disaster monitoring and early warning centre publishing situation notes and alerts.
lat-ckan-aneel	https://dadosabertos.aneel.gov.br/api/3/action/package_search?rows=100	json:result.results	71	ANEEL Dados Abertos - dataset catalogue	ブラジル：オープンデータ - ANEEL Dados Abertos - dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-datos-ar	https://datos.gob.ar/api/3/action/package_search?rows=100	json:result.results	100	Datos Argentina - national dataset catalogue	アルゼンチン：オープンデータ - Datos Argentina - national dataset catalogue	latam_data	opendata	es	arg,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-datos-cl	https://datos.gob.cl/api/3/action/package_search?rows=100	json:result.results	100	Datos.gob.cl - national dataset catalogue	チリ：オープンデータ - Datos.gob.cl - national dataset catalogue	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-datos-do	https://datos.gob.do/api/3/action/package_search?rows=100	json:result.results	100	Datos Abiertos Republica Dominicana - national dataset catalogue	ドミニカ共和国：オープンデータ - Datos Abiertos Republica Dominicana - national dataset catalogue	latam_data	opendata	es	dom,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-datos-pa	https://www.datosabiertos.gob.pa/api/3/action/package_search?rows=100	json:result.results	100	Datos Abiertos Panama - national dataset catalogue	パナマ：オープンデータ - Datos Abiertos Panama - national dataset catalogue	latam_data	opendata	es	pan,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-datos-uy	https://catalogodatos.gub.uy/api/3/action/package_search?rows=100	json:result.results	100	Catalogo de Datos Abiertos de Uruguay - national dataset catalogue	ウルグアイ：オープンデータ - Catalogo de Datos Abiertos de Uruguay - national dataset catalogue	latam_data	opendata	es	ury,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-fortaleza	https://dados.fortaleza.ce.gov.br/api/3/action/package_search?rows=100	json:result.results	100	Prefeitura de Fortaleza Dados Abertos - dataset catalogue	ブラジル：オープンデータ - Prefeitura de Fortaleza Dados Abertos - dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-hcdn-ar	https://datos.hcdn.gob.ar/api/3/action/package_search?rows=100	json:result.results	29	Camara de Diputados de Argentina Datos Abiertos - dataset catalogue	アルゼンチン：オープンデータ - Camara de Diputados de Argentina Datos Abiertos - dataset catalogue	latam_data	opendata	es	arg,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-ibama	https://dadosabertos.ibama.gov.br/api/3/action/package_search?rows=100	json:result.results	76	IBAMA Dados Abertos - dataset catalogue	ブラジル：オープンデータ - IBAMA Dados Abertos - dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-mg-br	https://dados.mg.gov.br/api/3/action/package_search?rows=100	json:result.results	94	Minas Gerais Dados Abertos - dataset catalogue	ブラジル：オープンデータ - Minas Gerais Dados Abertos - dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-mma-cl	https://datosretc.mma.gob.cl/api/3/action/package_search?rows=100	json:result.results	17	Chile RETC (Ministerio del Medio Ambiente) - pollutant-register datasets	チリ：オープンデータ - Chile RETC (Ministerio del Medio Ambiente) - pollutant-register datasets	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-recife	http://dados.recife.pe.gov.br/api/3/action/package_search?rows=100	json:result.results	100	Prefeitura do Recife Dados Abertos - dataset catalogue	ブラジル：オープンデータ - Prefeitura do Recife Dados Abertos - dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-rs-br	https://dados.rs.gov.br/api/3/action/package_search?rows=100	json:result.results	100	Rio Grande do Sul Dados Abertos - dataset catalogue	ブラジル：オープンデータ - Rio Grande do Sul Dados Abertos - dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-ckan-sp-br	https://dados.prefeitura.sp.gov.br/api/3/action/package_search?rows=100	json:result.results	100	Prefeitura de Sao Paulo Dados Abertos - dataset catalogue	ブラジル：オープンデータ - Prefeitura de Sao Paulo Dados Abertos - dataset catalogue	latam_data	opendata	pt	bra,opendata,data	43200	CKAN package_search: dataset titles, publishing organisation, licence, resource URLs and last-modified dates.
lat-cl-ciperchile	https://www.ciperchile.cl/feed/	rss	16	CIPER Chile - investigative journalism	チリ：ニュース - CIPER Chile - investigative journalism	latam_news	news	es	chl,news,news	3600	Publisher-own news feed from CIPER Chile; article headlines, timestamps, links and summaries.
lat-cl-ckan-agua	https://datos.gob.cl/api/3/action/package_search?q=agua&rows=100	json:result.results	55	Datos.gob.cl - water datasets	チリ：オープンデータ - Datos.gob.cl - water datasets	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search filtered to 'agua': matching dataset titles, organisations and resource download URLs.
lat-cl-ckan-ambiente	https://datos.gob.cl/api/3/action/package_search?q=medio+ambiente&rows=100	json:result.results	100	Datos.gob.cl - environment datasets	チリ：オープンデータ - Datos.gob.cl - environment datasets	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search filtered to 'medio ambiente': matching dataset titles, organisations and resource download URLs.
lat-cl-ckan-educacion	https://datos.gob.cl/api/3/action/package_search?q=educacion&rows=100	json:result.results	100	Datos.gob.cl - education datasets	チリ：オープンデータ - Datos.gob.cl - education datasets	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search filtered to 'educacion': matching dataset titles, organisations and resource download URLs.
lat-cl-ckan-energia	https://datos.gob.cl/api/3/action/package_search?q=energia&rows=100	json:result.results	32	Datos.gob.cl - energy datasets	チリ：オープンデータ - Datos.gob.cl - energy datasets	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search filtered to 'energia': matching dataset titles, organisations and resource download URLs.
lat-cl-ckan-mineria	https://datos.gob.cl/api/3/action/package_search?q=mineria&rows=100	json:result.results	77	Datos.gob.cl - mining datasets	チリ：オープンデータ - Datos.gob.cl - mining datasets	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search filtered to 'mineria': matching dataset titles, organisations and resource download URLs.
lat-cl-ckan-orgs2	https://datos.gob.cl/api/3/action/package_search?q=covid&rows=100	json:result.results	100	Datos.gob.cl - COVID datasets	チリ：オープンデータ - Datos.gob.cl - COVID datasets	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search filtered to 'covid': matching dataset titles, organisations and resource download URLs.
lat-cl-ckan-recent	https://datos.gob.cl/api/3/action/current_package_list_with_resources?limit=100	json:result	100	Datos.gob.cl - recently updated datasets	チリ：オープンデータ - Datos.gob.cl - recently updated datasets	latam_data	opendata	es	chl,opendata,data	21600	CKAN current_package_list_with_resources: most recently modified datasets with their full resource list and download URLs.
lat-cl-ckan-salud	https://datos.gob.cl/api/3/action/package_search?q=salud&rows=100	json:result.results	100	Datos.gob.cl - health datasets	チリ：オープンデータ - Datos.gob.cl - health datasets	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search filtered to 'salud': matching dataset titles, organisations and resource download URLs.
lat-cl-ckan-seguridad	https://datos.gob.cl/api/3/action/package_search?q=seguridad&rows=100	json:result.results	100	Datos.gob.cl - public-security datasets	チリ：オープンデータ - Datos.gob.cl - public-security datasets	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search filtered to 'seguridad': matching dataset titles, organisations and resource download URLs.
lat-cl-ckan-sismo	https://datos.gob.cl/api/3/action/package_search?q=emergencia&rows=100	json:result.results	55	Datos.gob.cl - emergency datasets	チリ：オープンデータ - Datos.gob.cl - emergency datasets	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search filtered to 'emergencia': matching dataset titles, organisations and resource download URLs.
lat-cl-ckan-transporte	https://datos.gob.cl/api/3/action/package_search?q=transporte&rows=100	json:result.results	100	Datos.gob.cl - transport datasets	チリ：オープンデータ - Datos.gob.cl - transport datasets	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search filtered to 'transporte': matching dataset titles, organisations and resource download URLs.
lat-cl-ckan-vivienda	https://datos.gob.cl/api/3/action/package_search?q=vivienda&rows=100	json:result.results	35	Datos.gob.cl - housing datasets	チリ：オープンデータ - Datos.gob.cl - housing datasets	latam_data	opendata	es	chl,opendata,data	43200	CKAN package_search filtered to 'vivienda': matching dataset titles, organisations and resource download URLs.
lat-cl-gael-clima	https://api.gael.cloud/general/public/clima	json-array	23	Chile - current weather by station	チリ：防災 - Chile - current weather by station	latam_hazard	hazard	es	chl,hazard,hazard	1800	Current observed conditions at Chilean weather stations: temperature, humidity, wind and pressure.
lat-cl-gael-monedas	https://api.gael.cloud/general/public/monedas	json-array	61	Chile - currency and index quotations	チリ：経済 - Chile - currency and index quotations	latam_data	economy	es	chl,economy,data	21600	Daily quotations for currencies and Chilean reference units published by the central bank.
lat-cl-interferencia	https://interferencia.cl/rss.xml	rss	10	Interferencia - Chilean investigative journalism	チリ：ニュース - Interferencia - Chilean investigative journalism	latam_news	news	es	chl,news,news	3600	Publisher-own news feed from Interferencia; article headlines, timestamps, links and summaries.
lat-cl-mindicador-dolar	https://mindicador.cl/api/dolar	json:serie	31	Chile - USD observed exchange rate series	チリ：経済 - Chile - USD observed exchange rate series	latam_data	economy	es	chl,economy,data	21600	Daily observed CLP/USD rate series for the current year.
lat-cl-mindicador-ipc	https://mindicador.cl/api/ipc	json:serie	31	Chile - consumer price index series	チリ：経済 - Chile - consumer price index series	latam_data	economy	es	chl,economy,data	86400	Monthly Chilean CPI variation series.
lat-cl-mindicador-uf	https://mindicador.cl/api/uf	json:serie	31	Chile - Unidad de Fomento series	チリ：経済 - Chile - Unidad de Fomento series	latam_data	economy	es	chl,economy,data	21600	Daily Unidad de Fomento (inflation-indexed unit) values, the basis for most Chilean contracts.
lat-cl-xor-sismo	https://api.xor.cl/sismo/recent	json:events	27	Chile - recent earthquakes (sismologia mirror)	チリ：防災 - Chile - recent earthquakes (sismologia mirror)	latam_hazard	hazard	es	chl,hazard,hazard	900	Recent Chilean earthquakes with origin time, magnitude, depth and epicentre coordinates.
lat-cnc3-tt	https://www.cnc3.co.tt/feed/	rss	10	CNC3 - Trinidad and Tobago news	トリニダード・トバゴ：ニュース - CNC3 - Trinidad and Tobago news	latam_news	news	en	tto,news,news	3600	Publisher-own news feed from CNC3; article headlines, timestamps, links and summaries.
lat-co-banrep-feed	https://www.banrep.gov.co/es/rss.xml	rss	10	Banco de la Republica de Colombia - news feed	コロンビア：経済 - Banco de la Republica de Colombia - news feed	latam_gov	economy	es	col,economy,gov	21600	Alternate RSS channel for Colombian central bank publications and rate decisions.
lat-co-beneficio-animal	https://www.datos.gov.co/resource/g5gy-3pge.json?$limit=500&$order=:id	json-array	500	Datos Abiertos Colombia - Registered animal slaughter plants	コロンビア：保健 - Datos Abiertos Colombia - Registered animal slaughter plants	latam_data	health	es	col,health,data	86400	Authorised slaughterhouses with location, species handled and authorisation status.
lat-co-cartera	https://www.datos.gov.co/resource/rvii-eis8.json?$limit=500&$order=:id	json-array	500	Datos Abiertos Colombia - Loan portfolio by product	コロンビア：経済 - Datos Abiertos Colombia - Loan portfolio by product	latam_data	economy	es	col,economy,data	86400	Aggregate outstanding loan portfolio split by product line across supervised lenders.
