id	url	stage	verdict	note
IWATE_OPENDATA_CGI	https://www.pref.iwate.jp/cgi-opd/opendata.cgi?mode=search&q=AED	prescreen	NOT_A_RECORD_SOURCE	the legacy CGI renders a search form and site chrome; the result links are not present in the HTML without a POST, so no href list can be declared
YAMANASHI_OPENDATA_DEV	https://opendata.yamanashi.dev/api/	prescreen	HTTP_404	the API project landing page lists no live endpoint (/api/ 404)
OTTOP_OKINAWA_TRANSIT	https://www.ottop.databed.org/	prescreen	NOT_A_RECORD_SOURCE	936 KB single-page application shell, no feed or JSON endpoint discoverable
SEARCH_CKAN_JP	https://search.ckan.jp/api/3/action/package_search?rows=2	prescreen	HTTP_404	the cross-search system documents an API page but the action path 404s
NAGAREYAMA_HUB_DCAT	https://nagareyama-opendata.hub.arcgis.com/api/feed/dcat-us/1.1.json	prescreen	HTTP_404	guessed Hub slug does not exist
MURORAN_HUB_DCAT	https://muroran-opendata.hub.arcgis.com/api/feed/dcat-us/1.1.json	prescreen	HTTP_404	guessed Hub slug does not exist
SHIZUOKA_PREF_HUB_DCAT	https://opendata-shizuoka-pref.hub.arcgis.com/api/feed/dcat-us/1.1.json	prescreen	HTTP_404	guessed Hub slug does not exist
ESRIJ_GOV_HUB_SEARCH_PIVOT	https://esrij-gov-japan.hub.arcgis.com/api/search/v1/collections/dataset/items?limit=100	prescreen	HTTP_404	this Hub site serves the DCAT feed (shipped) but not the search API
HARP_DATASET_RSS	https://www.harp.lg.jp/opendata/dataset.rss	prescreen	HTTP_404	SHIRASAGI opendata has no dataset RSS; the package_search API is shipped instead
PREF_CMS_RSS_GUESSES	https://www.pref.{hokkaido,aomori,iwate,miyagi,akita,ibaraki,tochigi,toyama,ishikawa,fukui,mie,kyoto,osaka,wakayama,tokushima,kagawa,kochi,saga,nagasaki,okinawa,shiga,nagano}.lg.jp/rss/10/list1.xml	prescreen	HTTP_404	the Fujitsu-CMS feed path used by the registered prefectures does not exist on these 22 prefectural hosts (also tried /news.rss); www.pref.nara.jp answers 403
YAMANASHI_PREF_RSS	https://www.pref.yamanashi.jp/rss/10/list1.xml	prescreen	TIMEOUT	www.pref.yamanashi.jp timed out on every request (also /dourokisei/ road-regulation page)
PREF_CKAN_HOST_GUESSES	https://{ckan,opendata,data}.pref.<47 prefectures>.{lg.jp,jp}/api/3/action/package_search	prescreen	DNS_FAIL	470 host/path guesses across all 47 prefectures; only ckan.pref.akita.lg.jp and ckan.pref.miyazaki.lg.jp resolved to a live CKAN (both shipped), the SHIRASAGI portals answered only on /api/package_search (shipped)
CITY_CKAN_HOST_GUESSES	https://{opendata,data,ckan}.city.<17 cities>.lg.jp/api/3/action/package_search	prescreen	DNS_FAIL	51 host guesses for Sendai, Niigata, Shizuoka, Hamamatsu, Nagoya, Kobe, Hiroshima, Fukuoka, Kitakyushu, Kumamoto, Naha, Chiba, Kawasaki, Saitama, Sagamihara, Sakai, Okayama; none resolved to a CKAN
JPL_GUNMA_PREF_RSS_LIST6	https://www.pref.gunma.jp/rss/10/list6.xml	probe	UNPARSEABLE	RSS 1.0 (rdf:RDF) document carrying a single item; the prober cannot parse it and one item is not worth a row
JPL_MIYAZAKI_CKAN_SEARCH_PIVOT	https://ckan.pref.miyazaki.lg.jp/api/3/action/package_search?q={q}&rows=100	prescreen	FILTER_IGNORED	an impossible keyword returns 544 of 4,937 datasets (Solr fuzzy/OR matching); a pivot would attribute unrelated datasets to the entity. The full listing and the bosai-data organisation rows are shipped instead
JPL_*_CKAN_GROUP_*	https://<ckan>/api/3/action/package_search?fq=groups:<group>&rows=100	authoring	SAME_DATASET	group (theme) slices re-partition the same datasets already fetched exhaustively through the per-organisation rows and the full listing; not authored
JPL_SHIBUYA_HUB_ITEMS / JPL_AIZUWAKAMATSU_HUB_ITEMS	https://<hub>/api/search/v1/collections/dataset/items?limit=100	authoring	SAME_DATASET	the Hub search collection without a query is the same dataset set as the DCAT feed already shipped; kept only as the {q} pivot
JPL_KAGAWA_ODP_SEARCH_PIVOT / others with q=AED	(SHIRASAGI portals)	probe	PASS	kept; noted only because AED returned few hits on the smaller portals and every one still returned at least one record
