id	list_url	detail_url	detail_key
af-ihsn-zm	https://catalog.ihsn.org/index.php/api/catalog/search?ps=50&country=Zambia	https://catalog.ihsn.org/index.php/api/catalog/{v}	idno
af-ihsn-rw	https://catalog.ihsn.org/index.php/api/catalog/search?ps=50&country=Rwanda	https://catalog.ihsn.org/index.php/api/catalog/{v}	idno
af-ihsn-bw	https://catalog.ihsn.org/index.php/api/catalog/search?ps=50&country=Botswana	https://catalog.ihsn.org/index.php/api/catalog/{v}	idno
af-ihsn-na	https://catalog.ihsn.org/index.php/api/catalog/search?ps=50&country=Namibia	https://catalog.ihsn.org/index.php/api/catalog/{v}	idno
af-ihsn-et	https://catalog.ihsn.org/index.php/api/catalog/search?ps=50&country=Ethiopia	https://catalog.ihsn.org/index.php/api/catalog/{v}	idno
af-dportal-act-ng	https://d-portal.org/q?from=act&country_code=NG&limit=100&form=json	https://d-portal.org/q?from=act&aid={v}&form=json	aid
af-dportal-act-ke	https://d-portal.org/q?from=act&country_code=KE&limit=100&form=json	https://d-portal.org/q?from=act&aid={v}&form=json	aid
af-dportal-act-gh	https://d-portal.org/q?from=act&country_code=GH&limit=100&form=json	https://d-portal.org/q?from=act&aid={v}&form=json	aid
af-dportal-act-za	https://d-portal.org/q?from=act&country_code=ZA&limit=100&form=json	https://d-portal.org/q?from=act&aid={v}&form=json	aid
af-dportal-act-ug	https://d-portal.org/q?from=act&country_code=UG&limit=100&form=json	https://d-portal.org/q?from=act&aid={v}&form=json	aid
af-dportal-act-tz	https://d-portal.org/q?from=act&country_code=TZ&limit=100&form=json	https://d-portal.org/q?from=act&aid={v}&form=json	aid
af-dportal-act-zm	https://d-portal.org/q?from=act&country_code=ZM&limit=100&form=json	https://d-portal.org/q?from=act&aid={v}&form=json	aid
af-dportal-act-rw	https://d-portal.org/q?from=act&country_code=RW&limit=100&form=json	https://d-portal.org/q?from=act&aid={v}&form=json	aid
af-dportal-act-bw	https://d-portal.org/q?from=act&country_code=BW&limit=100&form=json	https://d-portal.org/q?from=act&aid={v}&form=json	aid
af-dportal-act-na	https://d-portal.org/q?from=act&country_code=NA&limit=100&form=json	https://d-portal.org/q?from=act&aid={v}&form=json	aid
af-dportal-act-et	https://d-portal.org/q?from=act&country_code=ET&limit=100&form=json	https://d-portal.org/q?from=act&aid={v}&form=json	aid
af-dportal-trans-ng	https://d-portal.org/q?from=act,trans&trans_country_code=NG&limit=100&form=json	https://d-portal.org/q?from=trans&aid={v}&form=json	aid
af-dportal-trans-ke	https://d-portal.org/q?from=act,trans&trans_country_code=KE&limit=100&form=json	https://d-portal.org/q?from=trans&aid={v}&form=json	aid
af-dportal-trans-gh	https://d-portal.org/q?from=act,trans&trans_country_code=GH&limit=100&form=json	https://d-portal.org/q?from=trans&aid={v}&form=json	aid
af-dportal-trans-za	https://d-portal.org/q?from=act,trans&trans_country_code=ZA&limit=100&form=json	https://d-portal.org/q?from=trans&aid={v}&form=json	aid
af-dportal-trans-ug	https://d-portal.org/q?from=act,trans&trans_country_code=UG&limit=100&form=json	https://d-portal.org/q?from=trans&aid={v}&form=json	aid
af-dportal-trans-tz	https://d-portal.org/q?from=act,trans&trans_country_code=TZ&limit=100&form=json	https://d-portal.org/q?from=trans&aid={v}&form=json	aid
af-dportal-trans-zm	https://d-portal.org/q?from=act,trans&trans_country_code=ZM&limit=100&form=json	https://d-portal.org/q?from=trans&aid={v}&form=json	aid
af-dportal-trans-rw	https://d-portal.org/q?from=act,trans&trans_country_code=RW&limit=100&form=json	https://d-portal.org/q?from=trans&aid={v}&form=json	aid
af-dportal-trans-bw	https://d-portal.org/q?from=act,trans&trans_country_code=BW&limit=100&form=json	https://d-portal.org/q?from=trans&aid={v}&form=json	aid
af-dportal-trans-na	https://d-portal.org/q?from=act,trans&trans_country_code=NA&limit=100&form=json	https://d-portal.org/q?from=trans&aid={v}&form=json	aid
af-dportal-trans-et	https://d-portal.org/q?from=act,trans&trans_country_code=ET&limit=100&form=json	https://d-portal.org/q?from=trans&aid={v}&form=json	aid
af-gleif-lei-ng	https://api.gleif.org/api/v1/lei-records?filter%5Bentity.legalAddress.country%5D=NG&page%5Bsize%5D=100	https://api.gleif.org/api/v1/lei-records/{v}	id
af-gleif-lei-ke	https://api.gleif.org/api/v1/lei-records?filter%5Bentity.legalAddress.country%5D=KE&page%5Bsize%5D=100	https://api.gleif.org/api/v1/lei-records/{v}	id
af-gleif-lei-gh	https://api.gleif.org/api/v1/lei-records?filter%5Bentity.legalAddress.country%5D=GH&page%5Bsize%5D=100	https://api.gleif.org/api/v1/lei-records/{v}	id
af-gleif-lei-za	https://api.gleif.org/api/v1/lei-records?filter%5Bentity.legalAddress.country%5D=ZA&page%5Bsize%5D=100	https://api.gleif.org/api/v1/lei-records/{v}	id
af-gleif-lei-ug	https://api.gleif.org/api/v1/lei-records?filter%5Bentity.legalAddress.country%5D=UG&page%5Bsize%5D=100	https://api.gleif.org/api/v1/lei-records/{v}	id
af-gleif-lei-tz	https://api.gleif.org/api/v1/lei-records?filter%5Bentity.legalAddress.country%5D=TZ&page%5Bsize%5D=100	https://api.gleif.org/api/v1/lei-records/{v}	id
af-gleif-lei-zm	https://api.gleif.org/api/v1/lei-records?filter%5Bentity.legalAddress.country%5D=ZM&page%5Bsize%5D=100	https://api.gleif.org/api/v1/lei-records/{v}	id
af-gleif-lei-rw	https://api.gleif.org/api/v1/lei-records?filter%5Bentity.legalAddress.country%5D=RW&page%5Bsize%5D=100	https://api.gleif.org/api/v1/lei-records/{v}	id
af-gleif-lei-bw	https://api.gleif.org/api/v1/lei-records?filter%5Bentity.legalAddress.country%5D=BW&page%5Bsize%5D=100	https://api.gleif.org/api/v1/lei-records/{v}	id
af-gleif-lei-na	https://api.gleif.org/api/v1/lei-records?filter%5Bentity.legalAddress.country%5D=NA&page%5Bsize%5D=100	https://api.gleif.org/api/v1/lei-records/{v}	id
af-gleif-lei-et	https://api.gleif.org/api/v1/lei-records?filter%5Bentity.legalAddress.country%5D=ET&page%5Bsize%5D=100	https://api.gleif.org/api/v1/lei-records/{v}	id
af-pmg-committee-meetings	https://api.pmg.org.za/committee-meeting/	https://api.pmg.org.za/committee-meeting/{v}/	id
af-pmg-question-replies	https://api.pmg.org.za/question_reply/	https://api.pmg.org.za/question_reply/{v}/	id
af-pmg-tabled-committee-reports	https://api.pmg.org.za/tabled-committee-report/	https://api.pmg.org.za/tabled-committee-report/{v}/	id
af-pmg-hansard	https://api.pmg.org.za/hansard/	https://api.pmg.org.za/hansard/{v}/	id
af-pmg-calls-for-comment	https://api.pmg.org.za/call-for-comment/	https://api.pmg.org.za/call-for-comment/{v}/	id
af-pmg-gazettes	https://api.pmg.org.za/gazette/	https://api.pmg.org.za/gazette/{v}/	id
af-pmg-ministers	https://api.pmg.org.za/minister/	https://api.pmg.org.za/minister/{v}/	id
af-pmg-policy-documents	https://api.pmg.org.za/policy-document/	https://api.pmg.org.za/policy-document/{v}/	id
af-pmg-briefings	https://api.pmg.org.za/briefing/	https://api.pmg.org.za/briefing/{v}/	id
af-dhs-data-ng	https://api.dhsprogram.com/rest/dhs/data?countryIds=NG&f=json&perpage=100	https://api.dhsprogram.com/rest/dhs/indicators/{v}?f=json	IndicatorId
af-dhs-data-ke	https://api.dhsprogram.com/rest/dhs/data?countryIds=KE&f=json&perpage=100	https://api.dhsprogram.com/rest/dhs/indicators/{v}?f=json	IndicatorId
af-dhs-data-gh	https://api.dhsprogram.com/rest/dhs/data?countryIds=GH&f=json&perpage=100	https://api.dhsprogram.com/rest/dhs/indicators/{v}?f=json	IndicatorId
af-dhs-data-za	https://api.dhsprogram.com/rest/dhs/data?countryIds=ZA&f=json&perpage=100	https://api.dhsprogram.com/rest/dhs/indicators/{v}?f=json	IndicatorId
af-dhs-data-ug	https://api.dhsprogram.com/rest/dhs/data?countryIds=UG&f=json&perpage=100	https://api.dhsprogram.com/rest/dhs/indicators/{v}?f=json	IndicatorId
af-dhs-data-tz	https://api.dhsprogram.com/rest/dhs/data?countryIds=TZ&f=json&perpage=100	https://api.dhsprogram.com/rest/dhs/indicators/{v}?f=json	IndicatorId
af-dhs-data-zm	https://api.dhsprogram.com/rest/dhs/data?countryIds=ZM&f=json&perpage=100	https://api.dhsprogram.com/rest/dhs/indicators/{v}?f=json	IndicatorId
af-dhs-data-rw	https://api.dhsprogram.com/rest/dhs/data?countryIds=RW&f=json&perpage=100	https://api.dhsprogram.com/rest/dhs/indicators/{v}?f=json	IndicatorId
af-dhs-data-et	https://api.dhsprogram.com/rest/dhs/data?countryIds=ET&f=json&perpage=100	https://api.dhsprogram.com/rest/dhs/indicators/{v}?f=json	IndicatorId
dportal-iati-ma	https://d-portal.org/q?country_code=MA&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
dportal-iati-tn	https://d-portal.org/q?country_code=TN&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
dportal-iati-dz	https://d-portal.org/q?country_code=DZ&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
dportal-iati-eg	https://d-portal.org/q?country_code=EG&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
dportal-iati-sn	https://d-portal.org/q?country_code=SN&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
dportal-iati-ci	https://d-portal.org/q?country_code=CI&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
dportal-iati-cm	https://d-portal.org/q?country_code=CM&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
dportal-iati-bj	https://d-portal.org/q?country_code=BJ&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
dportal-iati-bf	https://d-portal.org/q?country_code=BF&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
dportal-iati-ml	https://d-portal.org/q?country_code=ML&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
dportal-iati-cd	https://d-portal.org/q?country_code=CD&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
dportal-iati-mg	https://d-portal.org/q?country_code=MG&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
dportal-iati-mu	https://d-portal.org/q?country_code=MU&limit=50&form=json	https://d-portal.org/q?from=act%2Ctrans&aid={v}&form=json&limit=100	aid
undp-projects-ma	https://api.open.undp.org/api/units/MAR.json	https://api.open.undp.org/api/projects/{v}.json	id
undp-projects-tn	https://api.open.undp.org/api/units/TUN.json	https://api.open.undp.org/api/projects/{v}.json	id
undp-projects-dz	https://api.open.undp.org/api/units/DZA.json	https://api.open.undp.org/api/projects/{v}.json	id
undp-projects-eg	https://api.open.undp.org/api/units/EGY.json	https://api.open.undp.org/api/projects/{v}.json	id
undp-projects-sn	https://api.open.undp.org/api/units/SEN.json	https://api.open.undp.org/api/projects/{v}.json	id
undp-projects-ci	https://api.open.undp.org/api/units/CIV.json	https://api.open.undp.org/api/projects/{v}.json	id
undp-projects-cm	https://api.open.undp.org/api/units/CMR.json	https://api.open.undp.org/api/projects/{v}.json	id
undp-projects-bj	https://api.open.undp.org/api/units/BEN.json	https://api.open.undp.org/api/projects/{v}.json	id
undp-projects-bf	https://api.open.undp.org/api/units/BFA.json	https://api.open.undp.org/api/projects/{v}.json	id
undp-projects-ml	https://api.open.undp.org/api/units/MLI.json	https://api.open.undp.org/api/projects/{v}.json	id
undp-projects-cd	https://api.open.undp.org/api/units/COD.json	https://api.open.undp.org/api/projects/{v}.json	id
undp-projects-mg	https://api.open.undp.org/api/units/MDG.json	https://api.open.undp.org/api/projects/{v}.json	id
undp-projects-mu	https://api.open.undp.org/api/units/MUS.json	https://api.open.undp.org/api/projects/{v}.json	id
ihsn-microdata-ma	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Morocco&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
ihsn-microdata-tn	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Tunisia&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
ihsn-microdata-dz	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Algeria&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
ihsn-microdata-eg	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Egypt&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
ihsn-microdata-sn	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Senegal&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
ihsn-microdata-ci	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Cote%20d%27Ivoire&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
ihsn-microdata-cm	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Cameroon&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
ihsn-microdata-bj	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Benin&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
ihsn-microdata-bf	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Burkina%20Faso&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
ihsn-microdata-ml	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Mali&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
ihsn-microdata-cd	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Congo&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
ihsn-microdata-mg	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Madagascar&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
ihsn-microdata-mu	http://catalog.ihsn.org/index.php/api/catalog/search?format=json&country=Mauritius&ps=50	http://catalog.ihsn.org/index.php/api/catalog/{v}	idno
capmas-news	https://www.capmas.gov.eg:8080/api/News	https://www.capmas.gov.eg:8080/api/News/{v}	id
ansd-appel-offre	https://www.ansd.sn/jsonapi/node/appel_d_offre	https://www.ansd.sn/jsonapi/node/appel_d_offre/{v}	id
ansd-actualite	https://www.ansd.sn/jsonapi/node/actualite	https://www.ansd.sn/jsonapi/node/actualite/{v}	id
ansd-lois-reglements	https://www.ansd.sn/jsonapi/node/lois_et_reglements	https://www.ansd.sn/jsonapi/node/lois_et_reglements/{v}	id
ansd-enquete-etude	https://www.ansd.sn/jsonapi/node/enquete_et_etude	https://www.ansd.sn/jsonapi/node/enquete_et_etude/{v}	id
ansd-indicateur-economique	https://www.ansd.sn/jsonapi/node/indicateur_economique	https://www.ansd.sn/jsonapi/node/indicateur_economique/{v}	id
ansd-nada-microdata	http://anads.ansd.sn/index.php/api/catalog/search?format=json&ps=50	http://anads.ansd.sn/index.php/api/catalog/{v}	idno
br-minhareceita-cnpj	https://minhareceita.org/19131243000197	https://minhareceita.org/{v}	cnpj
br-cnpjws-publica	https://publica.cnpj.ws/cnpj/19131243000197	https://publica.cnpj.ws/cnpj/{v}	cnpj_raiz
br-cnpja-open-office	https://open.cnpja.com/office/19131243000197	https://open.cnpja.com/office/{v}	taxId
br-ipea-metadados	https://www.ipeadata.gov.br/api/odata4/Metadados	https://www.ipeadata.gov.br/api/odata4/Metadados('{v}')/Valores	SERCODIGO
br-datasus-cnes-estabelecimentos	https://apidadosabertos.saude.gov.br/cnes/estabelecimentos?limit=20	https://apidadosabertos.saude.gov.br/cnes/estabelecimentos/{v}	codigo_cnes
br-camara-deputado-detalhe	https://dadosabertos.camara.leg.br/api/v2/deputados/204554	https://dadosabertos.camara.leg.br/api/v2/deputados/{v}	id
br-camara-proposicao-detalhe	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2390524	https://dadosabertos.camara.leg.br/api/v2/proposicoes/{v}	id
br-senado-processo-lista	https://legis.senado.leg.br/dadosabertos/processo?ano=2026&sigla=PEC	https://legis.senado.leg.br/dadosabertos/processo/{v}	id
br-ibge-municipio-detalhe	https://servicodados.ibge.gov.br/api/v1/localidades/municipios/3550308	https://servicodados.ibge.gov.br/api/v1/localidades/municipios/{v}	id
br-ibge-censo-nomes	https://servicodados.ibge.gov.br/api/v2/censos/nomes/silva	https://servicodados.ibge.gov.br/api/v2/censos/nomes/{v}	nome
ar-georef-departamentos	https://apis.datos.gob.ar/georef/api/departamentos?max=3	https://apis.datos.gob.ar/georef/api/departamentos?id={v}	id
ar-bcra-monetarias	https://api.bcra.gob.ar/estadisticas/v4.0/monetarias	https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/{v}	idVariable
ar-bcra-central-deudores	https://api.bcra.gob.ar/CentralDeDeudores/v1.0/Deudas/30500010912	https://api.bcra.gob.ar/CentralDeDeudores/v1.0/Deudas/{v}	identificacion
py-dncp-ocds-release	https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/1f00844a-1ae5-6314-a8b6-15532f4edc1d-1786885244	https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/{v}	id
mx-dof-sidof-notas	https://sidofqa.segob.gob.mx/dof/sidof/notas/14-08-2026	https://sidofqa.segob.gob.mx/dof/sidof/notas/nota/{v}	codNota
co-dane-microdatos-nada	https://microdatos.dane.gov.co/index.php/api/catalog/search?format=json&ps=50	https://microdatos.dane.gov.co/index.php/api/catalog/{v}	idno
bo-ine-anda-microdatos	https://anda.ine.gob.bo/index.php/api/catalog/search?format=json&ps=50	https://anda.ine.gob.bo/index.php/api/catalog/{v}	idno
il-knesset-agenda	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_Agenda?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_Agenda({v})?$format=json	AgendaID
il-knesset-bill-name	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_BillName?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_Bill({v})?$format=json	BillID
il-knesset-bill-initiator	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_BillInitiator?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_Person({v})?$format=json	PersonID
il-knesset-document-bill	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_DocumentBill?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_DocumentBill?$filter=BillID%20eq%20{v}&$format=json	BillID
il-knesset-committee-session	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_CommitteeSession?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_CmtSessionItem?$filter=CommitteeSessionID%20eq%20{v}&$format=json	CommitteeSessionID
il-knesset-cmt-session-item	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_CmtSessionItem?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_CommitteeSession({v})?$format=json	CommitteeSessionID
il-knesset-document-committee-session	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_DocumentCommitteeSession?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_DocumentCommitteeSession?$filter=CommitteeSessionID%20eq%20{v}&$format=json	CommitteeSessionID
il-knesset-query	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_Query?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_DocumentQuery?$filter=QueryID%20eq%20{v}&$format=json	QueryID
il-knesset-person-to-position	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_PersonToPosition?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_PersonToPosition?$filter=PersonID%20eq%20{v}&$format=json	PersonID
il-knesset-faction	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_Faction?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_Faction({v})?$format=json	FactionID
il-knesset-israel-law	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_IsraelLaw?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_IsraelLawName?$filter=IsraelLawID%20eq%20{v}&$format=json	IsraelLawID
il-knesset-law	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_Law?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_Law({v})?$format=json	LawID
il-knesset-law-binding	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_LawBinding?$top=100&$format=json	https://knesset.gov.il/Odata/ParliamentInfo.svc/KNS_LawBinding?$filter=IsraelLawID%20eq%20{v}&$format=json	IsraelLawID
il-knesset-votes-header	https://knesset.gov.il/Odata/Votes.svc/View_vote_rslts_hdr_Approved?$top=100&$format=json	https://knesset.gov.il/Odata/Votes.svc/vote_rslts_kmmbr_shadow?$filter=vote_id%20eq%20{v}&$format=json	vote_id
il-knesset-mmm-documents	https://knesset.gov.il/Odata/MMM.svc/documents?$top=100&$format=json	https://knesset.gov.il/Odata/MMM.svc/documents({v})?$format=json	doc_id
il-knesset-mmm-people	https://knesset.gov.il/Odata/MMM.svc/people?$top=100&$format=json	https://knesset.gov.il/Odata/MMM.svc/people({v})?$format=json	people_id
il-ica-company-changes	https://data.gov.il/api/3/action/datastore_search?resource_id=28780ab5-3ef1-44c7-8377-da82c0aa6781&limit=100	https://data.gov.il/api/3/action/datastore_search?resource_id=28780ab5-3ef1-44c7-8377-da82c0aa6781&q={v}&limit=100	מספר תאגיד
il-moj-amutot-registered	https://data.gov.il/api/3/action/datastore_search?resource_id=be5b7935-3922-45d4-9638-08871b17ec95&limit=100	https://data.gov.il/api/3/action/datastore_search?resource_id=be5b7935-3922-45d4-9638-08871b17ec95&q={v}&limit=100	מספר עמותה
bh-national-exports-2025	https://data.gov.bh/api/explore/v2.1/catalog/datasets/national-export-1-2025/records?limit=100	https://data.gov.bh/api/explore/v2.1/catalog/datasets/national-export-1-2025/records?limit=100&where=country_name%3D%22{v}%22	country_name
np-bipad-resource	https://bipadportal.gov.np/api/v1/resource/?format=json&limit=50	https://bipadportal.gov.np/api/v1/resource/{v}/?format=json	id
np-bipad-organization	https://bipadportal.gov.np/api/v1/organization/?format=json&limit=50	https://bipadportal.gov.np/api/v1/organization/{v}/?format=json	id
np-bipad-earthquake	https://bipadportal.gov.np/api/v1/earthquake/?format=json&limit=50	https://bipadportal.gov.np/api/v1/earthquake/{v}/?format=json	id
np-bipad-municipality	https://bipadportal.gov.np/api/v1/municipality/?format=json&limit=50	https://bipadportal.gov.np/api/v1/municipality/{v}/?format=json	id
sg-acra-entities-master	https://data.gov.sg/api/action/datastore_search?resource_id=d_3f960c10fed6145404ca7b821f263b87&limit=1000	https://data.gov.sg/api/action/datastore_search?resource_id=d_3f960c10fed6145404ca7b821f263b87&limit=1&q={v}	
id-jakarta-slf-buildings	https://jakartasatu.jakarta.go.id/server/rest/services/DPMPTSP/Peta_SLF_DPMPTSP/FeatureServer/0/query?where=1%3D1&outFields=*&returnGeometry=false&resultRecordCount=1000&f=geojson	https://jakartasatu.jakarta.go.id/server/rest/services/DPMPTSP/Peta_SLF_DPMPTSP/FeatureServer/0/query?where=OBJECTID%3D{v}&outFields=*&returnGeometry=false&f=geojson	
ph-psgc-cities-municipalities	https://psgc.cloud/api/cities-municipalities	https://psgc.cloud/api/cities-municipalities/{v}	
ph-psgc-provinces	https://psgc.cloud/api/provinces	https://psgc.cloud/api/provinces/{v}	
ph-psgc-regions	https://psgc.cloud/api/regions	https://psgc.cloud/api/regions/{v}/provinces	
vn-admin-districts	https://provinces.open-api.vn/api/d/	https://provinces.open-api.vn/api/d/{v}?depth=2	
vn-admin-provinces	https://provinces.open-api.vn/api/	https://provinces.open-api.vn/api/p/{v}?depth=2	
