id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description	verified	verified_note
us-data-boston-gov-org-boston-fire-department-org	https://data.boston.gov/api/3/action/package_search?fq=organization:boston-fire-department-org&rows=100	json:result.results		Analyze Boston — org-boston-fire-department-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-boston-fire-department-org	86400	Everything published by Boston Fire Department on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-boston-licensing-board	https://data.boston.gov/api/3/action/package_search?fq=organization:boston-licensing-board&rows=100	json:result.results		Analyze Boston — org-boston-licensing-board (United States)		us_opendata	opendata	en	us,ckan,opendata,org-boston-licensing-board	86400	Everything published by Boston Licensing Board on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-boston-maps	https://data.boston.gov/api/3/action/package_search?fq=organization:boston-maps&rows=100	json:result.results		Analyze Boston — org-boston-maps (United States)		us_opendata	opendata	en	us,ckan,opendata,org-boston-maps	86400	Everything published by Boston Maps on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-boston-police-department-org	https://data.boston.gov/api/3/action/package_search?fq=organization:boston-police-department-org&rows=100	json:result.results		Analyze Boston — org-boston-police-department-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-boston-police-department-org	86400	Everything published by Boston Police Department on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-boston-public-library-org	https://data.boston.gov/api/3/action/package_search?fq=organization:boston-public-library-org&rows=100	json:result.results		Analyze Boston — org-boston-public-library-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-boston-public-library-org	86400	Everything published by Boston Public Library on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-boston-public-schools	https://data.boston.gov/api/3/action/package_search?fq=organization:boston-public-schools&rows=100	json:result.results		Analyze Boston — org-boston-public-schools (United States)		us_opendata	opendata	en	us,ckan,opendata,org-boston-public-schools	86400	Everything published by Boston Public Schools on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-boston-transportation-department-org	https://data.boston.gov/api/3/action/package_search?fq=organization:boston-transportation-department-org&rows=100	json:result.results		Analyze Boston — org-boston-transportation-department-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-boston-transportation-department-org	86400	Everything published by Boston Transportation Department on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-boston-water-and-sewer-commission-org	https://data.boston.gov/api/3/action/package_search?fq=organization:boston-water-and-sewer-commission-org&rows=100	json:result.results		Analyze Boston — org-boston-water-and-sewer-commission-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-boston-water-and-sewer-commission-org	86400	Everything published by Boston Water and Sewer Commission on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-city-clerk	https://data.boston.gov/api/3/action/package_search?fq=organization:city-clerk&rows=100	json:result.results		Analyze Boston — org-city-clerk (United States)		us_opendata	opendata	en	us,ckan,opendata,org-city-clerk	86400	Everything published by City Clerk on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-data-cityofboston-gov	https://data.boston.gov/api/3/action/package_search?fq=organization:data-cityofboston-gov&rows=100	json:result.results		Analyze Boston — org-data-cityofboston-gov (United States)		us_opendata	opendata	en	us,ckan,opendata,org-data-cityofboston-gov	86400	Everything published by City of Boston on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-city-of-boston-archaeology-program-org	https://data.boston.gov/api/3/action/package_search?fq=organization:city-of-boston-archaeology-program-org&rows=100	json:result.results		Analyze Boston — org-city-of-boston-archaeology-program-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-city-of-boston-archaeology-program-org	86400	Everything published by City of Boston Archaeology Program on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-consumer-affairs-and-licensing-departmen	https://data.boston.gov/api/3/action/package_search?fq=organization:consumer-affairs-and-licensing-department-org&rows=100	json:result.results		Analyze Boston — org-consumer-affairs-and-licensing-departmen (United States)		us_opendata	opendata	en	us,ckan,opendata,org-consumer-affairs-and-licensing-departmen	86400	Everything published by Consumer Affairs and Licensing Department on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-department-of-innovation-and-technology-	https://data.boston.gov/api/3/action/package_search?fq=organization:department-of-innovation-and-technology-org&rows=100	json:result.results		Analyze Boston — org-department-of-innovation-and-technology- (United States)		us_opendata	opendata	en	us,ckan,opendata,org-department-of-innovation-and-technology-	86400	Everything published by Department of Innovation and Technology on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-doit-data-analytics-org	https://data.boston.gov/api/3/action/package_search?fq=organization:doit-data-analytics-org&rows=100	json:result.results		Analyze Boston — org-doit-data-analytics-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-doit-data-analytics-org	86400	Everything published by DoIT Data & Analytics on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-election-department-org	https://data.boston.gov/api/3/action/package_search?fq=organization:election-department-org&rows=100	json:result.results		Analyze Boston — org-election-department-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-election-department-org	86400	Everything published by Election Department on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-environment-department-org	https://data.boston.gov/api/3/action/package_search?fq=organization:environment-department-org&rows=100	json:result.results		Analyze Boston — org-environment-department-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-environment-department-org	86400	Everything published by Environment Department on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-equity-inclusion	https://data.boston.gov/api/3/action/package_search?fq=organization:equity-inclusion&rows=100	json:result.results		Analyze Boston — org-equity-inclusion (United States)		us_opendata	opendata	en	us,ckan,opendata,org-equity-inclusion	86400	Everything published by Equity & Inclusion on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-fair-housing-and-equity-org	https://data.boston.gov/api/3/action/package_search?fq=organization:fair-housing-and-equity-org&rows=100	json:result.results		Analyze Boston — org-fair-housing-and-equity-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-fair-housing-and-equity-org	86400	Everything published by Fair Housing and Equity on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-inspectional-services-department-org	https://data.boston.gov/api/3/action/package_search?fq=organization:inspectional-services-department-org&rows=100	json:result.results		Analyze Boston — org-inspectional-services-department-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-inspectional-services-department-org	86400	Everything published by Inspectional Services Department on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-intergovernmental-relations-org	https://data.boston.gov/api/3/action/package_search?fq=organization:intergovernmental-relations-org&rows=100	json:result.results		Analyze Boston — org-intergovernmental-relations-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-intergovernmental-relations-org	86400	Everything published by Intergovernmental Relations on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-mayor-s-office-org	https://data.boston.gov/api/3/action/package_search?fq=organization:mayor-s-office-org&rows=100	json:result.results		Analyze Boston — org-mayor-s-office-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-mayor-s-office-org	86400	Everything published by Mayor's Office on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-mayor-s-office-for-immigrant-advancement	https://data.boston.gov/api/3/action/package_search?fq=organization:mayor-s-office-for-immigrant-advancement-org&rows=100	json:result.results		Analyze Boston — org-mayor-s-office-for-immigrant-advancement (United States)		us_opendata	opendata	en	us,ckan,opendata,org-mayor-s-office-for-immigrant-advancement	86400	Everything published by Mayor's Office for Immigrant Advancement on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-mayor-s-office-of-emergency-management-s	https://data.boston.gov/api/3/action/package_search?fq=organization:mayor-s-office-of-emergency-management-services-org&rows=100	json:result.results		Analyze Boston — org-mayor-s-office-of-emergency-management-s (United States)		us_opendata	opendata	en	us,ckan,opendata,org-mayor-s-office-of-emergency-management-s	86400	Everything published by Mayor's Office of Emergency Management Services on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-mayors-office-of-housing	https://data.boston.gov/api/3/action/package_search?fq=organization:mayors-office-of-housing&rows=100	json:result.results		Analyze Boston — org-mayors-office-of-housing (United States)		us_opendata	opendata	en	us,ckan,opendata,org-mayors-office-of-housing	86400	Everything published by Mayor's Office of Housing on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-mayor-s-office-of-new-urban-mechanics	https://data.boston.gov/api/3/action/package_search?fq=organization:mayor-s-office-of-new-urban-mechanics&rows=100	json:result.results		Analyze Boston — org-mayor-s-office-of-new-urban-mechanics (United States)		us_opendata	opendata	en	us,ckan,opendata,org-mayor-s-office-of-new-urban-mechanics	86400	Everything published by Mayor's Office of New Urban Mechanics on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-womens-advancement	https://data.boston.gov/api/3/action/package_search?fq=organization:womens-advancement&rows=100	json:result.results		Analyze Boston — org-womens-advancement (United States)		us_opendata	opendata	en	us,ckan,opendata,org-womens-advancement	86400	Everything published by Mayor's Office of Women's Advancement on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-neighborhood-services-org	https://data.boston.gov/api/3/action/package_search?fq=organization:neighborhood-services-org&rows=100	json:result.results		Analyze Boston — org-neighborhood-services-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-neighborhood-services-org	86400	Everything published by Neighborhood Services on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-office-of-arts-culture-org	https://data.boston.gov/api/3/action/package_search?fq=organization:office-of-arts-culture-org&rows=100	json:result.results		Analyze Boston — org-office-of-arts-culture-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-office-of-arts-culture-org	86400	Everything published by Office of Arts & Culture on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-office-of-budget-management	https://data.boston.gov/api/3/action/package_search?fq=organization:office-of-budget-management&rows=100	json:result.results		Analyze Boston — org-office-of-budget-management (United States)		us_opendata	opendata	en	us,ckan,opendata,org-office-of-budget-management	86400	Everything published by Office of Budget Management on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-office-of-economic-development-org	https://data.boston.gov/api/3/action/package_search?fq=organization:office-of-economic-development-org&rows=100	json:result.results		Analyze Boston — org-office-of-economic-development-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-office-of-economic-development-org	86400	Everything published by Office of Economic Development on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-office-of-human-resources-org	https://data.boston.gov/api/3/action/package_search?fq=organization:office-of-human-resources-org&rows=100	json:result.results		Analyze Boston — org-office-of-human-resources-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-office-of-human-resources-org	86400	Everything published by Office of Human Resources on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-office-of-the-parking-clerk-org	https://data.boston.gov/api/3/action/package_search?fq=organization:office-of-the-parking-clerk-org&rows=100	json:result.results		Analyze Boston — org-office-of-the-parking-clerk-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-office-of-the-parking-clerk-org	86400	Everything published by Office of the Parking Clerk on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-parks-and-recreation	https://data.boston.gov/api/3/action/package_search?fq=organization:parks-and-recreation&rows=100	json:result.results		Analyze Boston — org-parks-and-recreation (United States)		us_opendata	opendata	en	us,ckan,opendata,org-parks-and-recreation	86400	Everything published by Parks and Recreation on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-boston-planning-development-agency-org	https://data.boston.gov/api/3/action/package_search?fq=organization:boston-planning-development-agency-org&rows=100	json:result.results		Analyze Boston — org-boston-planning-development-agency-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-boston-planning-development-agency-org	86400	Everything published by Planning Department on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
us-data-boston-gov-org-procurement-org	https://data.boston.gov/api/3/action/package_search?fq=organization:procurement-org&rows=100	json:result.results		Analyze Boston — org-procurement-org (United States)		us_opendata	opendata	en	us,ckan,opendata,org-procurement-org	86400	Everything published by Procurement & Supplier Diversity on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at data.boston.gov.	no	pending-probe
fr-data-angers-fr-publisher-ville-d-angers	https://data.angers.fr/api/explore/v2.1/catalog/datasets?where=publisher%3D%22Ville%20d%27Angers%22&limit=100	json:results		Angers Loire Metropol Data Catalog — publisher-ville-d-angers (France)		fr_opendata	opendata	fr	fr,ods,opendata,publisher-ville-d-angers	86400	Every dataset on this portal whose publisher is Ville d'Angers — the publisher's full stream, with field schema and record counts. Served by the ODS platform at data.angers.fr.	no	pending-probe
fr-data-angers-fr-publisher-angers-loire-m-tropole	https://data.angers.fr/api/explore/v2.1/catalog/datasets?where=publisher%3D%22Angers%20Loire%20M%C3%A9tropole%22&limit=100	json:results		Angers Loire Metropol Data Catalog — publisher-angers-loire-m-tropole (France)		fr_opendata	opendata	fr	fr,ods,opendata,publisher-angers-loire-m-tropole	86400	Every dataset on this portal whose publisher is Angers Loire Métropole — the publisher's full stream, with field schema and record counts. Served by the ODS platform at data.angers.fr.	no	pending-probe
fr-data-angers-fr-publisher-universit-d-angers	https://data.angers.fr/api/explore/v2.1/catalog/datasets?where=publisher%3D%22Universit%C3%A9%20d%27Angers%22&limit=100	json:results		Angers Loire Metropol Data Catalog — publisher-universit-d-angers (France)		fr_opendata	opendata	fr	fr,ods,opendata,publisher-universit-d-angers	86400	Every dataset on this portal whose publisher is Université d'Angers — the publisher's full stream, with field schema and record counts. Served by the ODS platform at data.angers.fr.	no	pending-probe
fr-data-angers-fr-publisher-air-pays-de-la-loire	https://data.angers.fr/api/explore/v2.1/catalog/datasets?where=publisher%3D%22Air%20Pays%20de%20la%20Loire%22&limit=100	json:results		Angers Loire Metropol Data Catalog — publisher-air-pays-de-la-loire (France)		fr_opendata	opendata	fr	fr,ods,opendata,publisher-air-pays-de-la-loire	86400	Every dataset on this portal whose publisher is Air Pays de la Loire — the publisher's full stream, with field schema and record counts. Served by the ODS platform at data.angers.fr.	no	pending-probe
fr-data-angers-fr-publisher-rd-angers	https://data.angers.fr/api/explore/v2.1/catalog/datasets?where=publisher%3D%22RD%20Angers%22&limit=100	json:results		Angers Loire Metropol Data Catalog — publisher-rd-angers (France)		fr_opendata	opendata	fr	fr,ods,opendata,publisher-rd-angers	86400	Every dataset on this portal whose publisher is RD Angers — the publisher's full stream, with field schema and record counts. Served by the ODS platform at data.angers.fr.	no	pending-probe
fr-data-angers-fr-publisher-alter	https://data.angers.fr/api/explore/v2.1/catalog/datasets?where=publisher%3D%22ALTER%22&limit=100	json:results		Angers Loire Metropol Data Catalog — publisher-alter (France)		fr_opendata	opendata	fr	fr,ods,opendata,publisher-alter	86400	Every dataset on this portal whose publisher is ALTER — the publisher's full stream, with field schema and record counts. Served by the ODS platform at data.angers.fr.	no	pending-probe
fr-data-angers-fr-publisher-angers-loire-restauration	https://data.angers.fr/api/explore/v2.1/catalog/datasets?where=publisher%3D%22Angers%20Loire%20Restauration%22&limit=100	json:results		Angers Loire Metropol Data Catalog — publisher-angers-loire-restauration (France)		fr_opendata	opendata	fr	fr,ods,opendata,publisher-angers-loire-restauration	86400	Every dataset on this portal whose publisher is Angers Loire Restauration — the publisher's full stream, with field schema and record counts. Served by the ODS platform at data.angers.fr.	no	pending-probe
fr-data-angers-fr-publisher-citiz	https://data.angers.fr/api/explore/v2.1/catalog/datasets?where=publisher%3D%22CITIZ%22&limit=100	json:results		Angers Loire Metropol Data Catalog — publisher-citiz (France)		fr_opendata	opendata	fr	fr,ods,opendata,publisher-citiz	86400	Every dataset on this portal whose publisher is CITIZ — the publisher's full stream, with field schema and record counts. Served by the ODS platform at data.angers.fr.	no	pending-probe
fr-data-angers-fr-publisher-ign-angers-loire-m-tropole	https://data.angers.fr/api/explore/v2.1/catalog/datasets?where=publisher%3D%22IGN%20-%20Angers%20Loire%20M%C3%A9tropole%22&limit=100	json:results		Angers Loire Metropol Data Catalog — publisher-ign-angers-loire-m-tropole (France)		fr_opendata	opendata	fr	fr,ods,opendata,publisher-ign-angers-loire-m-tropole	86400	Every dataset on this portal whose publisher is IGN - Angers Loire Métropole — the publisher's full stream, with field schema and record counts. Served by the ODS platform at data.angers.fr.	no	pending-probe
fr-data-angers-fr-publisher-openstreetmap	https://data.angers.fr/api/explore/v2.1/catalog/datasets?where=publisher%3D%22Openstreetmap%22&limit=100	json:results		Angers Loire Metropol Data Catalog — publisher-openstreetmap (France)		fr_opendata	opendata	fr	fr,ods,opendata,publisher-openstreetmap	86400	Every dataset on this portal whose publisher is Openstreetmap — the publisher's full stream, with field schema and record counts. Served by the ODS platform at data.angers.fr.	no	pending-probe
es-opendata-aragon-es-datasets	https://opendata.aragon.es/api/3/action/package_search?rows=100	json:result.results		Aragón Open Data — datasets (Spain)		es_opendata	opendata	es	es,ckan,opendata,datasets	86400	Dataset catalogue: title, notes, organization, licence, tags, resource list and modification dates for every published dataset. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
es-opendata-aragon-es-orgs	https://opendata.aragon.es/api/3/action/organization_list?all_fields=true	json:result		Aragón Open Data — orgs (Spain)		es_opendata	opendata	es	es,ckan,opendata,orgs	86400	Every publishing organisation on the portal with its title, description, package count and image. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
es-opendata-aragon-es-groups	https://opendata.aragon.es/api/3/action/group_list?all_fields=true	json:result		Aragón Open Data — groups (Spain)		es_opendata	opendata	es	es,ckan,opendata,groups	86400	Thematic groups/collections declared by the portal. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
es-opendata-aragon-es-tags	https://opendata.aragon.es/api/3/action/tag_list	json:result		Aragón Open Data — tags (Spain)		es_opendata	opendata	es	es,ckan,opendata,tags	86400	The portal's full controlled vocabulary of dataset tags. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
es-opendata-aragon-es-activity	https://opendata.aragon.es/api/3/action/recently_changed_packages_activity_list?limit=100	json:result		Aragón Open Data — activity (Spain)		es_opendata	opendata	es	es,ckan,opendata,activity	86400	Recent publish/update activity — what this authority changed and when, which is the change-detection signal behind the catalogue. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
es-opendata-aragon-es-org-centro-de-investigacion-y-tecnologia-agr	https://opendata.aragon.es/api/3/action/package_search?fq=organization:centro-de-investigacion-y-tecnologia-agroalimentaria-cita&rows=100	json:result.results		Aragón Open Data — org-centro-de-investigacion-y-tecnologia-agr (Spain)		es_opendata	opendata	es	es,ckan,opendata,org-centro-de-investigacion-y-tecnologia-agr	86400	Everything published by Centro de Investigación y Tecnología Agroalimentaria de Aragón (CITA) on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
es-opendata-aragon-es-org-consorcio-de-transportes-del-area-de-zar	https://opendata.aragon.es/api/3/action/package_search?fq=organization:consorcio-de-transportes-del-area-de-zaragoza&rows=100	json:result.results		Aragón Open Data — org-consorcio-de-transportes-del-area-de-zar (Spain)		es_opendata	opendata	es	es,ckan,opendata,org-consorcio-de-transportes-del-area-de-zar	86400	Everything published by Consorcio de Transportes del Área de Zaragoza on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
es-opendata-aragon-es-org-direccion-general-contratacion-patrimoni	https://opendata.aragon.es/api/3/action/package_search?fq=organization:direccion-general-contratacion-patrimonio-organizacion&rows=100	json:result.results		Aragón Open Data — org-direccion-general-contratacion-patrimoni (Spain)		es_opendata	opendata	es	es,ckan,opendata,org-direccion-general-contratacion-patrimoni	86400	Everything published by Dirección General Contratación, Patrimonio y Organización on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
es-opendata-aragon-es-org-direccion-general-administracion-electro	https://opendata.aragon.es/api/3/action/package_search?fq=organization:direccion-general-administracion-electronica-sociedad-informacion&rows=100	json:result.results		Aragón Open Data — org-direccion-general-administracion-electro (Spain)		es_opendata	opendata	es	es,ckan,opendata,org-direccion-general-administracion-electro	86400	Everything published by Dirección General de Administración Electrónica y Aplicaciones Corporativas on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
es-opendata-aragon-es-org-direccion-general-administracion-local	https://opendata.aragon.es/api/3/action/package_search?fq=organization:direccion-general-administracion-local&rows=100	json:result.results		Aragón Open Data — org-direccion-general-administracion-local (Spain)		es_opendata	opendata	es	es,ckan,opendata,org-direccion-general-administracion-local	86400	Everything published by Dirección General de Administración Local on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
es-opendata-aragon-es-org-direccion-general-asistencia-sanitaria	https://opendata.aragon.es/api/3/action/package_search?fq=organization:direccion-general-asistencia-sanitaria&rows=100	json:result.results		Aragón Open Data — org-direccion-general-asistencia-sanitaria (Spain)		es_opendata	opendata	es	es,ckan,opendata,org-direccion-general-asistencia-sanitaria	86400	Everything published by Dirección General de Asistencia Sanitaria y Planificación on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
es-opendata-aragon-es-org-direccion-general-de-calidad-ambiental	https://opendata.aragon.es/api/3/action/package_search?fq=organization:direccion-general-de-calidad-ambiental&rows=100	json:result.results		Aragón Open Data — org-direccion-general-de-calidad-ambiental (Spain)		es_opendata	opendata	es	es,ckan,opendata,org-direccion-general-de-calidad-ambiental	86400	Everything published by Dirección General de Calidad Ambiental on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
es-opendata-aragon-es-org-direccion-general-de-calidad-y-seguridad	https://opendata.aragon.es/api/3/action/package_search?fq=organization:direccion-general-de-calidad-y-seguridad-alimentaria&rows=100	json:result.results		Aragón Open Data — org-direccion-general-de-calidad-y-seguridad (Spain)		es_opendata	opendata	es	es,ckan,opendata,org-direccion-general-de-calidad-y-seguridad	86400	Everything published by Dirección General de Calidad y Seguridad Alimentaria on this portal: every dataset with its resources, licence, tags and last-modified date. Served by the CKAN platform at opendata.aragon.es.	no	pending-probe
