id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description
us-fpds-atom-piid	https://www.fpds.gov/ezsearch/FEEDS/ATOM?FEEDNAME=PUBLIC&templateName=1.5.3&q=PIID%3A%22N0001919C0001%22	atom	10	FPDS-NG contract detail feed by PIID		us_procurement	procurement	en	us,procurement,batch16,high-penetrancy	21600	Detail hop: every base award and every modification sharing one PIID, in full FPDS XML (203 KB for the Navy ALE-70 contract). This is the complete amendment history of a single contract straight from the contract-writing system - the same trail USAspending exposes, but with FPDS's richer competition, set-aside and vendor-parent fields.
us-fed-enforcement-actions-csv	https://www.federalreserve.gov/supervisionreg/files/enforcementactions.csv	csv	2357	Federal Reserve enforcement actions (full history CSV)		us_legal	legal	en	us,legal,batch16,high-penetrancy	43200	455 KB CSV, columns: Effective Date, Termination Date, Individual (the NAMED person barred or fined), Individual Affiliation (their bank and city/state), Banking Organization (for entity actions), Action (Prohibition from Banking, Written Agreement, Cease and Desist, Civil Money Penalty), URL to the press release, Name, Note. Both the institution-level and the named-individual-level enforcement record of the Federal Reserve, in one file, no scraping.
us-cfpb-hmda-filers	https://ffiec.cfpb.gov/v2/data-browser-api/view/filers?years=2023&states=CA	json:institutions	1220	CFPB/FFIEC HMDA filer list		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Every mortgage lender that reported HMDA loan records in a state-year, with lei (the Legal Entity Identifier - the global corporate key), name, count of loan records and period. 29 KB for California 2023. The LEI makes this joinable to GLEIF, SEC and FDIC data, and the count tells you a lender's origination volume in that state.
us-irs-eo-bmf-region4	https://www.irs.gov/pub/irs-soi/eo4.csv	csv	4906	IRS Exempt Organizations BMF (region 4 / territories)		us_corporate	corporate	en	us,corporate,batch16,high-penetrancy	86400	Same 28-column schema as eo1.csv covering the remaining IRS regions and US territories (Puerto Rico etc.). Collecting eo1 through eo4 gives the complete national EO Business Master File - roughly 1.8 million exempt entities with officer care-of names, assets, income and revenue.
us-courtlistener-courts	https://www.courtlistener.com/api/rest/v4/courts/?format=json	json:results	20	CourtListener court registry		us_legal	legal	en	us,legal,batch16,high-penetrancy	43200	3,359 courts, keyless: id (the court slug used as a filter everywhere else, e.g. scotus, cand, nysd), full_name, short_name, citation_string, jurisdiction, start/end dates, in_use, has_opinion_scraper, has_oral_argument_scraper, pacer_court_id and pacer_has_rss_feed. Needed to translate a court slug in a search hit into a real court, and to enumerate which courts have live PACER RSS feeds.
us-epa-echo-detailed-facility-report	https://echodata.epa.gov/echo/dfr_rest_services.get_dfr?output=JSON&p_id=110009441979	json:Results.Permits	4	EPA ECHO — Detailed Facility Report (DFR)		us_environment	environment	en	us,environment,batch16,high-penetrancy	10800	THE deep hop: one FRS RegistryID expands into the full compliance dossier — MultipleFRSFacilities, Reports flags (HasPollRpt/HasAimRpt/HasBiosolidAnnualRpt/HasBflmRpt), and a Permits array carrying, per EPA system (FRS/ICIS-AIR/NPDES/RCRAInfo/SDWIS/TRI), the Statute, EPASystem, EPARegion, SourceID, facility name/address/FIPS/county, Universe, permit ExpDate, lat/lon, IndianCountry flag, SIC/NAICS and geocoding provenance. Downstream sections carry inspections, violations, formal/informal enforcement actions and penalties for that facility.
us-epa-echo-case-report	https://echodata.epa.gov/echo/case_rest_services.get_case_report?output=JSON&p_activity_id=275	json:Results.CaseMilestones	6	EPA ECHO — enforcement case detail report		us_legal	legal	en	us,legal,batch16,high-penetrancy	43200	Full record behind one enforcement case, keyed on ActivityId (NOT case number). Returns ActivityId, CaseNumber, CaseName, CaseType, CaseStatus + date, RegionalDocketNumber, DOJDocketNumber, Lead agency, ReliefSought, EnforcementOutcome, HeadquartersDivision, Branch, ResultVolDisclosure (voluntary self-disclosure), MultiMediaCase flag, EnforcementType, TotalFederalPenalty, TotalStatePenalty, PenaltyCollected, plus defendant/facility linkage, statutes and sections violated, milestones and compliance-action amounts.
us-epa-echo-download-csv	https://echodata.epa.gov/echo/echo_rest_services.get_download?output=CSV&qid=263&qcolumns=1,2,3	csv	164	EPA ECHO — bulk CSV export of a query		us_environment	environment	en	us,environment,batch16,high-penetrancy	10800	Dumps an entire ECHO query result set as CSV instead of paging get_qid. Columns are selected by index via qcolumns (1,2,3 = FacName, FacStreet, FacCity; RegistryID always included). 30,577 data rows in the observed response. Same qid-recycling caveat: take qid from the paired search call's QueryID.
us-epa-envirofacts-tri-facility	https://data.epa.gov/efservice/tri_facility/state_abbr/TX/rows/0:2/JSON	json-array	3	EPA Envirofacts — TRI facility master		us_environment	environment	en	us,environment,batch16,high-penetrancy,detail-hop	10800	Toxics Release Inventory reporting facilities. Per row: tri_facility_id, facility_name, street_address, city_name, county_name, state_county_fips_code, state_abbr, zip_code, EPA region, fac_closed_ind, and the full mailing-address block (mail_name/street/city). Filter by any column: /efservice/tri_facility/<column>/<value>/rows/0:N/JSON. Joins straight into tri_reporting_form.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.
us-epa-envirofacts-tri-reporting-form	https://data.epa.gov/efservice/tri_reporting_form/rows/0:1/JSON	json-array	2	EPA Envirofacts — TRI Form R submissions		us_environment	environment	en	us,environment,batch16,high-penetrancy	10800	One row per chemical per facility per reporting year. doc_ctrl_num (the join key to release/transfer quantities), tri_facility_id, tri_chem_id, form_type_ind, reporting_year, certif_name and certif_official_title (the NAMED EXECUTIVE who signed the toxics report), certif_signature, certif_date_signed, postmark_date, partial_fac/entire_fac, max_amount_of_chem, active_status.
us-epa-envirofacts-tri-chem-info	https://data.epa.gov/efservice/tri_chem_info/rows/0:1/JSON	json-array	2	EPA Envirofacts — TRI chemical dictionary		us_environment	environment	en	us,environment,batch16,high-penetrancy	10800	Resolves tri_chem_id to a substance: chem_name, active_date/inactive_date, caac_ind (Clean Air Act chemical), carc_ind (carcinogen), r3350_ind, metal_ind, feds_ind, classification, pbt_start_year (persistent bioaccumulative toxic).
us-epa-envirofacts-frs-program-facility	https://data.epa.gov/efservice/frs_program_facility/pgm_sys_acrnm/RCRAINFO/state_code/RI/rows/0:2/JSON	json-array	3	EPA Envirofacts — FRS program-system facility crosswalk		us_environment	environment	en	us,environment,batch16,high-penetrancy	10800	Maps a facility to every EPA programme system it appears in — filter by pgm_sys_acrnm (RCRAINFO, ICIS-AIR, NPDES, TRIS, SDWIS, AIRS/AFS, CERCLIS, EIS, GHG) and by state_code. Carries location_address, std_full_address, std_city_name, country_name, tribal_land_name, federal_agency_code, standardised street components, create/update/refresh dates. This is the join table that lets one company name reach all its permits.
us-epa-envirofacts-frs-facility-site	https://data.epa.gov/efservice/frs_facility_site/state_code/RI/rows/0:1/JSON	json-array	2	EPA Envirofacts — FRS facility site master		us_environment	environment	en	us,environment,batch16,high-penetrancy	10800	The Facility Registry Service master record — the canonical EPA identity for a regulated site. state_name, location_address, std_full_address and standardised address components (std_base_name, std_stype_before/after, std_city_name), country_name, tribal_land_name, federal_agency_code, parent linkage, user_id/create_date/update_date provenance. Registry ID here is the key used by ECHO's DFR.
us-sdwis-water-system	https://data.epa.gov/efservice/water_system/state_code/RI/rows/0:1/JSON	json-array	2	EPA SDWIS — public water system master		us_environment	environment	en	us,environment,batch16,high-penetrancy,detail-hop	10800	Every regulated public water system. pwsid (the key for the whole SDWIS family), pws_name, primacy_agency_code, epa_region, season_begin/end_date, pws_activity_code, pws_deactivation_date, pws_type_code (CWS/TNCWS/NTNCWS), gw_sw_code (groundwater/surface), dbpr and lt2 schedule categories, cds_id, population served. Pivots directly to that system's drinking-water violations.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.
us-sdwis-water-system-facility	https://data.epa.gov/efservice/water_system_facility/pwsid/010106001/rows/0:1/JSON	json-array	2	EPA SDWIS — physical facilities within a water system		us_environment	environment	en	us,environment,batch16,high-penetrancy	10800	Wells, intakes, treatment plants and storage inside a PWS: pwsid, facility_id, facility_name, state_facility_id, facility_activity_code, facility_deactivation_date, facility_type_code, submission_status_code, is_source_ind, water_type_code, availability_code, seller/treatment linkage. Lets a violation be pinned to a specific well or plant.
us-epa-envirofacts-pcs-permit-facility	https://data.epa.gov/efservice/pcs_permit_facility/rows/0:0/JSON	json-array	1	EPA PCS — NPDES permitted discharger master		us_environment	environment	en	us,environment,batch16,high-penetrancy,detail-hop	10800	Permit Compliance System discharger record: npdes (permit number, the join key), name_1 and name_2 (facility and process description), major_discharge_indicator, region, city_code/city_name, county_code/county_name, state, SIC, permit dates. Pivots to that permit's inspections and enforcement actions.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.
us-epa-envirofacts-icis-facility-interest	https://data.epa.gov/efservice/icis_facility_interest/rows/0:0/JSON	json-array	1	EPA ICIS — facility interest records		us_environment	environment	en	us,environment,batch16,high-penetrancy	10800	Facility-side of ICIS-NPDES: location_address, city, state, zip, geocoding coordinates and format code, facility UIN, federal/state flag. Joins ICIS permits to physical sites and to FRS.
us-epa-envirofacts-br-reporting	https://data.epa.gov/efservice/br_reporting/rows/0:0/JSON	json-array	1	EPA RCRA Biennial Report — hazardous waste generation		us_environment	environment	en	us,environment,batch16,high-penetrancy,detail-hop	10800	Biennial hazardous-waste report rows: handler_id (EPA Handler ID), activity_location (state), source_type (B = biennial), sequence number, waste description, generation quantity, management method and receiving facility. The tonnage behind a RCRA generator.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.
us-epa-envirofacts-ghg-facility	https://data.epa.gov/efservice/pub_dim_facility/state/TX/rows/0:1/JSON	json-array	2	EPA GHGRP — greenhouse gas reporting facility dimension		us_environment	environment	en	us,environment,batch16,high-penetrancy	10800	Mandatory greenhouse-gas reporters: facility_id, facility_name, latitude/longitude, address1/address2, city, state, state_name, zip, county and county_fips, naics_code, reporting year, bamm_used_desc (best-available-monitoring-method), emission classification. facility_id joins to sector emissions.
us-openfda-device-510k-detail	https://api.fda.gov/device/510k.json?search=k_number:%22K092877%22&limit=1	json:results	1	openFDA — 510(k) clearance detail by K-number		us_health	health	en	us,health,batch16,high-penetrancy	43200	DETAIL HOP on a device clearance: k_number, applicant, contact, address_1/2, city/state/postal_code/country_code, date_received, decision_date, decision_code/description, clearance_type, product_code, advisory_committee and description, review_advisory_committee, statement_or_summary, third_party_flag, expedited_review_flag, device_name, plus the openfda block (device_class, regulation_number, medical_specialty_description). Links a marketed device back to the firm that cleared it.
us-openfda-device-pma-detail	https://api.fda.gov/device/pma.json?search=pma_number:%22P150003%22&limit=1	json:results	1	openFDA — PMA premarket approval detail by PMA number		us_health	health	en	us,health,batch16,high-penetrancy	43200	DETAIL HOP: pma_number, supplement_number and supplement_type/reason, applicant, street/city/state/zip, generic_name, trade_name, product_code, advisory_committee, date_received, decision_date, decision_code, expedited_review_flag, ao_statement (the approval-order text), docket_number, and openfda device_class/regulation_number. The highest-scrutiny device approval record.
us-openfda-device-udi-detail	https://api.fda.gov/device/udi.json?search=public_device_record_key:%22040e0d90-d3b0-4666-9bdb-0920dab5b7ac%22&limit=1	json:results	1	openFDA — Unique Device Identifier record detail		us_health	health	en	us,health,batch16,high-penetrancy	43200	DETAIL HOP into the GUDID: public_device_record_key, public_version_number/date/status, device_description, brand_name, version_or_model_number, catalog_number, company_name, labeler DUNS, identifiers[] (GTIN/DI values and issuing agency), device_sizes, sterilization info, mri_safety, is_rx/is_otc/is_kit/is_combination_product, has_lot_or_batch_number/serial_number/expiration_date, product_codes[], customer_contacts[], device_publish/commercial_distribution dates.
us-openfda-device-classification-detail	https://api.fda.gov/device/classification.json?search=product_code:%22LZG%22&limit=1	json:results	1	openFDA — device product-code classification detail		us_health	health	en	us,health,batch16,high-penetrancy	43200	DETAIL HOP that resolves the product_code appearing on every MAUDE report, recall and 510(k): device_name, medical_specialty_description, device_class, regulation_number, definition, physical_state, technical_method, target_area, gmp_exempt_flag, implant_flag, life_sustain_support_flag, third_party_flag, review_panel, submission_type_id, unclassified_reason.
us-openfda-device-enforcement-by-recall-number	https://api.fda.gov/device/enforcement.json?search=recall_number:%22Z-2372-2023%22&limit=1	json:results	1	openFDA — device enforcement report detail by recall number		us_health	health	en	us,health,batch16,high-penetrancy	43200	DETAIL HOP on the formal FDA enforcement report: recall_number, classification (Class I/II/III), status, recalling_firm and full address, event_id, product_type, product_description, product_quantity, code_info, reason_for_recall, recall_initiation_date, center_classification_date, termination_date, report_date, distribution_pattern, initial_firm_notification, voluntary_mandated, and openfda linkage.
us-openfda-drug-enforcement-by-recall-number	https://api.fda.gov/drug/enforcement.json?search=recall_number:%22D-321-2016%22&limit=1	json:results	1	openFDA — drug enforcement report detail by recall number		us_health	health	en	us,health,batch16,high-penetrancy	43200	DETAIL HOP: full FDA drug recall enforcement record — recall_number, classification, status, recalling_firm, city/state/country/postal_code, event_id, product_description, product_quantity, code_info, reason_for_recall, recall_initiation_date, center_classification_date, termination_date, report_date, distribution_pattern, initial_firm_notification, voluntary_mandated, plus openfda (application_number, brand_name, generic_name, manufacturer_name, product_ndc, substance_name, unii, spl_id).
us-openfda-drugsfda-by-application	https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA021436%22&limit=1	json:results	1	openFDA — Drugs@FDA application detail by NDA/ANDA/BLA number		us_health	health	en	us,health,batch16,high-penetrancy	43200	DETAIL HOP: application_number, sponsor_name, products[] (product_number, reference_drug, brand_name, active_ingredients[] with strength, dosage_form, route, marketing_status, te_code), submissions[] — every supplement with submission_type, submission_number, submission_status and date, review_priority, submission_class_code_description, and application_docs[] with URLs to the approval letters, labels and review packages.
us-openfda-drug-ndc-by-product-ndc	https://api.fda.gov/drug/ndc.json?search=product_ndc:%220002-1433%22&limit=1	json:results	1	openFDA — National Drug Code directory detail		us_health	health	en	us,health,batch16,high-penetrancy	43200	DETAIL HOP: product_ndc, generic_name, labeler_name, brand_name and suffix, active_ingredients[], finished flag, packaging[] (package_ndc, description, marketing_start_date, sample flag), listing_expiration_date, marketing_category, dosage_form, route[], product_type, marketing_start/end_date, application_number, pharm_class[], dea_schedule. Resolves an NDC seen on a recall or adverse event back to its labeler.
us-openfda-food-enforcement-by-recall-number	https://api.fda.gov/food/enforcement.json?search=recall_number:%22F-0001-2024%22&limit=1	json:results	1	openFDA — food recall enforcement detail by recall number		us_health	health	en	us,health,batch16,high-penetrancy	43200	DETAIL HOP: recall_number, classification, status, recalling_firm with full address, event_id, product_type, product_description, product_quantity, code_info, reason_for_recall, recall_initiation_date, center_classification_date, termination_date, report_date, distribution_pattern, initial_firm_notification, voluntary_mandated, more_code_info.
us-openfda-other-historicaldocument	https://api.fda.gov/other/historicaldocument.json?limit=1	json:results	1	openFDA — FDA historical document archive		us_health	health	en	us,health,batch16,high-penetrancy	43200	8,858 documents. Per record: doc_type, title, text/body, num (document number) and date. Endpoint the tree does not currently carry; useful for archival FDA notices and regulatory correspondence.
us-nhtsa-complaints-by-vehicle	https://api.nhtsa.gov/complaints/complaintsByVehicle?make=honda&model=accord&modelYear=2020	json:results	345	NHTSA — consumer safety complaints by vehicle		us_transport	transport	en	us,transport,batch16,high-penetrancy	3600	345 complaints for one make/model/year. Each: odiNumber, manufacturer, crash and fire booleans, numberOfInjuries, numberOfDeaths, dateOfIncident, dateComplaintFiled, partial VIN, components (POWER TRAIN, ENGINE, FUEL/PROPULSION SYSTEM…), and the free-text summary written by the owner. This is the raw defect-signal layer under a recall.
us-nhtsa-recall-by-campaign	https://api.nhtsa.gov/recalls/campaignNumber?campaignNumber=20V505000	json:results	6	NHTSA — recall detail by campaign number		us_transport	transport	en	us,transport,batch16,high-penetrancy	3600	DETAIL HOP: expands one NHTSA recall campaign into all affected model rows. Per row: Manufacturer, NHTSACampaignNumber, parkIt / parkOutSide / overTheAirUpdate flags, ReportReceivedDate, Component, PotentialNumberofUnitsAffected (5,376 in the observed record), Summary, Consequence, Remedy, Notes, ModelYear/Make/Model. 'recall → affected units' exactly as required.
us-nhtsa-vpic-manufacturers	https://vpic.nhtsa.dot.gov/api/vehicles/GetAllManufacturers?format=json&page=1	json:Results	100	NHTSA vPIC — all registered vehicle manufacturers		us_transport	transport	en	us,transport,batch16,high-penetrancy,detail-hop	3600	100 manufacturers per page. Per row: Mfr_ID, Mfr_Name, Mfr_CommonName, Country, VehicleTypes[] with IsPrimary flag. The enumeration list whose Mfr_Name feeds the manufacturer-detail hop.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.
us-nhtsa-vpic-manufacturer-detail	https://vpic.nhtsa.dot.gov/api/vehicles/GetManufacturerDetails/honda?format=json	json:Results	14	NHTSA vPIC — manufacturer corporate detail		us_transport	transport	en	us,transport,batch16,high-penetrancy	3600	DETAIL HOP: 14 registered entities matching 'honda'. Per entity: Mfr_ID, Mfr_Name, Mfr_CommonName, Address, Address2, City, State/PostalCode, Country, ContactEmail, ContactPhone, ContactFax, DBAs, PrincipalFirstName/LastName, ManufacturerTypes[], VehicleTypes[], EquipmentItems[], LastUpdated. Named contacts and addresses for every vehicle/equipment manufacturer registered with NHTSA.
us-cpsc-recall-by-id	https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallID=9728	json-array	1	CPSC SaferProducts — recall detail by RecallID		us_health	health	en	us,health,batch16,high-penetrancy	43200	DETAIL HOP: RecallID, RecallNumber, RecallDate, Description, URL, Title, ConsumerContact, LastPublishDate, plus nested arrays Products[] (Name, Description, Model, Type, CategoryID, NumberOfUnits), Inconjunctions[], Images[], Injuries[], ManufacturerCountries[], ProductUPCs[], Hazards[] (HazardType, Name), Remedies[], RemedyOptions[], Retailers[], Distributors[], Importers[], Manufacturers[] (company name + country). Recall → affected units, hazards, and the whole supply chain named.
us-cpsc-recall-by-number	https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallNumber=24-001	json-array	1	CPSC SaferProducts — recall lookup by recall number		us_health	health	en	us,health,batch16,high-penetrancy	43200	Same full recall envelope as RecallID but keyed on the public RecallNumber string as printed on notices (dashes are optional: 24-001 resolves to RecallNumber '24001'). Useful when pivoting from a press release or a retailer notice.
us-cpsc-recall-by-product-name	https://www.saferproducts.gov/RestWebServices/Recall?format=json&ProductName=helmet	json-array	85	CPSC SaferProducts — recall search by product name		us_health	health	en	us,health,batch16,high-penetrancy,detail-hop	43200	85 recalls matching 'helmet', each a complete recall record (not a stub) with Products/Hazards/Injuries/Manufacturers/Importers/Retailers arrays. Free-text product pivot the tree lacks — the tree only carries the RecallDateStart form.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.
us-cpsc-recall-by-date-range	https://www.saferproducts.gov/RestWebServices/Recall?format=json&RecallDateStart=2026-01-01&RecallDateEnd=2026-06-30	json-array	301	CPSC SaferProducts — recalls in a date window		us_health	health	en	us,health,batch16,high-penetrancy,detail-hop	43200	902 KB covering H1-2026 recalls with the full nested envelope per recall (Products, Hazards, Injuries, Remedies, Manufacturers, Importers, Retailers, Distributors, ManufacturerCountries, ProductUPCs). The bounded-window form for incremental crawling; RecallDateEnd is the parameter the tree's existing open-ended call omits.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.
us-cms-provider-data-catalog	https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items?show-reference-ids=false	json-array	236	CMS Care Compare — dataset catalogue (DKAN metastore)		us_health	health	en	us,health,batch16,high-penetrancy,detail-hop	43200	550 KB DCAT catalogue of every Care Compare dataset with identifier (the 4x4 used by /datastore/query/{id}/0), title, description, theme, keyword[], modified/released/nextUpdateDate, publisher, contactPoint and distribution downloadURL. This is how you discover the nursing-home, hospital, hospice, home-health and dialysis enforcement tables without hardcoding ids.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.
us-cms-provider-data-dataset-detail	https://data.cms.gov/provider-data/api/1/metastore/schemas/dataset/items/r5ix-sfxw?show-reference-ids=false	json:keyword	3	CMS Care Compare — single dataset metadata		us_health	health	en	us,health,batch16,high-penetrancy	43200	DETAIL HOP on the catalogue: accessLevel, landingPage, bureauCode, issued/modified/released/nextUpdateDate, keyword[] with identifiers ('Complaints', 'Deficiencies'), publisher, contactPoint, describedBy (data dictionary), temporal coverage and distribution[] with the CSV downloadURL and the datastore resource identifier.
us-cms-data-catalog	https://data.cms.gov/data.json	json:dataset	159	CMS Open Data — DCAT catalogue		us_health	health	en	us,health,batch16,high-penetrancy,detail-hop	43200	3 MB Project Open Data catalogue for data.cms.gov. Per dataset: title, description, accrualPeriodicity, contactPoint, describedBy (data dictionary URL), and distribution[] where the entry carrying description:'latest' holds the STABLE accessURL https://data.cms.gov/data-api/v1/dataset/{uuid}/data. This is the authoritative way to resolve the provider-enrollment, ownership, change-of-ownership and revalidation dataset uuids used below.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.
us-cms-provider-enrollment	https://data.cms.gov/data-api/v1/dataset/2457ea29-fc82-48b0-86ec-3b0755de7515/data?size=2	json-array	2	CMS — Medicare Fee-For-Service public provider enrollment		us_health	health	en	us,health,batch16,high-penetrancy,detail-hop	43200	2,978,925 rows (confirmed via the /data/stats endpoint). Per provider: NPI, MULTIPLE_NPI_FLAG, PECOS_ASCT_CNTL_ID (the PECOS associate id that links individuals to organisations), ENRLMT_ID, PROVIDER_TYPE_CD and PROVIDER_TYPE_DESC, STATE_CD, FIRST_NAME/MDL_NAME/LAST_NAME, ORG_NAME. Server-side filtering works: ?filter[NPI]=... returns the single record.  A per-record detail endpoint was verified for this source; see docs/verified-sources-batch16.md. This collector fetches the list endpoint only.
us-cms-opt-out-affidavits	https://data.cms.gov/data-api/v1/dataset/9887a515-7552-4693-bf58-735c77af46d7/data?size=2	json-array	2	CMS — Medicare opt-out affidavits		us_health	health	en	us,health,batch16,high-penetrancy	43200	Clinicians who have formally opted out of Medicare. Fields: First Name, Last Name, NPI, Specialty, Optout Effective Date, Optout End Date, First Line Street Address, Second Line Street Address, City Name, State Code, Zip code, 'Eligible to Order and Refer' flag, Last updated. Addresses and dates for every opted-out practitioner.
us-cms-order-and-referring	https://data.cms.gov/data-api/v1/dataset/c99b5865-1119-4436-bb80-c5af2773ea1f/data?size=2	json-array	2	CMS — Medicare order-and-referring eligibility		us_health	health	en	us,health,batch16,high-penetrancy	43200	Which clinicians are legally eligible to order/refer, by programme: NPI, LAST_NAME, FIRST_NAME, and Y/N flags for PARTB, DME, HHA, PMD, HOSPICE. Refreshed every 3.5 days. A clinician who loses a flag has effectively been cut off — a direct enforcement signal.
