id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description	_verdict	_note
ansd-rapport-recensement	https://www.ansd.sn/jsonapi/node/rapport_recensement	json:data	5	ANSD Senegal census reports (JSON:API)		sn_statistics	statistics	fr	sn,statistics,batch17,high-penetrancy	86400	Senegalese population census report nodes (RGP76 onwards) with uuid, title, description and attached census volumes.	NET_ERR	[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: 
ansd-ressource	https://www.ansd.sn/jsonapi/node/ressource	json:data	5	ANSD Senegal methodological resources (JSON:API)		sn_statistics	statistics	fr	sn,statistics,batch17,high-penetrancy	86400	ANSD methodological guides (e.g. 'Guide Pratique de Projections Demographiques') with uuid, title, body and attached documents.	NET_ERR	[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: 
ansd-evenements	https://www.ansd.sn/jsonapi/node/evenements	json:data	5	ANSD Senegal events (JSON:API)		sn_statistics	statistics	fr	sn,statistics,batch17,high-penetrancy	86400	ANSD event nodes (e.g. 'Lancement cartographie pilote du RGPH-5') with uuid, title, event dates and body - useful for tracking the Senegalese census operation calendar.	NET_ERR	[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: 
ansd-concours-formations	https://www.ansd.sn/jsonapi/node/concours_et_formations	json:data	3	ANSD Senegal recruitment competitions (JSON:API)		sn_government	government	fr	sn,government,batch17,high-penetrancy	86400	Public recruitment/competition notices issued by ANSD (e.g. 'Avis de concours pour le recrutement d'eleves Ingenieurs') with uuid, title, body and deadline dates.	NET_ERR	[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: 
ansd-procedures	https://www.ansd.sn/jsonapi/node/procedures	json:data	7	ANSD Senegal administrative procedures (JSON:API)		sn_government	government	fr	sn,government,batch17,high-penetrancy	86400	7 procedure nodes describing how to obtain ANSD services/certifications (e.g. 'Profession liberal') with uuid, title and step-by-step body text.	NET_ERR	[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: 
ansd-statistique-theme	https://www.ansd.sn/jsonapi/node/statistique_theme	json:data	1	ANSD Senegal statistical theme tree (JSON:API)		sn_statistics	statistics	fr	sn,statistics,batch17,high-penetrancy	86400	The ANSD themes/sub-themes definition node with uuid, title and the embedded taxonomy used to address every other Senegalese statistical series. Small but it is the join key for the rest.	NET_ERR	[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: 
ons-algerie-rss	https://www.ons.dz/spip.php?page=backend	rss	10	ONS Algeria - Office National des Statistiques feed		dz_statistics	statistics	fr	dz,statistics,batch17,high-penetrancy	86400	Algeria's national statistics office SPIP backend feed - the only open machine-readable Algerian government source I could verify. Items include the consumer price index bulletin for Algiers and public consultations (e.g. 'Consultation relative au renouvellement des licences'), each with title, link, description and dc:date.	NET_ERR	[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: 
br-pncp-compra-detalhe	https://pncp.gov.br/api/consulta/v1/orgaos/08084014000142/compras/2024/57	json-object	1	PNCP - detalhe da contratacao por orgao/ano/sequencial		br_procurement	procurement	pt	br,procurement,batch17,high-penetrancy	21600	Second hop behind a tender row: full record for one contratacao - estimated vs homologated value, secrecy code, modality and dispute mode, legal basis text, buying body CNPJ/razaoSocial, unit, sub-rogated body, links to the origin system and the electronic process.	EMPTY_RESULTSET	{"valorTotalEstimado":151192.18,"valorTotalHomologado":null,"orcamentoSigilosoCodigo":1,"orcamentoSi
br-camara-deputado-detalhe	https://dadosabertos.camara.leg.br/api/v2/deputados/204554	json:dados	1	Camara dos Deputados - ficha do deputado		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy,detail-hop	86400	Detail hop behind the (already-collected) deputy list: civil name, electoral name, party and UF, legislature, photo URL, e-mail, office (gabinete) building/room/phone, CPF-adjacent biographical fields, birth date and birthplace.  A per-record detail endpoint was verified for this source; see the batch's detail-hops side-car. This collector fetches the list endpoint only.	UNPARSEABLE	<xml><dados><id>204554</id><uri>https://dadosabertos.camara.leg.br/api/v2/deputa
br-camara-deputado-frentes	https://dadosabertos.camara.leg.br/api/v2/deputados/204554/frentes	json:dados	227	Camara - frentes parlamentares de um deputado		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy	86400	Every parliamentary front (lobby caucus) a deputy belongs to - 227 for a single member - with front id, title and legislature. The cleanest keyless map of Brazilian legislative interest groups. Auto-labels on 'titulo'.	UNPARSEABLE	<xml><dados><dados><id>54266</id><uri>https://dadosabertos.camara.leg.br/api/v2/
br-camara-deputado-profissoes	https://dadosabertos.camara.leg.br/api/v2/deputados/204554/profissoes	json:dados	1	Camara - profissoes declaradas de um deputado		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy	86400	Self-declared professions of a deputy with the declaration timestamp and profession type code. Auto-labels on 'titulo'.	UNPARSEABLE	<xml><dados><profissao><dataHora>2019-02-06T18:58</dataHora><codTipoProfissao>18
br-camara-deputado-historico	https://dadosabertos.camara.leg.br/api/v2/deputados/74057/historico	json:dados	14	Camara - historico de status de um deputado		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy	86400	Party-switching and mandate history: one row per change with name, electoral name, party at that moment, UF, legislature number, timestamp, situation (Exercicio/Licenca/Vacancia), electoral condition (Titular/Suplente) and a prose description of what changed. Auto-labels on 'nome'.	UNPARSEABLE	<xml><dados><statusParlamentar><id>74057</id><uri>https://dadosabertos.camara.le
br-camara-proposicao-detalhe	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2390524	json:dados	1	Camara - detalhe de uma proposicao		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy,detail-hop	86400	Detail hop behind the proposition list: type/number/year, full ementa, presentation timestamp, and the statusProposicao block - current organ, last rapporteur URI, regime, tramitation description, situation, despacho text, scope and appreciation type.  A per-record detail endpoint was verified for this source; see the batch's detail-hops side-car. This collector fetches the list endpoint only.	UNPARSEABLE	<xml><dados><id>2390524</id><uri>https://dadosabertos.camara.leg.br/api/v2/propo
br-camara-proposicao-autores	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2390524/autores	json:dados	1	Camara - autores de uma proposicao		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy	86400	Who actually filed a bill: author name, a deputy URI that resolves to the full member record, author type (Deputado/Orgao/Senador), signature order and a proponent flag. Auto-labels on 'nome'.	UNPARSEABLE	<xml><dados><autor><uri>https://dadosabertos.camara.leg.br/api/v2/deputados/2044
br-camara-proposicao-tramitacoes	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2390524/tramitacoes	json:dados	3	Camara - tramitacoes de uma proposicao		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy	86400	Docket entries behind a bill: timestamp, sequence number, acting organ (sigla + URI), rapporteur URI, regime, tramitation type and code, situation and code, and the full despacho text of each procedural act.	UNPARSEABLE	<xml><dados><statusProposicao><dataHora>2023-09-26T15:29</dataHora><sequencia>1<
br-camara-orgao-membros	https://dadosabertos.camara.leg.br/api/v2/orgaos/2007/membros	json:dados	15	Camara - membros de um orgao/comissao		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy	86400	Who sits on a committee: deputy id and URI, name, party, UF, legislature, e-mail, photo, plus the role held (titulo/codTitulo - Presidente, Vice) with start and end dates. Officer-behind-the-body hop. Auto-labels on 'nome'.	UNPARSEABLE	<xml><dados><papelParlamentarPeriodo><id>74057</id><uri>https://dadosabertos.cam
br-camara-orgao-eventos	https://dadosabertos.camara.leg.br/api/v2/orgaos/2007/eventos	json:dados	3	Camara - eventos de um orgao/comissao		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy	86400	Sittings held by a committee: event id, start/end timestamps, situation, event type, agenda description, the organs involved (with sigla, full name, type), physical room, and the YouTube recording URL.	UNPARSEABLE	<xml><dados><evento_><id>82582</id><uri>https://dadosabertos.camara.leg.br/api/v
br-camara-partido-membros	https://dadosabertos.camara.leg.br/api/v2/partidos/36898/membros	json:dados	11	Camara - membros de um partido		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy	86400	Current bench of a party: deputy id and URI, name, party sigla, UF, legislature, photo URL and institutional e-mail. Auto-labels on 'nome'.	UNPARSEABLE	<xml><dados><deputado_><id>91228</id><uri>https://dadosabertos.camara.leg.br/api
br-camara-evento-deputados	https://dadosabertos.camara.leg.br/api/v2/eventos/64463/deputados	json:dados	17	Camara - deputados presentes num evento		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy	86400	Attendance list for a specific sitting: each deputy's id, URI, name, party, UF, legislature, photo and e-mail - i.e. who was in the room. Auto-labels on 'nome'.	UNPARSEABLE	<xml><dados><deputado_><id>73460</id><uri>https://dadosabertos.camara.leg.br/api
br-camara-grupo-membros	https://dadosabertos.camara.leg.br/api/v2/grupos/9/membros	json:dados	1	Camara - membros de um grupo parlamentar de amizade		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy	86400	Bilateral friendship group (e.g. Brasil/Armenia) with its id and name, carrying a membros[] array of 33 deputies each with name, deputy URI, role (Presidente, 1o Vice-Presidente), legislature and start/end dates. Set array_path 'dados' - auto-detection would otherwise pick the inner membros array.	UNPARSEABLE	<xml><dados><dados><id>9</id><nome>Brasil/Armênia</nome><membros><membros><idLeg
br-senado-processo-lista	https://legis.senado.leg.br/dadosabertos/processo?ano=2026&sigla=PEC	json-array	10	Senado Federal - processos legislativos (API nova)		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy,detail-hop	86400	The replacement Senate API (the old materia/pesquisa service is deprecated). Flat top-level array: id, codigoMateria, identificacao (e.g. 'PL 1/2025'), full ementa, the complete authorship string naming every co-signing senator with party and state, presentation/deliberation/situation dates, current situation, deliberation outcome and the resulting law number. Has both 'id' and 'ementa'.  A per-record detail endpoint was verified for this source; see the batch's detail-hops side-car. This collector fetches the list endpoint only.	UNPARSEABLE	<?xml version="1.0" encoding="UTF-8"?> <processos><processo><id>8986903</id><cod
br-senado-processo-detalhe	https://legis.senado.leg.br/dadosabertos/processo/8821504	json-object	1	Senado Federal - detalhe de um processo		br_legislature	legislature	pt	br,legislature,batch17,high-penetrancy	86400	23kB detail hop behind each Senate process: identification, type, the conteudo block (norm type, ementa, indicated norm), the documento block (document id, type, text URLs) and the full tramitation/authorship structure.	UNPARSEABLE	<?xml version='1.0' encoding='UTF-8'?><processo><id>8821504</id><codigoMateria>1
in-nse-corp-announcements-equities	https://www.nseindia.com/api/corporate-announcements?index=equities	json-array	20	NSE India - corporate announcements (equities)		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	Live regulated-disclosure stream for every NSE-listed Indian company. Per filing: sm_name (company legal name), sm_isin, symbol, smIndustry, an_dt and exchdisstime (filing vs dissemination time), desc (disclosure category), attchmntText (full narrative of what was disclosed) and attchmntFile (direct PDF URL), plus hasXbrl and seq_id.	TIMEOUT	timeout
in-nse-corp-announcements-sme	https://www.nseindia.com/api/corporate-announcements?index=sme	json-array	20	NSE Emerge - corporate announcements (SME board)		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	Same disclosure schema restricted to the NSE Emerge SME platform, where smaller and less-scrutinised issuers file. Gives sm_name, sm_isin, symbol, filing timestamp, disclosure category and the attachment PDF for each SME filing.	TIMEOUT	timeout
in-nse-corp-announcements-debt	https://www.nseindia.com/api/corporate-announcements?index=debt	json-array	4	NSE India - debt-segment corporate announcements		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	Disclosures by issuers of listed debt (NBFCs, private placements, municipal bonds). Same fields as the equity feed: issuer name, ISIN, timestamp, narrative text and PDF. Surfaces entities with no listed equity that are otherwise invisible in market data.	TIMEOUT	timeout
in-nse-corp-announcements-invits-reits	https://www.nseindia.com/api/corporate-announcements?index=invitsreits	json-array	20	NSE India - InvIT and REIT announcements		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	Disclosure feed for Indian infrastructure investment trusts and real-estate investment trusts (Cube Highways Trust, Nxt-Infra Trust and peers): trust name, ISIN, filing time, category and the underlying document URL. These vehicles hold road, power and property assets and rarely appear in company-registry data.	TIMEOUT	timeout
in-nse-corp-announcements-mf	https://www.nseindia.com/api/corporate-announcements?index=mf	json-array	9	NSE India - mutual fund / ETF announcements		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	AMC-level filings for exchange-traded funds and closed-end schemes: fund house name, scheme symbol, NAV declarations, timestamp and narrative text.	TIMEOUT	timeout
in-nse-board-meetings-equities	https://www.nseindia.com/api/corporate-board-meetings?index=equities	json-array	20	NSE India - board meeting intimations (equities)		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	Forward-looking board-meeting calendar: sm_name (company), bm_symbol, sm_isin, bm_date (the meeting date), bm_purpose and bm_desc (what will be considered - results, fund raising, ESOP, capital increase, arrangement schemes), bm_timestamp and the intimation attachment. Advance signal of corporate events before they happen.	TIMEOUT	timeout
in-nse-board-meetings-sme	https://www.nseindia.com/api/corporate-board-meetings?index=sme	json-array	20	NSE Emerge - board meeting intimations (SME)		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	Board-meeting calendar for the SME platform: company name, symbol, meeting date, stated purpose and full description of the agenda, plus the filed intimation document.	TIMEOUT	timeout
in-nse-corporate-actions-equities	https://www.nseindia.com/api/corporates-corporateActions?index=equities	json-array	20	NSE India - corporate actions (equities)		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	Dividends, splits, bonuses, rights and buybacks: comp (company name), isin, symbol, series, faceVal, subject (the action and its rupee terms), exDate, recDate, book-closure and no-delivery windows. Ties a named issuer to a dated cash or equity event.	TIMEOUT	timeout
in-nse-corporate-actions-sme	https://www.nseindia.com/api/corporates-corporateActions?index=sme	json-array	16	NSE Emerge - corporate actions (SME)		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	Dividend / split / bonus actions on the SME board with company name, ISIN, symbol, face value, ex-date and record date.	TIMEOUT	timeout
in-nse-corporate-actions-debt	https://www.nseindia.com/api/corporates-corporateActions?index=debt	json-array	99	NSE India - debt corporate actions (interest and redemption)		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	Interest-payment and redemption events on listed debt, including municipal issuers such as Ahmedabad Municipal Corporation: comp (issuer), isin, symbol, faceVal (coupon), subject (Interest Payment / Redemption), recDate and series. Maps bond ISINs to named public and private issuers.	TIMEOUT	timeout
in-nse-financial-results-equities	https://www.nseindia.com/api/corporates-financial-results?index=equities&period=Quarterly	json-array	3816	NSE India - quarterly financial results filings (equities)		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	3,816 quarterly-results filings in one response: companyName, isin, symbol, audited/un-audited flag, consolidated vs standalone, financialYear, fromDate/toDate of the period, filingDate, broadCastDate, exchdisstime, indAs format and the XBRL/PDF link. A complete filing-history spine for listed Indian issuers.	TIMEOUT	timeout
in-nse-financial-results-sme	https://www.nseindia.com/api/corporates-financial-results?index=sme&period=Quarterly	json-array	680	NSE Emerge - quarterly financial results filings (SME)		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	680 SME-platform results filings with companyName, ISIN, audit status, consolidation basis, reporting period, filing and dissemination timestamps and the results document.	TIMEOUT	timeout
in-nse-credit-ratings	https://www.nseindia.com/api/corporate-credit-rating?index=equities	json-array	244	NSE India - credit rating actions		in_corporate-disclosure	corporate-disclosure	en	in,corporate-disclosure,batch17,high-penetrancy	86400	244 credit-rating disclosures: CompanyName (including unlisted borrowers marked NOTLISTED), ISIN, NameOfCRAgency (CRISIL, ICRA, Infomerics, CARE...), CreditRating, RatingAction (Reaffirm / Upgrade / Downgrade), DateofCR and BroadcastDateTime. Links a named borrower to a dated rating action and the agency that issued it.	TIMEOUT	timeout
in-nse-upcoming-issues-ipo	https://www.nseindia.com/api/all-upcoming-issues?category=ipo	json-array	4	NSE India - open and upcoming IPOs		in_markets	markets	en	in,markets,batch17,high-penetrancy	86400	Currently open public issues: companyName, symbol, series, issueStartDate, issueEndDate, issuePrice band, issueSize (shares) and status. Identifies companies raising public money right now.	TIMEOUT	timeout
in-nse-bulk-block-deals	https://www.nseindia.com/api/snapshot-capital-market-largedeal	json:BULK_DEALS_DATA	199	NSE India - bulk and block deals (large trades with counterparty names)		in_markets	markets	en	in,markets,batch17,high-penetrancy	86400	High-penetrancy: names the actual counterparty behind each large trade. Per deal: clientName (the buying/selling entity, e.g. ARIHANT CAPITAL MARKETS LIMITED), name (the traded company), symbol, buySell direction, qty, watp (weighted average traded price), date and remarks. This is a named-entity-to-named-entity transaction record.	TIMEOUT	timeout
in-nse-daily-reports-capital	https://www.nseindia.com/api/merged-daily-reports?key=favCapital	json-array	9	NSE India - daily capital-market report files		in_markets	markets	en	in,markets,batch17,high-penetrancy	86400	Directory of the day's official bhavcopy and surveillance report archives: name (report title), type, category, section and a direct link to each CSV/ZIP on nsearchives.nseindia.com. Entry point to the full daily trade and price record.	TIMEOUT	timeout
in-nse-all-indices	https://www.nseindia.com/api/allIndices	json:data	139	NSE India - all indices snapshot		in_markets	markets	en	in,markets,batch17,high-penetrancy	86400	139 index rows: key (index group), index and indexSymbol, last/open/high/low/previousClose, variation and percentChange, yearHigh/yearLow, pe, pb, dy, advances/declines/unchanged counts and 30d/365d change. Sector-level market state for India.	TIMEOUT	timeout
in-nse-trading-holidays	https://www.nseindia.com/api/holiday-master?type=trading	json:CD	24	NSE India - trading holiday calendar		in_markets	markets	en	in,markets,batch17,high-penetrancy	86400	Official market-closure calendar per segment: tradingDate, weekDay, description (the reason, including one-off closures such as a Maharashtra municipal election) and morning/evening session flags. Useful for dating gaps in any Indian market time series.	TIMEOUT	timeout
in-nse-equity-derivatives-live	https://www.nseindia.com/api/liveEquity-derivatives?index=nse50_opt	json:data	1560	NSE India - live index option contracts		in_markets	markets	en	in,markets,batch17,high-penetrancy	86400	1,560 live derivative contracts: identifier (unique contract code), underlying, instrumentType, contract, expiryDate, optionType, strikePrice, lastPrice, change, pChange, open/high/low and volume. Contract-level granularity on Indian index derivatives.	TIMEOUT	timeout
in-niti-press-releases	https://niti.gov.in/jsonapi/node/press_releases?page%5Blimit%5D=50	json:data	50	NITI Aayog - press releases (Drupal JSON:API)		in_gov-publications	gov-publications	en	in,gov-publications,batch17,high-penetrancy	86400	Official releases from India's central policy think tank, delivered as JSON:API: stable uuid at the record root plus attributes.title, attributes.created/changed, body and the attached document fields. The only Indian central-government host of ~25 swept with JSON:API left open.	HTTP_ERR	Forbidden
in-niti-archive-tender	https://niti.gov.in/jsonapi/node/archive_tender?page%5Blimit%5D=50	json:data	50	NITI Aayog - tender archive		in_procurement	procurement	en	in,procurement,batch17,high-penetrancy	21600	Historic NITI Aayog tenders as structured nodes: uuid, attributes.title (tender subject), created and changed dates, and the attached tender document. A procurement trail for a central body whose tenders are otherwise only on CPPP HTML.	HTTP_ERR	Forbidden
in-niti-rti-foreign-visits	https://niti.gov.in/jsonapi/node/rti_foreign_visits?page%5Blimit%5D=50	json:data	23	NITI Aayog - RTI proactive disclosure: foreign visits		in_transparency	transparency	en	in,transparency,batch17,high-penetrancy	86400	Section 4(1)(b) RTI proactive disclosure of official foreign travel by NITI Aayog officials: uuid, attributes.title naming the visit, publication dates and the linked disclosure document. Direct official-travel record for named public servants.	HTTP_ERR	Forbidden
in-niti-official-notifications	https://niti.gov.in/jsonapi/node/official_notification_from_integ?page%5Blimit%5D=50	json:data	7	NITI Aayog - official notifications		in_gov-publications	gov-publications	en	in,gov-publications,batch17,high-penetrancy	86400	Formal notifications issued by NITI Aayog with uuid, attributes.title, issue and change timestamps and the notification file.	HTTP_ERR	Forbidden
in-niti-whats-new	https://niti.gov.in/jsonapi/node/whats_new?page%5Blimit%5D=50	json:data	47	NITI Aayog - what's new feed		in_gov-publications	gov-publications	en	in,gov-publications,batch17,high-penetrancy	86400	Rolling notice board of new NITI Aayog items (vacancies, consultations, launches) with uuid, attributes.title, created/changed timestamps and attachment links.	HTTP_ERR	Forbidden
in-niti-reports-publications	https://niti.gov.in/jsonapi/node/reports_and_publication?page%5Blimit%5D=50	json:data	44	NITI Aayog - reports and publications		in_gov-publications	gov-publications	en	in,gov-publications,batch17,high-penetrancy	86400	44 policy reports with uuid, attributes.title, full body text, publication dates and the PDF file reference. Response is ~1.5 MB, i.e. the body text comes down with the record.	HTTP_ERR	Forbidden
in-niti-annual-report	https://niti.gov.in/jsonapi/node/annual_report?page%5Blimit%5D=50	json:data	17	NITI Aayog - annual reports		in_gov-publications	gov-publications	en	in,gov-publications,batch17,high-penetrancy	86400	Annual report series as structured nodes: uuid, attributes.title (year), created/changed dates and the report document link.	HTTP_ERR	Forbidden
in-niti-report	https://niti.gov.in/jsonapi/node/report?page%5Blimit%5D=50	json:data	1	NITI Aayog - report node collection		in_gov-publications	gov-publications	en	in,gov-publications,batch17,high-penetrancy	86400	Separate 'report' content type on the same JSON:API tree: uuid, attributes.title, timestamps and file reference. Small but distinct from reports_and_publication.	HTTP_ERR	Forbidden
pk-pcrwr-search	https://www.pcrwr.gov.pk/wp-json/wp/v2/search?search=water&per_page=50	json-array	50	Pakistan Council of Research in Water Resources - site-wide search		pk_environment	environment	en	pk,environment,batch17,high-penetrancy	10800	Search over Pakistan's national water research body: title, url, id, type/subtype. Reaches groundwater and drinking-water quality monitoring reports, delegation records and technical bulletins.	NET_ERR	[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: 
